"",".id","name","chrom","start","end","subject","AGI","At_symbol","At_description","perc_ID","aln_length","mismatch","gap_open","qstart","qend","sstart","send","eval","score"
"137","QTL1","Bra022770","A03",6959823,6961874,"AT4G25490.1","AT4G25490","ATCBF1;CBF1;DREB1B","Transcriptional activator that binds to the DRE/CRT regulatory element and induces COR (cold-regulated) gene expression increasing plant freezing tolerance. It encodes a member of the DREB subfamily A-1 of ERF/AP2 transcription factor family (CBF1). The protein contains one AP2 domain. There are six members in this subfamily, including CBF1, CBF2, and CBF3. This gene is involved in response to low temperature and abscisic acid.",82.822,652,95,6,1213,1857,1,642,0,659
"138","QTL1","Bra022771","A03",6971945,6976797,"AT5G10140.1","AT5G10140","AGL25;FLC;FLF;RSB6","MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.;MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin.  Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.",90.164,244,24,0,1,244,1,244,9.16e-91,333
"139","QTL1","Bra022772","A03",6980315,6982033,"AT2G30020.1","AT2G30020",NA,"Encodes AP2C1.  Belongs to the clade B of the PP2C-superfamily.  Acts as a MAPK phosphatase that negatively regulates MPK4 and MPK6.",78.028,1197,186,10,320,1446,1,1190,0,998
"140","QTL1","Bra022773","A03",6991106,6992455,"AT2G30040.1","AT2G30040","MAPKKK14","member of MEKK subfamily",77.837,1313,207,11,106,1340,1,1307,0,1083
"141","QTL1","Bra022774","A03",6994217,6996283,"AT2G30050.1","AT2G30050",NA,NA,90.258,893,87,0,148,1040,1,893,0,1218
"142","QTL1","Bra022775","A03",6996677,6998970,"AT2G30060.1","AT2G30060",NA,NA,86.057,667,79,4,352,1017,1,654,0,778
"143","QTL1","Bra022776","A03",7007607,7011799,"AT2G30070.1","AT2G30070","ATKT1;ATKT1P;ATKUP1;KT1;KUP1","Encodes a high affinity potassium transporter.",89.336,2138,225,1,178,2312,1,2138,0,2827
"144","QTL1","Bra022777","A03",7017134,7018196,"AT4G38940.1","AT4G38940",NA,NA,67.43,393,109,4,620,1004,674,1055,1.48e-29,131
"145","QTL1","Bra022778","A03",7018832,7019900,"AT4G38940.1","AT4G38940",NA,NA,65.859,454,125,9,617,1061,674,1106,1.7e-22,107
"146","QTL1","Bra022779","A03",7019889,7024754,"AT2G30110.1","AT2G30110","ATUBA1;MOS5;UBA1","Encodes a ubiquitin-activating enzyme (E1), involved in the first step in conjugating multiple ubiquitins to proteins targeted for degradation. Gene is expressed in most tissues examined. Mutant is able to revert the constitutive defense responses phenotype of snc1, which indicates the gene is involved in defense response. It also indicates that ubiquitination plays a role in plant defense signalling.",90.873,3057,279,0,1390,4446,3243,187,0,4255
"147","QTL1","Bra022780","A03",7028737,7032233,"AT2G30130.1","AT2G30130","ASL5;LBD12;PCK1","Overexpression/activation tagged allele has epinastic leaves, reduced apical dominance and is sterile. Gene is similar to asymmetric leaves (AS)/lateral organ boundary (LOB) genes  which repress KNOX gene expression.",86.007,586,55,4,87,651,1,580,0,693
"148","QTL1","Bra022781","A03",7034883,7036852,"AT2G30140.1","AT2G30140","UGT87A2",NA,80.537,1377,240,7,144,1504,1,1365,0,1269
"149","QTL1","Bra100577","A03",7038016,7038369,"AT5G63990.1","AT5G63990",NA,NA,87.129,202,20,1,56,257,782,977,1.81e-65,248
"150","QTL1","Bra022782","A03",7041568,7042561,"AT2G41910.1","AT2G41910",NA,NA,75.199,754,170,6,200,943,130,876,1.98e-142,506
"151","QTL1","Bra022783","A03",7047408,7048416,"AT2G30200.1","AT2G30200","EMB3147",NA,77.717,552,36,2,1,465,1182,631,1.79e-144,511
"152","QTL1","Bra022784","A03",7051658,7052375,"AT2G30230.1","AT2G30230",NA,NA,86.778,537,53,4,23,550,1,528,0,646
"153","QTL1","Bra022785","A03",7053558,7057456,"AT2G30240.1","AT2G30240","ATCHX13;CHX13","Encodes a plasma membrane localized potassium transporter.",84.705,2491,376,3,220,2706,2490,1,0,2765
"154","QTL1","Bra022786","A03",7057618,7059648,"AT2G30250.1","AT2G30250","ATWRKY25;WRKY25","member of WRKY Transcription Factor; Group I. Located in nucleus. Involved in response to various abiotic stresses - especially salt stress.",84.512,1188,127,6,245,1381,1182,1,0,1337
"155","QTL1","Bra022787","A03",7060913,7062191,"AT2G30270.1","AT2G30270",NA,NA,85.61,549,73,2,249,797,545,3,5.58e-180,630
"156","QTL1","Bra022788","A03",7066413,7068696,"AT2G30300.1","AT2G30300",NA,NA,81.15,1565,205,10,249,1789,1,1499,0,1528
"157","QTL1","Bra022789","A03",7074773,7077017,"AT2G30320.1","AT2G30320",NA,NA,81.948,1540,204,13,359,1840,1527,4,0,1532
"158","QTL1","Bra022791","A03",7081020,7082168,"AT5G02980.1","AT5G02980",NA,NA,72.449,98,27,0,1012,1109,173,76,1.01e-06,55.4
"159","QTL1","Bra022792","A03",7082673,7084147,"AT2G30330.1","AT2G30330","BLOS1","Putative homolog of mammalian BLOC-1 Subunit 1. Protein - protein interaction with BLOS2 and also with SNX1.Located in endomembrane system and hypothesized to be involved in endomembrane transport.",85.619,452,65,0,628,1079,452,1,2.82e-147,522
"160","QTL1","Bra022793","A03",7084261,7085749,"AT2G30350.2","AT2G30350",NA,NA,76.658,1131,147,11,2,1057,1106,18,0,906
"161","QTL1","Bra022794","A03",7088589,7090327,"AT2G30360.1","AT2G30360","CIPK11;PKS5;SIP4;SNRK3.22","Encodes a SOS2-like protein kinase that is a member of the CBL-interacting protein kinase family.Loss of function mutants show a decrease in sensitivity to high pH.Phosphorylates AHA2, a plasma membrane H+ ATPase.This phosphorylation appears to regulate the activity of the proton transporter.",80.713,1291,217,7,303,1568,1284,1,0,1204
"162","QTL1","Bra022795","A03",7097593,7099778,"AT2G30370.2","AT2G30370","CHAL;EPFL6","Encodes a small, potentially secreted protein that acts as an inhibitor of stomatal production though likely not through direct interaction with the TMM receptor.  It is homologous to known stomatal regulators EPF1 and EPF2.",84.332,434,62,2,246,676,471,41,1.11e-132,473
"163","QTL1","Bra022796","A03",7107780,7108971,"AT2G30400.1","AT2G30400","ATOFP2;OFP2",NA,79.529,977,136,9,38,964,1,963,0,877
"164","QTL1","Bra022797","A03",7116522,7117934,"AT2G43590.1","AT2G43590",NA,NA,85.106,799,114,3,1,798,1,795,0,895
"165","QTL1","Bra022798","A03",7119249,7119933,"AT2G30410.1","AT2G30410","KIS;TFCA","mutant has embryo defect; enlarged embryo cells and endosperm nuclei; Tubulin Folding Cofactor A",86.58,231,22,1,1,222,112,342,4.61e-75,280
"166","QTL1","Bra100578","A03",7123416,7125119,"AT5G64430.1","AT5G64430",NA,NA,76.364,495,69,6,1,453,1542,1054,2.35e-105,381
"167","QTL1","Bra022799","A03",7127639,7128878,"AT2G30440.1","AT2G30440","Plsp2B;TPP","Encodes a thylakoidal processing peptidase that removes signal sequences from proteins synthesized in the cytoplasm and transported into the thylakoid lumen.",90.795,239,20,1,229,465,745,983,1.22e-89,329
"168","QTL1","Bra022800","A03",7129766,7130942,"AT2G41910.1","AT2G41910",NA,NA,74.592,736,170,5,252,977,858,130,9.65e-134,477
"169","QTL1","Bra022801","A03",7133169,7137650,"AT2G30470.1","AT2G30470","HSI2;VAL1","HSI2 is a member of a novel family of B3 domain proteins with a sequence similar to the ERF-associated amphiphilic repression (EAR) motif. It functions as an active repressor of the Spo minimal promoter (derived from a gene for sweet potato sporamin A1) through the EAR motif. It contains a plant-specific B3 DNA-binding domain. The Arabidopsis genome contains 42 genes with B3 domains which could be classified into three families that are represented by ABI3, ARF1 and RAV1. HSI2 belongs to the ABI3 family. It is expressed at similar levels in all organs. Treatment with 6% sucrose showed a slight increase in transcript levels after 24 h. No changes were observed after treatment with 50M ABA. It is localized in the nucleus via a nuclear localization sequence located in the fourth conserved region of the C-terminal B3 domain.",80.192,2297,327,18,564,2802,2227,1,0,2125
"170","QTL1","Bra022802_Bra022803","A03",7146836,7153981,"AT2G30490.1","AT2G30490","ATC4H;C4H;CYP73A5;REF3","Encodes a cinnamate-4-hydroxylase. Mutations in this gene impact phenylpropanoid metabolism, growth and development.",86.693,1518,202,0,237,1754,1518,1,0,1828
"171","QTL1","Bra022804","A03",7159783,7161284,"AT2G30500.1","AT2G30500","NET4B",NA,83.504,782,102,3,56,828,764,1,0,839
"172","QTL1","Bra022805","A03",7163861,7166572,"AT2G30520.1","AT2G30520","RPT2","light inducible root phototropism 2 encoding a signal transducer of the phototropic response in Arabidopsis",83.081,1785,242,7,1,1728,1782,1,0,1880
"173","QTL1","Bra022806","A03",7170375,7171823,"AT2G30530.1","AT2G30530",NA,NA,79.397,1029,131,14,175,1143,109,1116,0,910
"174","QTL1","Bra022807","A03",7173794,7174427,"AT2G30580.1","AT2G30580","BMI1A;DRIP2","Encodes a C3HC4 RING-domain-containing ubiquitin E3 ligase capable of interacting with DREB2A. DRIP2 seems to be involved in regulating stress-related transcriptional changes and drought tolerance.",91.08,213,19,0,1,213,1051,1263,1.62e-80,298
"175","QTL1","Bra022808","A03",7175814,7177014,"AT2G30590.1","AT2G30590","WRKY21","Encodes WRKY DNA-binding protein 21 (WRKY21).",84.748,636,70,8,400,1017,517,1143,0,699
"176","QTL1","Bra022809","A03",7185122,7186305,"AT2G30620.1","AT2G30620",NA,NA,69.737,760,109,18,125,801,99,820,5.03e-99,361
"177","QTL1","Bra022810","A03",7186501,7187680,"AT2G30630.2","AT2G30630",NA,NA,79.333,300,17,3,15,272,883,587,9.86e-78,289
"178","QTL1","Bra022811","A03",7188460,7197256,"AT2G30700.1","AT2G30700",NA,NA,83.888,1353,176,5,640,1959,1404,61,0,1472
"179","QTL1","Bra022812","A03",7198998,7201387,"AT2G30740.1","AT2G30740",NA,NA,87.8,1082,123,2,271,1346,1,1079,0,1355
"180","QTL1","Bra022813","A03",7206571,7209604,"AT2G30770.1","AT2G30770","CYP71A13","putative cytochrome P450",86.901,1168,153,0,1409,2576,1184,17,0,1416
"181","QTL1","Bra022814","A03",7225708,7228739,"AT2G30820.1","AT2G30820",NA,NA,88.561,271,31,0,1020,1290,982,1252,5.04e-95,349
"182","QTL1","Bra022815_Bra022816","A03",7230399,7234187,"AT2G30860.1","AT2G30860","ATGSTF7;ATGSTF9;GLUTTR;GSTF9","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).",91.512,648,55,0,320,967,1,648,0,921
"183","QTL1","Bra022817","A03",7234749,7235950,"AT2G30880.1","AT2G30880","AtSWAP70;SWAP70",NA,87.987,616,64,2,249,855,1515,901,0,778
"184","QTL1","Bra100580","A03",7241539,7242372,"AT5G64970.1","AT5G64970",NA,NA,73.868,287,48,5,27,293,327,48,2.46e-45,181
"185","QTL1","Bra100581","A03",7245063,7247119,"AT5G65205.1","AT5G65205",NA,NA,84.27,267,39,1,1,264,267,1,1.65e-78,291
"186","QTL1","Bra022818","A03",7248508,7251266,"AT2G30910.1","AT2G30910","ARPC1;ARPC1A",NA,90.576,1146,93,3,1,1140,1,1137,0,1581
"187","QTL1","Bra022819","A03",7255491,7258606,"AT5G42020.1","AT5G42020","BIP;BIP2","Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.",91.04,2009,177,1,215,2223,2006,1,0,2810
"188","QTL1","Bra022820","A03",7262553,7268615,"AT2G31010.1","AT2G31010",NA,NA,90.73,2287,163,7,263,2505,46,2327,0,3182
"189","QTL1","Bra022821","A03",7269270,7269522,"AT2G31035.1","AT2G31035",NA,NA,84.8,250,38,0,1,250,1,250,2.83e-75,280
"190","QTL1","Bra022822","A03",7270478,7270730,"AT2G31035.1","AT2G31035",NA,NA,83.6,250,41,0,1,250,1,250,6.24e-71,266
"191","QTL1","Bra022824","A03",7273840,7278202,"AT2G31060.1","AT2G31060","EMB2785",NA,90.993,1299,117,0,1,1299,1584,286,0,1815
"192","QTL1","Bra022825","A03",7290656,7290899,"AT2G31085.1","AT2G31085","AtCLE6;CLE6","Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can replace CLV3 function in vivo.",81.526,249,37,2,1,243,1,246,2.38e-63,241
"193","QTL1","Bra022826","A03",7293403,7295523,"AT2G31100.1","AT2G31100",NA,NA,85.366,1230,165,3,215,1444,1215,1,0,1407
"194","QTL1","Bra022827","A03",7295525,7299882,"AT2G31110.2","AT2G31110","TBL40","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",90.073,1098,106,1,219,1316,1095,1,0,1487
"195","QTL1","Bra022828","A03",7301651,7302621,"AT2G31130.1","AT2G31130",NA,NA,91.197,284,25,0,78,361,1260,977,1.73e-110,399
"196","QTL1","Bra022829","A03",7304741,7306355,"AT2G31140.1","AT2G31140",NA,NA,88.293,615,72,0,191,805,1,615,0,785
"197","QTL1","Bra022830","A03",7307348,7309260,"AT2G31150.1","AT2G31150",NA,NA,86.607,448,48,1,501,948,205,640,1e-153,544
"198","QTL1","Bra022831","A03",7314788,7316395,"AT2G31180.1","AT2G31180","ATMYB14;MYB14;MYB14AT","Member of the R2R3 factor gene family.",87.183,749,81,2,96,832,746,1,0,922
"199","QTL1","Bra022832","A03",7324679,7325829,"AT2G31230.1","AT2G31230","ATERF15;ERF15","encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",85.501,738,83,4,292,1014,732,4,0,852
"200","QTL1","Bra022833","A03",7332379,7335470,"AT3G01610.1","AT3G01610","CDC48C;emb1354","AAA-type ATPase - Over 90% homologous to CDC48a",80.033,1798,322,12,166,1946,2461,684,0,1604
"201","QTL1","Bra022834","A03",7336734,7339201,"AT2G31270.1","AT2G31270","ATCDT1A;CDT1;CDT1A","Encodes a cyclin-dependent protein kinase. Involved in nuclear DNA replication and plastid division. Located in nucleus and chloroplast.",79.684,822,137,4,971,1780,911,1714,0,738
"202","QTL1","Bra022835","A03",7340164,7340383,"AT2G31345.1","AT2G31345",NA,NA,83.173,208,29,1,12,219,205,4,6.93e-57,219
"203","QTL1","Bra022836","A03",7342133,7344379,"AT2G31350.1","AT2G31350","GLX2-5","Encodes a mitochondrial glyoxalase 2 that can accommodate a number of different metal centers and with the predominant metal center being Fe(III)Zn(II).",89.162,978,103,1,178,1155,1,975,0,1285
"204","QTL2","Bra008583","A10",11723403,11727637,"AT5G16910.1","AT5G16910","ATCSLD2;CSLD2","encodes a gene similar to cellulose synthase. Located in golgi membranes.",82.811,3444,574,3,192,3623,3438,1,0,3544
"205","QTL2","Bra008584","A10",11729172,11731457,"AT5G16890.1","AT5G16890",NA,NA,84.426,1220,150,6,211,1395,1215,1,0,1353
"206","QTL2","Bra008585","A10",11732130,11733659,"AT5G16880.1","AT5G16880",NA,NA,87.724,1230,145,1,4,1233,1224,1,0,1539
"207","QTL2","Bra008586","A10",11734873,11736546,"AT5G16870.1","AT5G16870",NA,NA,88.975,517,47,3,195,709,1,509,0,672
"208","QTL2","Bra008587","A10",11737420,11740049,"AT5G16860.1","AT5G16860",NA,NA,86.69,2562,323,2,1,2553,2553,1,0,3090
"209","QTL2","Bra008588","A10",11740388,11745555,"AT5G16850.1","AT5G16850","ATTERT;TERT","Encodes the catalytic subunit of telomerase reverse transcriptase. Involved in telomere homeostasis. Homozygous double mutants with ATR show gross morphological defects over a period of generations. TERT shows Class II telomerase activity in vitro, indicating that it can initiate de novo telomerase synthesis on non-telomeric DNA, often using a preferred position within the telomerase-bound RNA.",84.708,3407,468,10,39,3427,1,3372,0,3799
"210","QTL2","Bra008589","A10",11745715,11759418,"AT5G16840.3","AT5G16840","BPA1",NA,85.441,783,105,1,1,783,774,1,0,902
"211","QTL2","Bra008591","A10",11760313,11762165,"AT1G76680.1","AT1G76680","ATOPR1;OPR1","Encodes a member of an alpha/beta barrel fold family of FMN-containing oxidoreductases.  One of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer.  Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root.  Up-regulated by senescence and jasmonic acid. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid. Predicted to be a cytosolic protein.",84.987,1119,165,1,41,1159,1,1116,0,1260
"212","QTL2","Bra008592","A10",11762837,11766450,"AT5G16830.1","AT5G16830","ATPEP12;ATSYP21;PEP12;PEP12P;SYP21","member of SYP2 Gene Family. Over-expression of the gene in tobacco protoplasts leads to a disruption of vacuolar transport from the prevacuolar compartment (PVC) to the vacuole, but not from the Golgi apparatus to the plasma membrane.",88.902,838,93,0,24,861,1,838,0,1092
"213","QTL2","Bra008593","A10",11765272,11767497,"AT5G16820.1","AT5G16820","ATHSF3;ATHSFA1B;HSF3;HSFA1B","Encodes a putative transcription factor whose expression is not induced by heat but whose stable overexpression leads to expression of HSP.  Required early in the stress response for transient expression of heat shock genes.",76.154,1451,208,13,178,1505,1436,1,0,1122
"214","QTL2","Bra008594","A10",11768186,11770198,"AT5G16800.2","AT5G16800",NA,NA,89.273,811,85,1,250,1058,3,813,0,1068
"215","QTL2","Bra008595","A10",11770740,11775414,"AT5G16780.1","AT5G16780","DOT2;MDF","Encodes a protein belonging to SART-1 family. The gene is expressed in the basal region of the developing embryo during heart stage. Phenotypic analyses of dot2 mutants suggest that this protein plays a role in root, shoot, and flower development. dot2 mutants are dwarved plants that display an aberrant spurred leaf venation pattern and fail to flower. In the roots DOT2 appears to be require for normal meristem organization and maintenance and the proper expression of PIN and PLT genes.",84.615,2496,294,9,133,2571,1,2463,0,2810
"216","QTL2","Bra008596","A10",11776188,11778292,"AT5G16770.1","AT5G16770","AtMYB9;MYB9","Member of the R2R3 factor gene family.",85.52,1029,119,6,199,1215,1011,1,0,1184
"217","QTL2","Bra008597","A10",11788731,11790024,"AT5G16760.1","AT5G16760","AtITPK1;ITPK1","Encodes a inositol 1,3,4-trisphosphate 5/6-kinase.",86.264,961,131,1,574,1534,960,1,0,1135
"218","QTL2","Bra008598","A10",11790488,11795364,"AT5G16750.1","AT5G16750","TOZ","Encodes a nucleolar localized WD-40 repeat protein that is preferentially expressed in dividing cells and is required for regulated division planes and embryo development.",90.341,2640,240,3,81,2714,1,2631,0,3611
"219","QTL2","Bra008599","A10",11795700,11803530,"AT2G03140.1","AT2G03140",NA,NA,84.832,2024,289,2,24,2032,5392,3372,0,2273
"220","QTL2","Bra008600","A10",11804032,11806844,"AT5G16730.1","AT5G16730",NA,NA,78.63,2583,405,16,1,2457,2562,1,0,2230
"221","QTL2","Bra008601","A10",11807714,11810894,"AT5G16720.1","AT5G16720","MyoB3",NA,81.652,1150,163,10,385,1492,2015,872,0,1121
"222","QTL2","Bra008602","A10",11811425,11818432,"AT5G16715.1","AT5G16715","EMB2247",NA,92.523,2929,195,5,332,3242,2923,1,0,4295
"223","QTL2","Bra008603","A10",11820699,11823016,"AT5G16700.1","AT5G16700",NA,NA,87.16,1067,134,1,607,1673,1064,1,0,1305
"224","QTL2","Bra008604","A10",11828994,11834216,"AT5G16690.1","AT5G16690","ATORC3;ORC3","Origin Recognition Complex subunit 3. Involved in the initiation of DNA replication. Regulated transcriptionally during cell cycle, peaking at G1/S-phase. Target of E2F/DF family of transcription factors. Interacts with all ORC subunits except ORC1b.",88.043,2208,246,3,149,2341,2205,1,0,2794
"225","QTL2","Bra008605","A10",11836142,11841192,"AT5G16680.1","AT5G16680",NA,NA,79.034,3415,497,23,549,3819,597,3936,0,3025
"226","QTL2","Bra008606","A10",11841556,11842631,"AT5G16660.2","AT5G16660",NA,NA,82.438,484,70,3,18,489,21,501,6.16e-138,489
"227","QTL2","Bra008607","A10",11842977,11844372,"AT5G16650.1","AT5G16650",NA,NA,89.583,336,32,1,184,519,1,333,7.05e-125,446
"228","QTL2","Bra102315","A10",11851057,11851801,"AT1G62262.1","AT1G62262","SLAH4","Predicted to encode a protein with similarity to the SLAC1 protein involved in ion homeostasis in guard cells.",87.234,564,72,0,91,654,2,565,0,693
"229","QTL2","Bra008608","A10",11851994,11855997,"AT5G16620.1","AT5G16620","ATTIC40;PDE120;TIC40","chloroplast protein import (Tic40)",86.84,1383,134,6,369,1742,1344,1,0,1691
"230","QTL2","Bra008609","A10",11857588,11861077,"AT5G16610.2","AT5G16610",NA,NA,77.858,2082,320,26,409,2409,1,2022,0,1687
"231","QTL2","Bra008610","A10",11865127,11867336,"AT5G16600.1","AT5G16600","AtMYB43;MYB43","Encodes a putative transcription factor (MYB43).",85.512,987,103,10,160,1121,972,1,0,1126
"232","QTL2","Bra008611","A10",11870229,11872715,"AT5G16590.1","AT5G16590","LRR1",NA,82.812,1885,286,10,225,2078,1878,1,0,1929
"233","QTL2","Bra008612","A10",11879896,11881910,"AT5G16570.1","AT5G16570","GLN1;4","Encodes a cytosolic glutamine synthetase, the enzyme has high affinity with substrate ammonium",92.04,804,64,0,36,839,268,1071,0,1162
"234","QTL2","Bra008613","A10",11895602,11902653,"AT5G16560.1","AT5G16560","KAN;KAN1","Encodes a KANADI protein (KAN) that regulates organ polarity in Arabidopsis. KAN is required for abaxial identity in both leaves and carpels, and  encodes a nuclear-localized protein in the GARP family of putative  transcription factors. Together with KAN2, this gene appears to be involved in the development of the carpel and the outer integument of the ovule.Along with KAN2 and KAN4, KAN1 appears to be required for proper regulation of PIN1 in early embryogenesis.",85.113,1236,109,11,398,1582,1,1212,0,1418
"235","QTL2","Bra008614","A10",11902566,11903595,"AT5G16550.1","AT5G16550",NA,NA,80.401,699,104,5,784,1455,693,1,0,650
"236","QTL2","Bra008615","A10",11903903,11906496,"AT5G16530.1","AT5G16530","PIN5","Encodes PIN5, an atypical member of the PIN family.  PIN5 is a functional auxin transporter that is required for auxin-mediated development. PIN5 does not have a direct role in cell-to-cell transport but regulates intracellular auxin homeostasis and metabolism. PIN5 localizes, unlike other characterized plasma membrane PIN proteins, to endoplasmic reticulum (ER), presumably mediating auxin flow from the cytosol to the lumen of the ER.",88.742,1057,104,2,374,1418,1054,1,0,1375
"237","QTL2","Bra008616","A10",11910296,11912422,"AT5G16510.1","AT5G16510","RGP5",NA,86.316,1045,143,0,355,1399,1045,1,0,1240
"238","QTL2","Bra102316","A10",11913116,11914916,"AT1G61960.1","AT1G61960",NA,NA,78.305,295,64,0,1,295,408,114,3.79e-64,244
"239","QTL2","Bra008617","A10",11915789,11918765,"AT5G16500.1","AT5G16500","LIP1",NA,82.695,1670,223,16,150,1768,2,1656,0,1696
"240","QTL2","Bra008618","A10",11919417,11919675,"AT5G54690.1","AT5G54690","GAUT12;IRX8;LGT6","Encodes a protein with  putative galacturonosyltransferase activity. Mutants defective in this gene displayed a notable reduction in xylose (>50%) in the cell walls from stems and roots and a reduction in cellulose (~25%).",88.571,245,28,0,12,256,1362,1606,4.04e-86,316
"241","QTL2","Bra008619","A10",11924011,11924933,"AT5G16490.1","AT5G16490","RIC4","encodes a member of a novel protein family that contains contain a CRIB (for Cdc42/Rac-interactive binding) motif required for their specific interaction with GTP-bound Rop1 (plant-specific Rho GTPase). It interacts with Rop1 and is involved in pollen tube growth and function, and exocytosis in the pollen tube tip. Protein most similar to RIC2 (family subgroup V). Gene is expressed in all tissues examined.Interacts with ROP2 during pavement cell morphogenesis and with ROP1 to promote apical F-actin assembly.",81.366,483,45,5,73,531,1,462,4.04e-136,484
"242","QTL2","Bra008620","A10",11925451,11927242,"AT5G16480.1","AT5G16480","AtPFA-DSP5;PFA-DSP5",NA,89.803,608,59,1,220,827,7,611,0,816
"243","QTL2","Bra008621","A10",11927716,11928515,"AT5G16470.1","AT5G16470","MBS2",NA,85.397,315,43,1,312,623,315,1,1.26e-98,360
"244","QTL2","Bra008622","A10",11930504,11931335,"AT5G16330.1","AT5G16330",NA,NA,71.376,545,128,10,11,541,35,565,8.44e-69,260
"245","QTL2","Bra008623","A10",11932234,11935029,"AT5G16320.1","AT5G16320","FRL1","family member of FRI-related genes that is  required for the winter-annual habit. Genbank accession BK004884",70.429,1444,308,19,1267,2622,1413,1,0,700
"246","QTL2","Bra008624","A10",11933616,11934972,"AT5G16320.1","AT5G16320","FRL1","family member of FRI-related genes that is  required for the winter-annual habit. Genbank accession BK004884",70.429,1444,308,19,1,1356,1413,1,0,700
"247","QTL2","Bra008625","A10",11935326,11940141,"AT5G16300.1","AT5G16300",NA,NA,88.009,3219,356,5,625,3825,3207,1,0,4069
"248","QTL2","Bra008626","A10",11941673,11949343,"AT5G16280.1","AT5G16280",NA,NA,89.661,3840,358,9,1,3822,1,3819,0,5130
"249","QTL2","Bra008627","A10",11949343,11953355,"AT4G11340.1","AT4G11340",NA,NA,72.5,360,94,4,1955,2310,664,1022,5.81e-47,190
"250","QTL2","Bra008628","A10",11954748,11960837,"AT5G16270.1","AT5G16270","ATRAD21.3;SYN4","Encodes a SCC1/REC8 ortholog that may be involved in mitosis and may represent a mitotic cohesin.",81.717,3156,410,19,461,3510,3095,1,0,3155
"251","QTL2","Bra008629","A10",11961180,11965226,"AT5G16260.1","AT5G16260","ELF9","Encodes a RNA binding protein ELF9 (EARLY FLOWERING9).  Loss of ELF9 function in the Wassilewskija ecotype causes early flowering in short days.  ELF9 reduces SOC1 (SUPPRESSOR OF OVEREXPRESSION OF CO1) transcript levels, possibly via nonsense-mediated mRNA decay.",84.536,1552,186,5,169,1666,1552,1,0,1743
"252","QTL2","Bra008631","A10",11965441,11969633,"AT5G16240.1","AT5G16240",NA,NA,86.417,1200,142,4,1290,2483,1185,1,0,1431
"253","QTL2","Bra008630","A10",11965681,11966233,"AT5G16250.1","AT5G16250",NA,NA,83.906,553,83,2,1,550,1,550,7.97e-169,592
"254","QTL2","Bra008632","A10",11970803,11973825,"AT5G16230.1","AT5G16230",NA,NA,86.953,1211,152,1,228,1438,1205,1,0,1472
"255","QTL2","Bra008633","A10",11977758,11980186,"AT5G16220.1","AT5G16220",NA,NA,76.854,1456,253,16,118,1519,1,1426,0,1110
"256","QTL2","Bra008635","A10",11981667,11984486,"AT5G16210.1","AT5G16210",NA,NA,88.556,568,50,2,18,573,2199,2763,0,737
"257","QTL2","Bra008636","A10",11985086,11986005,"AT5G16200.1","AT5G16200",NA,NA,82.424,495,71,7,258,741,1,490,5.05e-136,484
"258","QTL2","Bra008637","A10",11990050,11990676,"AT5G66450.1","AT5G66450","LPPepsilon2",NA,87.097,93,9,1,1,93,861,772,1.34e-24,113
