name,UN_network,MR_Cutoff,.id,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra006584,NA,NA,QTL3,A03,4153830,4156907,AT5G20890.1,AT5G20890,"NA","NA",91.53,1582,134,0,285,1866,1582,1,0,2250,UNiD2011,6.244055790626681,4.643388382736705,4.5147142415135265e-28,4.820403272838353e-27,25984
Bra006585,NA,NA,QTL6,A03,4165915,4168335,AT5G20910.1,AT5G20910,AIP2,"NA",88.324,925,99,1,277,1201,932,17,0,1186,UNduration2011,4.7671879241587245,1.4217913762123207,0.00809009886468493,0.010902409357062359,7396
Bra006585,NA,NA,QTL3,A03,4165915,4168335,AT5G20910.1,AT5G20910,AIP2,"NA",88.324,925,99,1,277,1201,932,17,0,1186,UNiD2011,4.7671879241587245,1.4217913762123207,0.00809009886468493,0.010902409357062359,7396
Bra006586,NA,NA,QTL6,A03,4168440,4168946,AT5G20935.1,AT5G20935,CRR42,"NA",89.933,298,30,0,53,350,14,311,5e-112,403,UNduration2011,2.2017365489459113,1.4248338523469684,0.007768355756201027,0.010495957338993828,7451
Bra006586,NA,NA,QTL3,A03,4168440,4168946,AT5G20935.1,AT5G20935,CRR42,"NA",89.933,298,30,0,53,350,14,311,5e-112,403,UNiD2011,2.2017365489459113,1.4248338523469684,0.007768355756201027,0.010495957338993828,7451
Bra006587,NA,NA,QTL6,A03,4169131,4172015,AT5G20940.1,AT5G20940,"NA","NA",85.12,1875,225,4,10,1836,1881,13,0,2154,UNduration2011,3.9599915988884056,1.8306171259868653,1.4764125180933314e-5,2.8328621958837843e-5,13728
Bra006587,NA,NA,QTL3,A03,4169131,4172015,AT5G20940.1,AT5G20940,"NA","NA",85.12,1875,225,4,10,1836,1881,13,0,2154,UNiD2011,3.9599915988884056,1.8306171259868653,1.4764125180933314e-5,2.8328621958837843e-5,13728
Bra006588,NA,NA,QTL6,A03,4172396,4174351,AT5G20970.1,AT5G20970,"NA","NA",78.693,765,76,7,901,1593,1,750,0,691,UNduration2011,3.6348639622182546,1.2473217791969593,0.06606265598652694,0.07922875760633176,4765
Bra006588,NA,NA,QTL3,A03,4172396,4174351,AT5G20970.1,AT5G20970,"NA","NA",78.693,765,76,7,901,1593,1,750,0,691,UNiD2011,3.6348639622182546,1.2473217791969593,0.06606265598652694,0.07922875760633176,4765
Bra006589,NA,NA,QTL6,A03,4174594,4178792,AT5G20980.1,AT5G20980,ATMS3;MS3,"encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast",90.63,2444,220,1,5,2448,2435,1,0,3378,UNduration2011,3.72840565179675,1.1828532626628299,0.12600128479929032,0.14584160338444987,3901
Bra006589,NA,NA,QTL3,A03,4174594,4178792,AT5G20980.1,AT5G20980,ATMS3;MS3,"encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast",90.63,2444,220,1,5,2448,2435,1,0,3378,UNiD2011,3.72840565179675,1.1828532626628299,0.12600128479929032,0.14584160338444987,3901
Bra006590,NA,NA,QTL6,A03,4179515,4183966,AT5G20990.1,AT5G20990,B73;CHL6;CNX;CNX1;SIR4,"Involved in molybdenum cofactor (Moco) biosynthesis, inserting Mo into Molybdopterin. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling.",90.263,2013,181,6,202,2208,2011,8,0,2733,UNduration2011,5.070983443020289,1.4593010090281198,0.004864705375111958,0.0067434540734833725,7988
Bra006590,NA,NA,QTL3,A03,4179515,4183966,AT5G20990.1,AT5G20990,B73;CHL6;CNX;CNX1;SIR4,"Involved in molybdenum cofactor (Moco) biosynthesis, inserting Mo into Molybdopterin. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling.",90.263,2013,181,6,202,2208,2011,8,0,2733,UNiD2011,5.070983443020289,1.4593010090281198,0.004864705375111958,0.0067434540734833725,7988
Bra006591,NA,NA,QTL3,A03,4184869,4187505,AT5G21010.1,AT5G21010,ATBPM5;BPM5,"NA",87.997,1233,148,0,210,1442,1,1233,0,1557,UNiD2011,4.538594170119589,1.269538284332902,0.051956369651984385,0.06319679261670365,5100
Bra006591,NA,NA,QTL6,A03,4184869,4187505,AT5G21010.1,AT5G21010,ATBPM5;BPM5,"NA",87.997,1233,148,0,210,1442,1,1233,0,1557,UNduration2011,4.538594170119589,1.269538284332902,0.051956369651984385,0.06319679261670365,5100
Bra006592,NA,NA,QTL3,A03,4187848,4189362,AT5G21050.1,AT5G21050,"NA","NA",79.963,1068,175,7,244,1272,1,1068,0,966,UNiD2011,1.013927611957136,2.310634915382514,2.549140179162152e-9,7.887614749726992e-9,19404
Bra006592,NA,NA,QTL6,A03,4187848,4189362,AT5G21050.1,AT5G21050,"NA","NA",79.963,1068,175,7,244,1272,1,1068,0,966,UNduration2011,1.013927611957136,2.310634915382514,2.549140179162152e-9,7.887614749726992e-9,19404
Bra006593,NA,NA,QTL3,A03,4190296,4192315,AT5G21090.1,AT5G21090,"NA","NA",86.986,584,76,0,1,584,1,584,0,711,UNiD2011,3.6922335242395485,1.8364743069156384,1.3360769558744548e-5,2.579129632415923e-5,13818
Bra006593,NA,NA,QTL6,A03,4190296,4192315,AT5G21090.1,AT5G21090,"NA","NA",86.986,584,76,0,1,584,1,584,0,711,UNduration2011,3.6922335242395485,1.8364743069156384,1.3360769558744548e-5,2.579129632415923e-5,13818
Bra006594,NA,NA,QTL6,A03,4197044,4197953,AT5G21130.1,AT5G21130,"NA","NA",75.728,721,164,4,168,881,105,821,5.33e-142,504,UNduration2011,NA,NA,NA,NA,NA
Bra006594,NA,NA,QTL3,A03,4197044,4197953,AT5G21130.1,AT5G21130,"NA","NA",75.728,721,164,4,168,881,105,821,5.33e-142,504,UNiD2011,NA,NA,NA,NA,NA
Bra006595,NA,NA,QTL3,A03,4198903,4200139,AT5G21274.1,AT5G21274,ACAM-6;CAM6,Encodes a calmodulin isoform. Expressed in leaves.,92.222,450,35,0,217,666,450,1,0,654,UNiD2011,5.809238263219893,1.4735593605328923,0.003991075292096191,0.005591367173621346,8206
Bra006595,NA,NA,QTL6,A03,4198903,4200139,AT5G21274.1,AT5G21274,ACAM-6;CAM6,Encodes a calmodulin isoform. Expressed in leaves.,92.222,450,35,0,217,666,450,1,0,654,UNduration2011,5.809238263219893,1.4735593605328923,0.003991075292096191,0.005591367173621346,8206
Bra006596,NA,NA,QTL6,A03,4200904,4203026,AT5G21900.1,AT5G21900,"NA","NA",76.273,1218,280,4,501,1712,421,1635,0,884,UNduration2011,3.4119501533568175,3.418191648920988,1.8221679707750246e-18,1.2860145589901134e-17,24607
Bra006596,NA,NA,QTL3,A03,4200904,4203026,AT5G21900.1,AT5G21900,"NA","NA",76.273,1218,280,4,501,1712,421,1635,0,884,UNiD2011,3.4119501533568175,3.418191648920988,1.8221679707750246e-18,1.2860145589901134e-17,24607
Bra006597,NA,NA,QTL3,A03,4203454,4204596,AT5G21920.1,AT5G21920,ATYLMG2;YLMG2,"NA",87.399,746,94,0,11,756,746,1,0,922,UNiD2011,4.097633242562358,1.3050777953579549,0.03476213005560374,0.04324811358592098,5627
Bra006597,NA,NA,QTL6,A03,4203454,4204596,AT5G21920.1,AT5G21920,ATYLMG2;YLMG2,"NA",87.399,746,94,0,11,756,746,1,0,922,UNduration2011,4.097633242562358,1.3050777953579549,0.03476213005560374,0.04324811358592098,5627
Bra006598,NA,NA,QTL3,A03,4205148,4206751,AT5G21940.1,AT5G21940,"NA","NA",80.199,702,91,4,163,816,795,94,0,664,UNiD2011,NA,NA,NA,NA,NA
Bra006598,NA,NA,QTL6,A03,4205148,4206751,AT5G21940.1,AT5G21940,"NA","NA",80.199,702,91,4,163,816,795,94,0,664,UNduration2011,NA,NA,NA,NA,NA
Bra006599,NA,NA,QTL6,A03,4209539,4210887,AT5G21960.1,AT5G21960,"NA","encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10.",76,675,102,12,393,1031,651,1,6.14e-137,488,UNduration2011,NA,NA,NA,NA,NA
Bra006599,NA,NA,QTL3,A03,4209539,4210887,AT5G21960.1,AT5G21960,"NA","encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10.",76,675,102,12,393,1031,651,1,6.14e-137,488,UNiD2011,NA,NA,NA,NA,NA
Bra006600,NA,NA,QTL6,A03,4212152,4212584,AT5G21970.1,AT5G21970,"NA","NA",87.407,135,14,1,12,146,867,998,1.76e-40,165,UNduration2011,NA,NA,NA,NA,NA
Bra006600,NA,NA,QTL3,A03,4212152,4212584,AT5G21970.1,AT5G21970,"NA","NA",87.407,135,14,1,12,146,867,998,1.76e-40,165,UNiD2011,NA,NA,NA,NA,NA
Bra006601,NA,NA,QTL3,A03,4212705,4214865,AT5G21280.1,AT5G21280,"NA","NA",74.812,933,121,16,274,1116,909,1,0,654,UNiD2011,NA,NA,NA,NA,NA
Bra006601,NA,NA,QTL6,A03,4212705,4214865,AT5G21280.1,AT5G21280,"NA","NA",74.812,933,121,16,274,1116,909,1,0,654,UNduration2011,NA,NA,NA,NA,NA
Bra006602,NA,NA,QTL6,A03,4217031,4221663,AT5G21990.1,AT5G21990,AtTPR7;OEP61;TPR7,"NA",86.73,1688,171,9,212,1874,1,1660,0,2042,UNduration2011,4.918558808346054,0.8687932619621725,0.8150898107235504,0.8368368260510238,746
Bra006602,NA,NA,QTL3,A03,4217031,4221663,AT5G21990.1,AT5G21990,AtTPR7;OEP61;TPR7,"NA",86.73,1688,171,9,212,1874,1,1660,0,2042,UNiD2011,4.918558808346054,0.8687932619621725,0.8150898107235504,0.8368368260510238,746
Bra006603,NA,NA,QTL3,A03,4224597,4226451,AT5G22000.2,AT5G22000,RHF2A,encodes a RING-type E3 ubiquitin ligase implicated in gametogenesis. Double mutant analyses with RHF1a suggests that RHF2a may be involved in targetting ICK4KRP6 for degradation following meiosis in order to allow the mitoses associated with megagametogenesis and microgametogenesis to occur. RHF2a is expressed in all four floral whorls and is present at ~8-fold higher levels than RHF1a in inflorescences by RT-PCR analyses.,83.433,1002,106,11,227,1183,142,1128,0,1063,UNiD2011,2.9205765641200867,6.0327397616275205,6.843237460085396e-38,9.913185017975145e-37,26690
Bra006603,NA,NA,QTL6,A03,4224597,4226451,AT5G22000.2,AT5G22000,RHF2A,encodes a RING-type E3 ubiquitin ligase implicated in gametogenesis. Double mutant analyses with RHF1a suggests that RHF2a may be involved in targetting ICK4KRP6 for degradation following meiosis in order to allow the mitoses associated with megagametogenesis and microgametogenesis to occur. RHF2a is expressed in all four floral whorls and is present at ~8-fold higher levels than RHF1a in inflorescences by RT-PCR analyses.,83.433,1002,106,11,227,1183,142,1128,0,1063,UNduration2011,2.9205765641200867,6.0327397616275205,6.843237460085396e-38,9.913185017975145e-37,26690
Bra006604,NA,NA,QTL3,A03,4227560,4228730,AT2G32470.1,AT2G32470,"NA","NA",74.928,347,75,4,403,740,79,422,2.76e-58,226,UNiD2011,-0.48205995115744193,2.1624453568904762,4.0070042099295834e-8,1.0748834723520286e-7,17982
Bra006604,NA,NA,QTL6,A03,4227560,4228730,AT2G32470.1,AT2G32470,"NA","NA",74.928,347,75,4,403,740,79,422,2.76e-58,226,UNduration2011,-0.48205995115744193,2.1624453568904762,4.0070042099295834e-8,1.0748834723520286e-7,17982
Bra006605,NA,NA,QTL6,A03,4230455,4236211,AT5G22030.2,AT5G22030,UBP8,"NA",89.609,2300,188,4,384,2635,2738,442,0,3099,UNduration2011,4.123390012414569,1.7345764602870526,7.365553736176226e-5,1.2903672360590324e-4,12305
Bra006605,NA,NA,QTL3,A03,4230455,4236211,AT5G22030.2,AT5G22030,UBP8,"NA",89.609,2300,188,4,384,2635,2738,442,0,3099,UNiD2011,4.123390012414569,1.7345764602870526,7.365553736176226e-5,1.2903672360590324e-4,12305
Bra006606,NA,NA,QTL6,A03,4236837,4239469,AT5G22040.1,AT5G22040,"NA","NA",84.255,832,95,5,15,813,829,1,0,921,UNduration2011,2.7893974855767465,0.646571751413374,0.99710986589466,0.9994903395407402,70
Bra006606,NA,NA,QTL3,A03,4236837,4239469,AT5G22040.1,AT5G22040,"NA","NA",84.255,832,95,5,15,813,829,1,0,921,UNiD2011,2.7893974855767465,0.646571751413374,0.99710986589466,0.9994903395407402,70
Bra006607,NA,NA,QTL3,A03,4238683,4241199,AT5G22050.2,AT5G22050,"NA","NA",87.255,918,117,0,177,1094,1,918,0,1128,UNiD2011,5.0775131122504185,2.6037450891750433,9.877039033843669e-12,4.036421311792306e-11,21654
Bra006607,NA,NA,QTL6,A03,4238683,4241199,AT5G22050.2,AT5G22050,"NA","NA",87.255,918,117,0,177,1094,1,918,0,1128,UNduration2011,5.0775131122504185,2.6037450891750433,9.877039033843669e-12,4.036421311792306e-11,21654
Bra006608,NA,NA,QTL6,A03,4240931,4242942,AT5G22060.1,AT5G22060,ATJ2;J2,Co-chaperonin similar to E. coli DnaJ,84.402,1263,158,3,1,1227,1260,1,0,1411,UNduration2011,4.226789008131724,2.9632008908033116,1.0217880978374378e-14,5.5217005068432926e-14,23364
Bra006608,NA,NA,QTL3,A03,4240931,4242942,AT5G22060.1,AT5G22060,ATJ2;J2,Co-chaperonin similar to E. coli DnaJ,84.402,1263,158,3,1,1227,1260,1,0,1411,UNiD2011,4.226789008131724,2.9632008908033116,1.0217880978374378e-14,5.5217005068432926e-14,23364
Bra006609,NA,NA,QTL6,A03,4244570,4247177,AT5G22070.1,AT5G22070,"NA","NA",78.571,1092,225,2,394,1479,1,1089,0,913,UNduration2011,3.528678367829593,0.8991764051669562,0.7498403201352724,0.775512186501605,950
Bra006609,NA,NA,QTL3,A03,4244570,4247177,AT5G22070.1,AT5G22070,"NA","NA",78.571,1092,225,2,394,1479,1,1089,0,913,UNiD2011,3.528678367829593,0.8991764051669562,0.7498403201352724,0.775512186501605,950
Bra006610,NA,NA,QTL3,A03,4248744,4250974,AT5G22090.1,AT5G22090,"NA","NA",78.206,1427,194,18,640,1988,1388,1,0,1196,UNiD2011,1.7147550959548248,4.306410374928105,1.6260483749539308e-25,1.587723256579676e-24,25733
Bra006610,NA,NA,QTL6,A03,4248744,4250974,AT5G22090.1,AT5G22090,"NA","NA",78.206,1427,194,18,640,1988,1388,1,0,1196,UNduration2011,1.7147550959548248,4.306410374928105,1.6260483749539308e-25,1.587723256579676e-24,25733
Bra006613,NA,NA,QTL3,A03,4273934,4280297,AT5G22140.1,AT5G22140,"NA","NA",85.792,1098,135,2,11,1096,1094,6,0,1287,UNiD2011,NA,NA,NA,NA,NA
Bra006613,NA,NA,QTL6,A03,4273934,4280297,AT5G22140.1,AT5G22140,"NA","NA",85.792,1098,135,2,11,1096,1094,6,0,1287,UNduration2011,NA,NA,NA,NA,NA
Bra006614,NA,NA,QTL6,A03,4281006,4283364,AT5G22160.1,AT5G22160,"NA","NA",68.653,772,169,17,37,780,24,750,7.32e-78,291,UNduration2011,2.710979559086112,2.259134256874663,6.677092413349713e-9,1.9735940334664355e-8,18970
Bra006614,NA,NA,QTL3,A03,4281006,4283364,AT5G22160.1,AT5G22160,"NA","NA",68.653,772,169,17,37,780,24,750,7.32e-78,291,UNiD2011,2.710979559086112,2.259134256874663,6.677092413349713e-9,1.9735940334664355e-8,18970
Bra006615,NA,NA,QTL6,A03,4285507,4290418,AT5G22220.2,AT5G22220,ATE2FB;E2F1;E2FB,"Member of the E2F transcription factors, (cell cycle genes), key components of the cyclin D/retinoblastoma/E2F pathway. Binds DPA and RBR1 proteins. Expressed throughout the cell cycle. Abundance increased by auxin through stabilization of the protein. Elevates CDK levels and activity, even under hormone-free conditions. Promotes cell division and shortens cell doubling time, inhibits cell growth. Transgenic plants overexpressing AtE2Fa contained an increased level of AtE2Fb transcripts that is paralleled by an increase in the amount of the AtE2Fb protein, suggesting that AtE2Fb expression might actually be up-regulated by the AtE2Fa transcription factor.",82.11,1431,136,12,267,1625,28,1410,0,1481,UNduration2011,3.3757435456109737,1.2086840761618045,0.09820388104817368,0.11528229236677627,4248
Bra006615,NA,NA,QTL3,A03,4285507,4290418,AT5G22220.2,AT5G22220,ATE2FB;E2F1;E2FB,"Member of the E2F transcription factors, (cell cycle genes), key components of the cyclin D/retinoblastoma/E2F pathway. Binds DPA and RBR1 proteins. Expressed throughout the cell cycle. Abundance increased by auxin through stabilization of the protein. Elevates CDK levels and activity, even under hormone-free conditions. Promotes cell division and shortens cell doubling time, inhibits cell growth. Transgenic plants overexpressing AtE2Fa contained an increased level of AtE2Fb transcripts that is paralleled by an increase in the amount of the AtE2Fb protein, suggesting that AtE2Fb expression might actually be up-regulated by the AtE2Fa transcription factor.",82.11,1431,136,12,267,1625,28,1410,0,1481,UNiD2011,3.3757435456109737,1.2086840761618045,0.09820388104817368,0.11528229236677627,4248
Bra006616,NA,NA,QTL3,A03,4289474,4290332,AT5G22250.1,AT5G22250,AtCAF1b;CAF1b,"NA",81.436,808,143,2,1,806,837,35,0,778,UNiD2011,NA,NA,NA,NA,NA
Bra006616,NA,NA,QTL6,A03,4289474,4290332,AT5G22250.1,AT5G22250,AtCAF1b;CAF1b,"NA",81.436,808,143,2,1,806,837,35,0,778,UNduration2011,NA,NA,NA,NA,NA
Bra006617,NA,NA,QTL6,A03,4293926,4294894,AT5G22270.1,AT5G22270,"NA","NA",84.173,278,29,3,271,539,272,1,8.2e-82,304,UNduration2011,-0.10037656071143558,2.8202047352478905,1.574315827055497e-13,7.658660466659933e-13,22776
Bra006617,NA,NA,QTL3,A03,4293926,4294894,AT5G22270.1,AT5G22270,"NA","NA",84.173,278,29,3,271,539,272,1,8.2e-82,304,UNiD2011,-0.10037656071143558,2.8202047352478905,1.574315827055497e-13,7.658660466659933e-13,22776
Bra006618,NA,NA,QTL3,A03,4296296,4297743,AT5G22280.1,AT5G22280,"NA","NA",90.303,330,29,1,217,546,327,1,9.39e-126,450,UNiD2011,5.319969131666657,1.0669761528278974,0.3253170476072519,0.35569447425666745,2450
Bra006618,NA,NA,QTL6,A03,4296296,4297743,AT5G22280.1,AT5G22280,"NA","NA",90.303,330,29,1,217,546,327,1,9.39e-126,450,UNduration2011,5.319969131666657,1.0669761528278974,0.3253170476072519,0.35569447425666745,2450
Bra006619,NA,NA,QTL6,A03,4298388,4300230,AT5G22290.1,AT5G22290,anac089;FSQ6;NAC089,"NA",82.806,1012,144,4,189,1176,1019,14,0,1050,UNduration2011,-0.5639747743729141,2.7150930496303434,1.1764241707920423e-12,5.2647093550212716e-12,22263
Bra006619,NA,NA,QTL3,A03,4298388,4300230,AT5G22290.1,AT5G22290,anac089;FSQ6;NAC089,"NA",82.806,1012,144,4,189,1176,1019,14,0,1050,UNiD2011,-0.5639747743729141,2.7150930496303434,1.1764241707920423e-12,5.2647093550212716e-12,22263
Bra006620,NA,NA,QTL3,A03,4303098,4304630,AT5G22310.1,AT5G22310,"NA","NA",78.472,1440,217,6,1,1350,1446,10,0,1256,UNiD2011,2.2568923132073864,0.9769688574930663,0.5521719561701822,0.5837327841096978,1551
Bra006620,NA,NA,QTL6,A03,4303098,4304630,AT5G22310.1,AT5G22310,"NA","NA",78.472,1440,217,6,1,1350,1446,10,0,1256,UNduration2011,2.2568923132073864,0.9769688574930663,0.5521719561701822,0.5837327841096978,1551
Bra006621,NA,NA,QTL6,A03,4308848,4311716,AT5G22330.1,AT5G22330,ATTIP49A;RIN1,"NA",90.85,1377,126,0,243,1619,1377,1,0,1916,UNduration2011,4.506278615553016,6.058971397725152,4.578060091334506e-38,6.6824759011393906e-37,26705
Bra006621,NA,NA,QTL3,A03,4308848,4311716,AT5G22330.1,AT5G22330,ATTIP49A;RIN1,"NA",90.85,1377,126,0,243,1619,1377,1,0,1916,UNiD2011,4.506278615553016,6.058971397725152,4.578060091334506e-38,6.6824759011393906e-37,26705
Bra006622,NA,NA,QTL3,A03,4312312,4314384,AT5G22340.1,AT5G22340,"NA","NA",86.097,971,126,3,1,968,1,965,0,1137,UNiD2011,5.50274538356086,8.634079774029386,1.6315094034534269e-53,3.37461122497856e-52,27283
Bra006622,NA,NA,QTL6,A03,4312312,4314384,AT5G22340.1,AT5G22340,"NA","NA",86.097,971,126,3,1,968,1,965,0,1137,UNduration2011,5.50274538356086,8.634079774029386,1.6315094034534269e-53,3.37461122497856e-52,27283
Bra006623,NA,NA,QTL3,A03,4315465,4316744,AT5G22360.1,AT5G22360,ATVAMP714;VAMP714,"Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.",88.855,664,74,0,3,666,664,1,0,865,UNiD2011,3.5873921880708424,1.7179500625196968,9.666948208289043e-5,1.6654571588655667e-4,12029
Bra006623,NA,NA,QTL6,A03,4315465,4316744,AT5G22360.1,AT5G22360,ATVAMP714;VAMP714,"Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.",88.855,664,74,0,3,666,664,1,0,865,UNduration2011,3.5873921880708424,1.7179500625196968,9.666948208289043e-5,1.6654571588655667e-4,12029
Bra006624,NA,NA,QTL3,A03,4319618,4321173,AT5G22380.1,AT5G22380,anac090;NAC090,"NA",87.157,693,89,0,164,856,708,16,0,848,UNiD2011,-0.5744370401301913,5.612606717704454,4.836539412406511e-35,6.4460210076648e-34,26518
Bra006624,NA,NA,QTL6,A03,4319618,4321173,AT5G22380.1,AT5G22380,anac090;NAC090,"NA",87.157,693,89,0,164,856,708,16,0,848,UNduration2011,-0.5744370401301913,5.612606717704454,4.836539412406511e-35,6.4460210076648e-34,26518
Bra006625,NA,NA,QTL6,A03,4326943,4331819,AT5G22420.1,AT5G22420,FAR7,"NA",81.478,1069,191,3,561,1626,164,1228,0,1029,UNduration2011,4.741166194500499,1.583254083632336,8.062525707028084e-4,0.0012378112085314685,9996
Bra006625,NA,NA,QTL3,A03,4326943,4331819,AT5G22420.1,AT5G22420,FAR7,"NA",81.478,1069,191,3,561,1626,164,1228,0,1029,UNiD2011,4.741166194500499,1.583254083632336,8.062525707028084e-4,0.0012378112085314685,9996
Bra006626,NA,NA,QTL3,A03,4334240,4341030,AT5G22450.1,AT5G22450,"NA","NA",88.592,2174,230,4,2110,4271,2168,1,0,2801,UNiD2011,7.867424377905911,2.051707239925513,3.0216313552758563e-7,7.213868062379102e-7,16661
Bra006626,NA,NA,QTL6,A03,4334240,4341030,AT5G22450.1,AT5G22450,"NA","NA",88.592,2174,230,4,2110,4271,2168,1,0,2801,UNduration2011,7.867424377905911,2.051707239925513,3.0216313552758563e-7,7.213868062379102e-7,16661
Bra006627,NA,NA,QTL6,A03,4342847,4345155,AT5G22460.1,AT5G22460,"NA","NA",83.858,1016,164,0,245,1260,1016,1,0,1094,UNduration2011,-1.1621553271359824,12.487221059609988,7.662293348325846e-72,2.3122381653663722e-70,27719
Bra006627,NA,NA,QTL3,A03,4342847,4345155,AT5G22460.1,AT5G22460,"NA","NA",83.858,1016,164,0,245,1260,1016,1,0,1094,UNiD2011,-1.1621553271359824,12.487221059609988,7.662293348325846e-72,2.3122381653663722e-70,27719
Bra006628,NA,NA,QTL6,A03,4348078,4352648,AT5G22480.1,AT5G22480,"NA","NA",90.16,1504,115,1,152,1655,1482,12,0,2071,UNduration2011,5.215102569059441,6.938999094561327,1.0450702462735601e-43,1.754102682679767e-42,26961
Bra006628,NA,NA,QTL3,A03,4348078,4352648,AT5G22480.1,AT5G22480,"NA","NA",90.16,1504,115,1,152,1655,1482,12,0,2071,UNiD2011,5.215102569059441,6.938999094561327,1.0450702462735601e-43,1.754102682679767e-42,26961
Bra006629,NA,NA,QTL6,A03,4353964,4355449,AT5G22650.1,AT5G22650,ATHD2;ATHD2B;HD2;HD2B;HDA4;HDT02;HDT2,"Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.",71.88,633,133,11,98,697,71,691,7.95e-90,331,UNduration2011,6.7056812017304175,3.0893629964939326,9.203243822406962e-16,5.4388495959753205e-15,23818
Bra006629,NA,NA,QTL3,A03,4353964,4355449,AT5G22650.1,AT5G22650,ATHD2;ATHD2B;HD2;HD2B;HDA4;HDT02;HDT2,"Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.",71.88,633,133,11,98,697,71,691,7.95e-90,331,UNiD2011,6.7056812017304175,3.0893629964939326,9.203243822406962e-16,5.4388495959753205e-15,23818
Bra006630,NA,NA,QTL6,A03,4355674,4357573,AT5G22670.1,AT5G22670,"NA","NA",77.086,851,169,8,59,902,1325,494,0,643,UNduration2011,2.200274571638355,1.7461374696668512,6.089618424823667e-5,1.0782050449108328e-4,12478
Bra006630,NA,NA,QTL3,A03,4355674,4357573,AT5G22670.1,AT5G22670,"NA","NA",77.086,851,169,8,59,902,1325,494,0,643,UNiD2011,2.200274571638355,1.7461374696668512,6.089618424823667e-5,1.0782050449108328e-4,12478
Bra006631,NA,NA,QTL3,A03,4365850,4367918,AT5G22670.1,AT5G22670,"NA","NA",77.831,1042,195,10,149,1172,1327,304,0,825,UNiD2011,2.8162681759220827,2.1854552404923004,2.621372041172602e-8,7.206510709276577e-8,18241
Bra006631,NA,NA,QTL6,A03,4365850,4367918,AT5G22670.1,AT5G22670,"NA","NA",77.831,1042,195,10,149,1172,1327,304,0,825,UNduration2011,2.8162681759220827,2.1854552404923004,2.621372041172602e-8,7.206510709276577e-8,18241
Bra006632,NA,NA,QTL6,A03,4370660,4372393,AT5G22730.1,AT5G22730,"NA","NA",73.668,1276,313,8,255,1529,1340,87,0,771,UNduration2011,1.4369823038240852,3.0014095931416427,4.925176510485702e-15,2.7432477210531206e-14,23522
Bra006632,NA,NA,QTL3,A03,4370660,4372393,AT5G22730.1,AT5G22730,"NA","NA",73.668,1276,313,8,255,1529,1340,87,0,771,UNiD2011,1.4369823038240852,3.0014095931416427,4.925176510485702e-15,2.7432477210531206e-14,23522
Bra006633,NA,NA,QTL3,A03,4377990,4383126,AT5G22740.1,AT5G22740,ATCSLA02;ATCSLA2;CSLA02;CSLA2,encodes a beta-mannan synthase based on in vitro enzyme assays from heterologously expressed protein,91.9,1605,130,0,470,2074,1605,1,0,2309,UNiD2011,6.1570440618425915,2.2817643045412206,4.376315022937568e-9,1.3192449955580882e-8,19159
Bra006633,NA,NA,QTL6,A03,4377990,4383126,AT5G22740.1,AT5G22740,ATCSLA02;ATCSLA2;CSLA02;CSLA2,encodes a beta-mannan synthase based on in vitro enzyme assays from heterologously expressed protein,91.9,1605,130,0,470,2074,1605,1,0,2309,UNduration2011,6.1570440618425915,2.2817643045412206,4.376315022937568e-9,1.3192449955580882e-8,19159
Bra006634,NA,NA,QTL3,A03,4388747,4394060,AT5G22750.1,AT5G22750,RAD5;RAD5A,DNA repair gene. gamma-radiation hypersensitive (RAD5) involved in stable transformation and T-DNA transfer,87.492,3126,313,15,269,3352,3090,1,0,3878,UNiD2011,3.8230509975075107,1.2628148504510084,0.05592505383077856,0.06773381678161217,4999
Bra006634,NA,NA,QTL6,A03,4388747,4394060,AT5G22750.1,AT5G22750,RAD5;RAD5A,DNA repair gene. gamma-radiation hypersensitive (RAD5) involved in stable transformation and T-DNA transfer,87.492,3126,313,15,269,3352,3090,1,0,3878,UNduration2011,3.8230509975075107,1.2628148504510084,0.05592505383077856,0.06773381678161217,4999
