"",".id","MR_Cutoff","trt","name","chrom","start","end","subject","AGI","At_symbol","At_description","perc_ID","aln_length","mismatch","gap_open","qstart","qend","sstart","send","eval","score"
"127","blup.mr.graph.UN.50",50,"UN","Bra005332","A05",4887158,4887395,"AT5G66450.1","AT5G66450","LPPepsilon2",NA,87.387,222,28,0,10,231,855,634,1.12e-73,275
"128","blup.mr.graph.UN.50",50,"UN","Bra018973","A06",947925,949061,"AT1G52565.1","AT1G52565",NA,NA,87.406,397,38,3,474,867,1,388,4.82e-137,488
"129","blup.mr.graph.UN.50",50,"UN","Bra019796","A06",4384287,4385644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","blup.mr.graph.UN.50",50,"UN","Bra026068","A06",5963950,5967931,"AT1G16300.1","AT1G16300","GAPCP-2","Encodes one of the chloroplast/plastid localized GAPDH isoforms (GAPCp1/At1g79530 and GAPCp2/At1g16300). gapcp double mutants display a drastic phenotype of arrested root development, dwarfism and sterility. GAPCps are important for the synthesis of serine in roots.",89.097,1284,119,4,213,1496,1,1263,0,1685
"131","blup.mr.graph.UN.50",50,"UN","Bra025790","A06",7732370,7732955,"AT1G20070.1","AT1G20070",NA,NA,82.149,549,86,4,177,719,582,40,1.87e-153,542
"132","blup.mr.graph.UN.50",50,"UN","Bra018223","A06",10940405,10947361,"AT3G46130.1","AT3G46130","ATMYB48;ATMYB48-1;ATMYB48-2;ATMYB48-3;MYB48","Encodes a putative transcription factor (MYB48) that functions to regulate flavonol biosynthesis primarily in cotyledons.",83.458,804,79,6,1,783,771,1,0,872
"133","blup.mr.graph.UN.50",50,"UN","Bra024437","A06",16385524,16386949,"AT5G67590.1","AT5G67590","FRO1","Mutant leaves have a reduced capacity for cold acclimation, appear water-soaked, leak electrolytes, and accumulate reactive oxygen species constitutively. Encode a protein with high similarity to the 18-kD Fe-S subunit of complex I (NADH dehydrogenase, EC 1.6.5.3) in the mitochondrial electron transfer chain.",86.667,465,59,1,1,462,465,1,1.9e-158,558
"134","blup.mr.graph.UN.50",50,"UN","Bra025296","A06",21250521,21251357,"AT2G17720.1","AT2G17720","P4H5",NA,79.545,352,51,2,92,443,386,56,7.22e-87,320
"135","blup.mr.graph.UN.50",50,"UN","Bra025250","A06",21504086,21508384,"AT3G27110.1","AT3G27110",NA,NA,86.789,1037,129,2,235,1265,1035,1,0,1251
"136","blup.mr.graph.UN.50",50,"UN","Bra024934","A06",23231851,23235200,"AT5G47560.1","AT5G47560","ATSDAT;ATTDT;TDT","Encodes a tonoplast malate/fumarate transporter.",85.301,1626,236,1,126,1751,1,1623,0,1853
"137","blup.mr.graph.UN.50",50,"UN","Bra036465","A07",224092,228427,"AT2G20340.1","AT2G20340","AAS;AtAAS",NA,87.361,1440,182,0,1,1440,1473,34,0,1777
"138","blup.mr.graph.UN.50",50,"UN","Bra028410","A07",13812227,13814025,"AT5G38510.1","AT5G38510",NA,NA,81.56,1128,131,8,1,1052,1305,179,0,1130
"139","blup.mr.graph.UN.50",50,"UN","Bra013968","A08",4933398,4934543,"AT5G17560.1","AT5G17560","BolA4",NA,85.768,534,61,2,1,534,16,534,1.3e-178,625
"140","blup.mr.graph.UN.50",50,"UN","Bra013959","A08",4964613,4968680,"AT5G17680.1","AT5G17680",NA,NA,88.209,2044,223,3,21,2064,33,2058,0,2603
"141","blup.mr.graph.UN.50",50,"UN","Bra101871","A08",20598542,20599010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","blup.mr.graph.UN.50",50,"UN","Bra037847","A09",4480716,4482125,"AT5G67420.1","AT5G67420","ASL39;LBD37",NA,81.046,765,79,7,339,1049,1,753,0,755
"143","blup.mr.graph.UN.50",50,"UN","Bra017468","A09",13486185,13488948,"AT5G47730.1","AT5G47730",NA,NA,90.22,1002,97,1,583,1584,1,1001,0,1362
"144","blup.mr.graph.UN.50",50,"UN","Bra029573","A09",18401806,18403570,"AT4G05380.1","AT4G05380",NA,NA,87.366,744,91,1,25,768,741,1,0,917
"145","blup.mr.graph.UN.50",50,"UN","Bra032410","A09",21717415,21719578,"AT1G30630.1","AT1G30630",NA,NA,90.59,882,80,1,141,1022,1,879,0,1214
"146","blup.mr.graph.UN.50",50,"UN","Bra026943","A09",36179122,36180217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","blup.mr.graph.UN.50",50,"UN","Bra002619","A10",8591950,8593425,"AT5G58770.1","AT5G58770","AtcPT4;cPT4",NA,83.458,937,132,6,200,1117,1,933,0,985
"148","blup.mr.graph.UN.50",50,"UN","Bra002411","A10",9834000,9836587,"AT5G22440.1","AT5G22440",NA,NA,90.061,654,65,0,47,700,1,654,0,886
"149","blup.mr.graph.UN.50",50,"UN","Bra002255","A10",10705847,10711901,"AT5G19690.1","AT5G19690","STT3A","encodes an oligosaccharyl transferase involved response to high salt. Mutants are hypersensitive to high salt conditions",92.839,2346,162,2,228,2573,2340,1,0,3470
"150","blup.mr.graph.UN.50",50,"UN","Bra008566","A10",11646341,11651597,"AT5G17270.1","AT5G17270",NA,NA,87.532,2703,322,4,1,2691,2700,1,0,3351
"151","blup.mr.graph.UN.50",50,"UN","Bra008575","A10",11686976,11687928,"AT5G17170.1","AT5G17170","ENH1",NA,92.263,517,40,0,13,529,807,291,0,753
"152","blup.mr.graph.UN.50",50,"UN","Bra102309","A10",11689228,11693443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","blup.mr.graph.UN.50",50,"UN","Bra008577","A10",11695926,11696813,"AT5G17150.1","AT5G17150",NA,NA,75.276,453,108,2,106,556,145,595,6.21e-83,307
"154","blup.mr.graph.UN.50",50,"UN","Bra008635","A10",11981667,11984486,"AT5G16210.1","AT5G16210",NA,NA,88.556,568,50,2,18,573,2199,2763,0,737
"155","blup.mr.graph.UN.50",50,"UN","Bra008637","A10",11990050,11990676,"AT5G66450.1","AT5G66450","LPPepsilon2",NA,87.097,93,9,1,1,93,861,772,1.34e-24,113
"156","blup.mr.graph.UN.50",50,"UN","Bra008684","A10",12184430,12186590,"AT5G15630.1","AT5G15630","COBL4;IRX6","Encodes a member of the COBRA family, similar to phytochelatin synthetase. Involved in secondary cell wall biosynthesis. Mutants make smaller plants with reduced levels of cellulose and cell wall sugars.",90.084,595,56,1,803,1397,592,1,0,805
"157","blup.mr.graph.UN.50",50,"UN","Bra008711","A10",12311055,12317476,"AT5G15250.1","AT5G15250","ATFTSH6;FTSH6","Encodes an FtsH protease that is localized to the chloroplast. AtFtsH6 is involved in the degradation of both Lhcb3 and Lhcb1 during senescence and high-light acclimation.",86.974,2019,246,4,1,2003,7,2024,0,2453
"158","blup.mr.graph.UN.50",50,"UN","Bra008734","A10",12429673,12431671,"AT5G14860.1","AT5G14860",NA,NA,85.021,1462,201,3,152,1601,1466,11,0,1653
"159","blup.mr.graph.UN.50",50,"UN","Bra008750","A10",12500020,12501272,"AT5G14600.1","AT5G14600",NA,NA,86.071,962,128,2,2,963,956,1,0,1128
"160","blup.mr.graph.UN.50",50,"UN","Bra008797","A10",12674451,12675414,"AT5G13850.1","AT5G13850","NACA3",NA,85.008,627,82,2,1,627,615,1,0,710
"161","blup.mr.graph.UN.50",50,"UN","Bra008840","A10",12861652,12867286,"AT5G13280.1","AT5G13280","AK;AK-LYS1;AK1","Asp kinase inhibited by Lys and S-adenosylmethionine. Contains regulatory domains that belong to the ACT domain family, which allow binding to a extreme variety  of ligands. Can function as a monomer or as a dimer with acetohydroxyacid synthase (HSDH).",87.796,1729,172,5,2378,4088,1710,3,0,2179
"162","blup.mr.graph.UN.50",50,"UN","Bra008859","A10",12969157,12970663,"AT5G13070.1","AT5G13070",NA,NA,90.399,552,53,0,226,777,552,1,0,756
"163","blup.mr.graph.UN.50",50,"UN","Bra008931","A10",13276674,13279017,"AT5G11880.1","AT5G11880",NA,NA,88.06,1474,155,3,201,1659,1,1468,0,1871
"164","blup.mr.graph.UN.50",50,"UN","Bra009285","A10",14501965,14503398,"AT5G07200.1","AT5G07200","ATGA20OX3;GA20OX3;YAP169","encodes a gibberellin 20-oxidase.",89.239,1143,120,1,1,1140,1,1143,0,1505
"165","blup.mr.graph.UN.50",50,"UN","Bra039532","Scaffold000167",263780,267309,"AT3G47570.1","AT3G47570",NA,NA,69.718,142,43,0,961,1102,2369,2228,2.05e-08,62.6
