name,UN_network,MR_Cutoff,.id,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra002432,NA,NA,QTL7,A10,9674703,9678023,AT5G22830.1,AT5G22830,ATMGT10;GMN10;MGT10;MRS2-11,Transmembrane magnesium transporter. One of nine family members.,86.28,1414,150,9,822,2225,1380,1,0,1674,UNHmax2012,5.6989462226756284,1.6644714609866502,2.2852876330363626e-4,3.7626134771356787e-4,11257
Bra002433,NA,NA,QTL7,A10,9671780,9674386,AT5G22840.1,AT5G22840,"NA","NA",84.847,1630,211,4,348,1956,1,1615,0,1840,UNHmax2012,4.296570064208499,1.1099725925778947,0.2366516577867147,0.26404334573945426,2975
Bra002433,NA,NA,QTL3,A10,9671780,9674386,AT5G22840.1,AT5G22840,"NA","NA",84.847,1630,211,4,348,1956,1,1615,0,1840,UNr2012,4.296570064208499,1.1099725925778947,0.2366516577867147,0.26404334573945426,2975
Bra002434,NA,NA,QTL3,A10,9668606,9671482,AT5G22850.1,AT5G22850,"NA","NA",89.001,1482,157,2,158,1633,1,1482,0,1934,UNr2012,3.6462099165882718,1.6454385997986143,3.086829459443276e-4,4.992847378882862e-4,10945
Bra002434,NA,NA,QTL7,A10,9668606,9671482,AT5G22850.1,AT5G22850,"NA","NA",89.001,1482,157,2,158,1633,1,1482,0,1934,UNHmax2012,3.6462099165882718,1.6454385997986143,3.086829459443276e-4,4.992847378882862e-4,10945
Bra002435,NA,NA,QTL7,A10,9665154,9665934,AT5G22875.1,AT5G22875,"NA","NA",90.385,208,20,0,21,228,208,1,9.58e-77,286,UNHmax2012,3.0558644911101465,1.0982970485323231,0.2590602922686457,0.2875015662262905,2837
Bra002435,NA,NA,QTL3,A10,9665154,9665934,AT5G22875.1,AT5G22875,"NA","NA",90.385,208,20,0,21,228,208,1,9.58e-77,286,UNr2012,3.0558644911101465,1.0982970485323231,0.2590602922686457,0.2875015662262905,2837
Bra002436,NA,NA,QTL7,A10,9664354,9664780,AT5G22880.1,AT5G22880,H2B;HTB2,"Encodes a histone 2B (H2B) protein. This protein can be ubiquitinated in planta, and this modification depends on the HUB1 and HUB2 E3 ubiquitin ligases.",84.475,438,56,4,1,426,1,438,3.36e-134,477,UNHmax2012,6.02470271330946,2.900014421105758,3.419451751180084e-14,1.7561598495670128e-13,23087
Bra002436,NA,NA,QTL3,A10,9664354,9664780,AT5G22880.1,AT5G22880,H2B;HTB2,"Encodes a histone 2B (H2B) protein. This protein can be ubiquitinated in planta, and this modification depends on the HUB1 and HUB2 E3 ubiquitin ligases.",84.475,438,56,4,1,426,1,438,3.36e-134,477,UNr2012,6.02470271330946,2.900014421105758,3.419451751180084e-14,1.7561598495670128e-13,23087
Bra002437,NA,NA,QTL7,A10,9662100,9663606,AT5G22890.1,AT5G22890,STOP2,"NA",79.385,650,97,3,551,1169,444,1087,2.73e-167,589,UNHmax2012,NA,NA,NA,NA,NA
Bra002437,NA,NA,QTL3,A10,9662100,9663606,AT5G22890.1,AT5G22890,STOP2,"NA",79.385,650,97,3,551,1169,444,1087,2.73e-167,589,UNr2012,NA,NA,NA,NA,NA
Bra002438,NA,NA,QTL7,A10,9655754,9657090,AT5G22890.1,AT5G22890,STOP2,"NA",81.086,1105,168,12,100,1189,44,1122,0,1034,UNHmax2012,NA,NA,NA,NA,NA
Bra002438,NA,NA,QTL3,A10,9655754,9657090,AT5G22890.1,AT5G22890,STOP2,"NA",81.086,1105,168,12,100,1189,44,1122,0,1034,UNr2012,NA,NA,NA,NA,NA
Bra002439,NA,NA,QTL7,A10,9643933,9647151,AT5G22910.1,AT5G22910,ATCHX9;CHX9,member of Putative Na+/H+ antiporter family,80.705,2410,441,9,1,2398,1,2398,0,2232,UNHmax2012,NA,NA,NA,NA,NA
Bra002439,NA,NA,QTL3,A10,9643933,9647151,AT5G22910.1,AT5G22910,ATCHX9;CHX9,member of Putative Na+/H+ antiporter family,80.705,2410,441,9,1,2398,1,2398,0,2232,UNr2012,NA,NA,NA,NA,NA
Bra002440,NA,NA,QTL7,A10,9626627,9628622,AT5G22930.1,AT5G22930,"NA","NA",86.332,717,95,1,546,1259,717,1,0,850,UNHmax2012,0.33478591962185344,2.1630641294337223,3.9616125676310564e-8,1.0638020708959078e-7,17993
Bra002440,NA,NA,QTL3,A10,9626627,9628622,AT5G22930.1,AT5G22930,"NA","NA",86.332,717,95,1,546,1259,717,1,0,850,UNr2012,0.33478591962185344,2.1630641294337223,3.9616125676310564e-8,1.0638020708959078e-7,17993
Bra002441,NA,NA,QTL7,A10,9624019,9626496,AT5G22920.1,AT5G22920,"NA","NA",88.275,887,92,1,108,994,1,875,0,1137,UNHmax2012,NA,NA,NA,NA,NA
Bra002441,NA,NA,QTL3,A10,9624019,9626496,AT5G22920.1,AT5G22920,"NA","NA",88.275,887,92,1,108,994,1,875,0,1137,UNr2012,NA,NA,NA,NA,NA
Bra002442,NA,NA,QTL3,A10,9620003,9622619,AT5G22940.1,AT5G22940,F8H,"Homolog of FRA8 (AT2G28110), a member of a member of glycosyltransferase family 47; exhibits high sequence similarity to tobacco (Nicotiana plumbaginifolia) pectin glucuronyltransferase.",83.844,1436,189,10,382,1800,1410,1,0,1537,UNr2012,4.908574407448489,1.0808567046398732,0.29488546498177126,0.3246832012173991,2632
Bra002442,NA,NA,QTL7,A10,9620003,9622619,AT5G22940.1,AT5G22940,F8H,"Homolog of FRA8 (AT2G28110), a member of a member of glycosyltransferase family 47; exhibits high sequence similarity to tobacco (Nicotiana plumbaginifolia) pectin glucuronyltransferase.",83.844,1436,189,10,382,1800,1410,1,0,1537,UNHmax2012,4.908574407448489,1.0808567046398732,0.29488546498177126,0.3246832012173991,2632
Bra002443,NA,NA,QTL3,A10,9617067,9618666,AT5G22950.1,AT5G22950,VPS24.1,"NA",90.435,690,66,0,258,947,690,1,0,948,UNr2012,4.340929875606402,0.980286104529121,0.5433305018404397,0.574894767356674,1575
Bra002443,NA,NA,QTL7,A10,9617067,9618666,AT5G22950.1,AT5G22950,VPS24.1,"NA",90.435,690,66,0,258,947,690,1,0,948,UNHmax2012,4.340929875606402,0.980286104529121,0.5433305018404397,0.574894767356674,1575
Bra002444,NA,NA,QTL3,A10,9613994,9616226,AT5G22980.1,AT5G22980,scpl47,"NA",76.307,1224,263,8,171,1373,1484,267,0,888,UNr2012,NA,NA,NA,NA,NA
Bra002444,NA,NA,QTL7,A10,9613994,9616226,AT5G22980.1,AT5G22980,scpl47,"NA",76.307,1224,263,8,171,1373,1484,267,0,888,UNHmax2012,NA,NA,NA,NA,NA
Bra002445,NA,NA,QTL3,A10,9613351,9613831,AT5G60000.1,AT5G60000,"NA","NA",67.171,463,114,8,1,459,1,429,2.42e-35,149,UNr2012,NA,NA,NA,NA,NA
Bra002445,NA,NA,QTL7,A10,9613351,9613831,AT5G60000.1,AT5G60000,"NA","NA",67.171,463,114,8,1,459,1,429,2.42e-35,149,UNHmax2012,NA,NA,NA,NA,NA
Bra002446,NA,NA,QTL3,A10,9610680,9611083,AT5G22950.1,AT5G22950,VPS24.1,"NA",90.036,281,25,1,1,281,690,413,4.5e-105,379,UNr2012,1.4882417769840792,0.7367354509064796,0.9743108721326963,0.9815543401416693,214
Bra002446,NA,NA,QTL7,A10,9610680,9611083,AT5G22950.1,AT5G22950,VPS24.1,"NA",90.036,281,25,1,1,281,690,413,4.5e-105,379,UNHmax2012,1.4882417769840792,0.7367354509064796,0.9743108721326963,0.9815543401416693,214
Bra002447,NA,NA,QTL3,A10,9601692,9602858,AT5G22990.1,AT5G22990,"NA","NA",72.267,988,198,10,17,951,6,970,5.64e-162,571,UNr2012,NA,NA,NA,NA,NA
Bra002447,NA,NA,QTL7,A10,9601692,9602858,AT5G22990.1,AT5G22990,"NA","NA",72.267,988,198,10,17,951,6,970,5.64e-162,571,UNHmax2012,NA,NA,NA,NA,NA
Bra002448,NA,NA,QTL3,A10,9595288,9596823,AT5G23000.1,AT5G23000,ATMYB37;MYB37;RAX1,"Putative homolog of the Blind gene in tomato. Together with RAX2 and RAX3 belong to the class R2R3 MYB genes; encoded by the Myb-like transcription factor MYB37, regulates axillary meristem formation.  RAX1 is expressed in a small central domain within the boundary zone separating SAM and leaf primordia during early leaf primordium development and is currently the earliest spatial marker for future axillary meristems. Member of the R2R3 factor gene family.",84.257,1029,99,10,1,1005,990,1,0,1137,UNr2012,NA,NA,NA,NA,NA
Bra002448,NA,NA,QTL7,A10,9595288,9596823,AT5G23000.1,AT5G23000,ATMYB37;MYB37;RAX1,"Putative homolog of the Blind gene in tomato. Together with RAX2 and RAX3 belong to the class R2R3 MYB genes; encoded by the Myb-like transcription factor MYB37, regulates axillary meristem formation.  RAX1 is expressed in a small central domain within the boundary zone separating SAM and leaf primordia during early leaf primordium development and is currently the earliest spatial marker for future axillary meristems. Member of the R2R3 factor gene family.",84.257,1029,99,10,1,1005,990,1,0,1137,UNHmax2012,NA,NA,NA,NA,NA
Bra002450,NA,NA,QTL7,A10,9586111,9587578,AT5G60800.1,AT5G60800,"NA","NA",77.544,855,129,12,228,1022,852,1,0,679,UNHmax2012,2.3450229937201734,1.2167083905348623,0.09064955346246331,0.10693528922154136,4367
Bra002450,NA,NA,QTL3,A10,9586111,9587578,AT5G60800.1,AT5G60800,"NA","NA",77.544,855,129,12,228,1022,852,1,0,679,UNr2012,2.3450229937201734,1.2167083905348623,0.09064955346246331,0.10693528922154136,4367
Bra002451,NA,NA,QTL3,A10,9575301,9577253,AT5G60780.1,AT5G60780,ATNRT2.3;NRT2.3,member of High affinity nitrate transporter family,88.667,1606,182,0,6,1611,15,1620,0,2076,UNr2012,NA,NA,NA,NA,NA
Bra002451,NA,NA,QTL7,A10,9575301,9577253,AT5G60780.1,AT5G60780,ATNRT2.3;NRT2.3,member of High affinity nitrate transporter family,88.667,1606,182,0,6,1611,15,1620,0,2076,UNHmax2012,NA,NA,NA,NA,NA
Bra002452,NA,NA,QTL3,A10,9565625,9566283,AT1G18150.2,AT1G18150,ATMPK8;MPK8,"ATMPK8,",90.099,202,20,0,77,278,1556,1757,1.41e-73,275,UNr2012,NA,NA,NA,NA,NA
Bra002452,NA,NA,QTL7,A10,9565625,9566283,AT1G18150.2,AT1G18150,ATMPK8;MPK8,"ATMPK8,",90.099,202,20,0,77,278,1556,1757,1.41e-73,275,UNHmax2012,NA,NA,NA,NA,NA
Bra002453,NA,NA,QTL3,A10,9560383,9562752,AT5G60770.1,AT5G60770,ATNRT2.4;NRT2.4,member of High affinity nitrate transporter family,90.645,1582,148,0,1,1582,1,1582,0,2186,UNr2012,NA,NA,NA,NA,NA
Bra002453,NA,NA,QTL7,A10,9560383,9562752,AT5G60770.1,AT5G60770,ATNRT2.4;NRT2.4,member of High affinity nitrate transporter family,90.645,1582,148,0,1,1582,1,1582,0,2186,UNHmax2012,NA,NA,NA,NA,NA
Bra002454,NA,NA,QTL7,A10,9549873,9553804,AT5G60760.1,AT5G60760,"NA","NA",84.987,2238,255,20,194,2371,1,2217,0,2504,UNHmax2012,2.7253627268373886,1.4325259474181646,0.00700705208697887,0.009520743600621369,7570
Bra002454,NA,NA,QTL3,A10,9549873,9553804,AT5G60760.1,AT5G60760,"NA","NA",84.987,2238,255,20,194,2371,1,2217,0,2504,UNr2012,2.7253627268373886,1.4325259474181646,0.00700705208697887,0.009520743600621369,7570
Bra002455,NA,NA,QTL7,A10,9533978,9538464,AT5G60720.1,AT5G60720,"NA","NA",86.263,2082,241,11,179,2222,2075,1,0,2457,UNHmax2012,1.9111615885457935,3.2104509151828715,9.209482389556546e-17,5.838177953967012e-16,24147
Bra002455,NA,NA,QTL3,A10,9533978,9538464,AT5G60720.1,AT5G60720,"NA","NA",86.263,2082,241,11,179,2222,2075,1,0,2457,UNr2012,1.9111615885457935,3.2104509151828715,9.209482389556546e-17,5.838177953967012e-16,24147
Bra002456,NA,NA,QTL3,A10,9518287,9522913,AT5G60710.1,AT5G60710,"NA","NA",79.787,2157,340,14,433,2535,2115,1,0,1948,UNr2012,5.437223243050964,2.4459572265139453,1.987385807885838e-10,7.033005350014962e-10,20568
Bra002456,NA,NA,QTL7,A10,9518287,9522913,AT5G60710.1,AT5G60710,"NA","NA",79.787,2157,340,14,433,2535,2115,1,0,1948,UNHmax2012,5.437223243050964,2.4459572265139453,1.987385807885838e-10,7.033005350014962e-10,20568
Bra002457,NA,NA,QTL3,A10,9505128,9508386,AT5G60700.1,AT5G60700,"NA","NA",88.939,2007,222,0,2789,4795,2007,1,0,2619,UNr2012,NA,NA,NA,NA,NA
Bra002457,NA,NA,QTL7,A10,9505128,9508386,AT5G60700.1,AT5G60700,"NA","NA",88.939,2007,222,0,2789,4795,2007,1,0,2619,UNHmax2012,NA,NA,NA,NA,NA
Bra002458,NA,NA,QTL3,A10,9500031,9506077,AT5G60690.1,AT5G60690,IFL;IFL1;REV,REVOLUTA regulates meristem initiation at lateral positions. a member of a small homeodomain-leucine zipper family. Has overlapping functions with PHAVOLUTA and PHABULOSA.,90.122,2551,228,4,512,3062,1,2527,0,3469,UNr2012,5.660349033575845,4.193719536801305,1.2057278920106842e-24,1.1449422725459521e-23,25650
Bra002458,NA,NA,QTL7,A10,9500031,9506077,AT5G60690.1,AT5G60690,IFL;IFL1;REV,REVOLUTA regulates meristem initiation at lateral positions. a member of a small homeodomain-leucine zipper family. Has overlapping functions with PHAVOLUTA and PHABULOSA.,90.122,2551,228,4,512,3062,1,2527,0,3469,UNHmax2012,5.660349033575845,4.193719536801305,1.2057278920106842e-24,1.1449422725459521e-23,25650
Bra002459,NA,NA,QTL7,A10,9481247,9482321,AT5G60680.1,AT5G60680,"NA","NA",80.522,498,76,8,327,809,1,492,5.2e-124,444,UNHmax2012,4.548391608510058,1.7961336622214832,2.647147242597947e-5,4.9083770228832514e-5,13208
Bra002459,NA,NA,QTL3,A10,9481247,9482321,AT5G60680.1,AT5G60680,"NA","NA",80.522,498,76,8,327,809,1,492,5.2e-124,444,UNr2012,4.548391608510058,1.7961336622214832,2.647147242597947e-5,4.9083770228832514e-5,13208
Bra002460,NA,NA,QTL7,A10,9460245,9461243,AT5G60670.1,AT5G60670,"NA","NA",85.429,501,73,0,180,680,501,1,3.95e-163,574,UNHmax2012,5.817461688805556,1.396984824854854,0.011211171674262546,0.014841924246490818,7014
Bra002460,NA,NA,QTL3,A10,9460245,9461243,AT5G60670.1,AT5G60670,"NA","NA",85.429,501,73,0,180,680,501,1,3.95e-163,574,UNr2012,5.817461688805556,1.396984824854854,0.011211171674262546,0.014841924246490818,7014
Bra002461,NA,NA,QTL3,A10,9453866,9457850,AT4G24280.1,AT4G24280,cpHsc70-1,Involved in protein import into  chloroplasts during early developmental stages.,87.65,1587,175,4,19,1596,583,2157,0,1979,UNr2012,NA,NA,NA,NA,NA
Bra002461,NA,NA,QTL7,A10,9453866,9457850,AT4G24280.1,AT4G24280,cpHsc70-1,Involved in protein import into  chloroplasts during early developmental stages.,87.65,1587,175,4,19,1596,583,2157,0,1979,UNHmax2012,NA,NA,NA,NA,NA
Bra002462,NA,NA,QTL3,A10,9450445,9451814,AT5G60660.1,AT5G60660,PIP2;4;PIP2F,A member of the plasma membrane intrinsic protein subfamily PIP2.When expressed in yeast cells can conduct hydrogen peroxide into those cells.,90.895,648,59,0,26,673,843,196,0,902,UNr2012,NA,NA,NA,NA,NA
Bra002462,NA,NA,QTL7,A10,9450445,9451814,AT5G60660.1,AT5G60660,PIP2;4;PIP2F,A member of the plasma membrane intrinsic protein subfamily PIP2.When expressed in yeast cells can conduct hydrogen peroxide into those cells.,90.895,648,59,0,26,673,843,196,0,902,UNHmax2012,NA,NA,NA,NA,NA
Bra002463,NA,NA,QTL7,A10,9448305,9449001,AT5G60650.1,AT5G60650,"NA","NA",80.357,448,76,3,226,667,442,1,2.4e-113,408,UNHmax2012,0.8285708702882872,1.6754723590750853,1.918128701981649e-4,3.1916485941383663e-4,11440
Bra002463,NA,NA,QTL3,A10,9448305,9449001,AT5G60650.1,AT5G60650,"NA","NA",80.357,448,76,3,226,667,442,1,2.4e-113,408,UNr2012,0.8285708702882872,1.6754723590750853,1.918128701981649e-4,3.1916485941383663e-4,11440
Bra002464,NA,NA,QTL3,A10,9444888,9448190,AT5G60640.1,AT5G60640,ATPDI2;ATPDIL1-4;PDI2;PDIL1-4,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Unlike several other PDI family members, transcript levels for this gene are not up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). However, the level of transcripts for this gene is slightly elevated in atbzip60 mutants.",86.444,1800,225,7,238,2026,1792,1,0,2132,UNr2012,8.0541661678959091,1.9575850160256925,1.6260322190204794e-6,3.53091135092252e-6,15467
Bra002464,NA,NA,QTL7,A10,9444888,9448190,AT5G60640.1,AT5G60640,ATPDI2;ATPDIL1-4;PDI2;PDIL1-4,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Unlike several other PDI family members, transcript levels for this gene are not up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). However, the level of transcripts for this gene is slightly elevated in atbzip60 mutants.",86.444,1800,225,7,238,2026,1792,1,0,2132,UNHmax2012,8.0541661678959091,1.9575850160256925,1.6260322190204794e-6,3.53091135092252e-6,15467
Bra002465,NA,NA,QTL3,A10,9438226,9444912,AT5G60620.1,AT5G60620,GPAT9,Glycerol-3-phosphate acyltransferase localized to the ER. Similar to mammalian cells involved in storage oil formation.,87.994,683,67,1,1,668,1,683,0,872,UNr2012,4.958767767239569,2.1418765934518356,5.848262596765988e-8,1.5336442748269973e-7,17737
Bra002465,NA,NA,QTL7,A10,9438226,9444912,AT5G60620.1,AT5G60620,GPAT9,Glycerol-3-phosphate acyltransferase localized to the ER. Similar to mammalian cells involved in storage oil formation.,87.994,683,67,1,1,668,1,683,0,872,UNHmax2012,4.958767767239569,2.1418765934518356,5.848262596765988e-8,1.5336442748269973e-7,17737
Bra002466,NA,NA,QTL3,A10,9434816,9435140,AT5G60630.1,AT5G60630,"NA","NA",78.472,144,28,1,1,141,420,277,2.69e-26,118,UNr2012,NA,NA,NA,NA,NA
Bra002466,NA,NA,QTL7,A10,9434816,9435140,AT5G60630.1,AT5G60630,"NA","NA",78.472,144,28,1,1,141,420,277,2.69e-26,118,UNHmax2012,NA,NA,NA,NA,NA
Bra002467,NA,NA,QTL3,A10,9428395,9431195,AT4G08840.1,AT4G08840,APUM11;PUM11,Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.,79.958,953,191,0,516,1468,702,1654,0,857,UNr2012,NA,NA,NA,NA,NA
Bra002467,NA,NA,QTL7,A10,9428395,9431195,AT4G08840.1,AT4G08840,APUM11;PUM11,Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.,79.958,953,191,0,516,1468,702,1654,0,857,UNHmax2012,NA,NA,NA,NA,NA
Bra002468,NA,NA,QTL3,A10,9412386,9416867,AT5G60600.1,AT5G60600,CLB4;CSB3;GCPE;HDS;ISPG,"Encodes a chloroplast-localized  hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (HMBPP) synthase (HDS), catalyzes the formation of HMBPP from 2-C-methyl-D-erythrytol 2,4-cyclodiphosphate (MEcPP).  The HDS enzyme controls the penultimate steps of the biosynthesis of IPP and dimethylallyl diphosphate (DMAPP) via the MEP pathway and may serve as a metabolic control point for SA-mediated disease resistance. In the light, the electrons required for the reaction catalyzed by HDS are directly provided by the electron flow from photosynthesis via ferredoxin. In the dark however, the enzyme requires an electron shuttle: ferredoxin-NADP<sup>+</sup> reductase.",90.027,2226,222,0,209,2434,1,2226,0,3014,UNr2012,7.445708311724155,1.7578672861140536,5.015971605001245e-5,8.978949358237632e-5,12654
Bra002468,NA,NA,QTL7,A10,9412386,9416867,AT5G60600.1,AT5G60600,CLB4;CSB3;GCPE;HDS;ISPG,"Encodes a chloroplast-localized  hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (HMBPP) synthase (HDS), catalyzes the formation of HMBPP from 2-C-methyl-D-erythrytol 2,4-cyclodiphosphate (MEcPP).  The HDS enzyme controls the penultimate steps of the biosynthesis of IPP and dimethylallyl diphosphate (DMAPP) via the MEP pathway and may serve as a metabolic control point for SA-mediated disease resistance. In the light, the electrons required for the reaction catalyzed by HDS are directly provided by the electron flow from photosynthesis via ferredoxin. In the dark however, the enzyme requires an electron shuttle: ferredoxin-NADP<sup>+</sup> reductase.",90.027,2226,222,0,209,2434,1,2226,0,3014,UNHmax2012,7.445708311724155,1.7578672861140536,5.015971605001245e-5,8.978949358237632e-5,12654
Bra002469,NA,NA,QTL3,A10,9409898,9412132,AT5G60590.2,AT5G60590,"NA","NA",86.936,842,104,1,100,941,1,836,0,1023,UNr2012,3.5639498793582223,1.2844386932602905,0.044013621356953074,0.054063263081585794,5330
Bra002469,NA,NA,QTL7,A10,9409898,9412132,AT5G60590.2,AT5G60590,"NA","NA",86.936,842,104,1,100,941,1,836,0,1023,UNHmax2012,3.5639498793582223,1.2844386932602905,0.044013621356953074,0.054063263081585794,5330
Bra002470,NA,NA,QTL7,A10,9406552,9409469,AT5G60580.1,AT5G60580,"NA","NA",86.558,1473,159,7,246,1688,1,1464,0,1768,UNHmax2012,4.346162152941774,1.3359875736513418,0.02410050742739251,0.03060524238885885,6094
Bra002470,NA,NA,QTL3,A10,9406552,9409469,AT5G60580.1,AT5G60580,"NA","NA",86.558,1473,159,7,246,1688,1,1464,0,1768,UNr2012,4.346162152941774,1.3359875736513418,0.02410050742739251,0.03060524238885885,6094
Bra002471,NA,NA,QTL3,A10,9394224,9396568,AT5G60570.1,AT5G60570,"NA","NA",84.259,1080,170,0,659,1738,103,1182,0,1182,UNr2012,4.93848456774767,1.2882066221699797,0.04218010755643541,0.051933487520524416,5385
Bra002471,NA,NA,QTL7,A10,9394224,9396568,AT5G60570.1,AT5G60570,"NA","NA",84.259,1080,170,0,659,1738,103,1182,0,1182,UNHmax2012,4.93848456774767,1.2882066221699797,0.04218010755643541,0.051933487520524416,5385
Bra002472,NA,NA,QTL7,A10,9390426,9393924,AT5G60550.1,AT5G60550,ATSNAK1;GRIK2,"Encodes a geminivirus Rep interacting kinase (GRIK; GRIK1/AT3G45240, GRIK2/AT5G60550). GRIKs are SnRK1 (SNF1-related kinases) activating kinases. Both GRIKs specifically bind to the SnRK1 catalytic subunit and phosphorylate the equivalent threonine residue in its activation loop in vitro.",89.614,1242,111,3,698,1939,1,1224,0,1662,UNHmax2012,5.700989686219918,1.8862376644414598,5.674601939757082e-6,1.1503287258446898e-5,14527
Bra002472,NA,NA,QTL3,A10,9390426,9393924,AT5G60550.1,AT5G60550,ATSNAK1;GRIK2,"Encodes a geminivirus Rep interacting kinase (GRIK; GRIK1/AT3G45240, GRIK2/AT5G60550). GRIKs are SnRK1 (SNF1-related kinases) activating kinases. Both GRIKs specifically bind to the SnRK1 catalytic subunit and phosphorylate the equivalent threonine residue in its activation loop in vitro.",89.614,1242,111,3,698,1939,1,1224,0,1662,UNr2012,5.700989686219918,1.8862376644414598,5.674601939757082e-6,1.1503287258446898e-5,14527
Bra002473,NA,NA,QTL7,A10,9386552,9388881,AT5G60540.1,AT5G60540,ATPDX2;EMB2407;PDX2,Encodes a protein predicted to function in tandem with PDX1 to form glutamine amidotransferase complex with involved in vitamin B6 biosynthesis. PDX2 is predicted to function as glutaminase within the complex.,88.932,768,76,1,556,1314,768,1,0,1005,UNHmax2012,5.999381542999724,2.0679874743866224,2.2507731193088647e-7,5.466381208433288e-7,16865
Bra002473,NA,NA,QTL3,A10,9386552,9388881,AT5G60540.1,AT5G60540,ATPDX2;EMB2407;PDX2,Encodes a protein predicted to function in tandem with PDX1 to form glutamine amidotransferase complex with involved in vitamin B6 biosynthesis. PDX2 is predicted to function as glutaminase within the complex.,88.932,768,76,1,556,1314,768,1,0,1005,UNr2012,5.999381542999724,2.0679874743866224,2.2507731193088647e-7,5.466381208433288e-7,16865
Bra002474,NA,NA,QTL7,A10,9384340,9386001,AT5G60530.1,AT5G60530,"NA","NA",85.261,1323,159,11,244,1533,1320,1,0,1490,UNHmax2012,NA,NA,NA,NA,NA
Bra002474,NA,NA,QTL3,A10,9384340,9386001,AT5G60530.1,AT5G60530,"NA","NA",85.261,1323,159,11,244,1533,1320,1,0,1490,UNr2012,NA,NA,NA,NA,NA
Bra002475,NA,NA,QTL3,A10,9381430,9383329,AT5G60520.1,AT5G60520,"NA","NA",88.102,1017,103,1,1246,2244,1017,1,0,1301,UNr2012,4.899536313454973,1.9035774252174376,4.197654832808881e-6,8.640652599049688e-6,14742
Bra002475,NA,NA,QTL7,A10,9381430,9383329,AT5G60520.1,AT5G60520,"NA","NA",88.102,1017,103,1,1246,2244,1017,1,0,1301,UNHmax2012,4.899536313454973,1.9035774252174376,4.197654832808881e-6,8.640652599049688e-6,14742
Bra002476,NA,NA,QTL3,A10,9380943,9381774,AT5G60500.1,AT5G60500,AtcPT8;cPT8,"NA",82.843,816,140,0,16,831,1,816,0,841,UNr2012,5.635237573304568,1.5655931556616807,0.0010519987736818705,0.0015916561560012595,9721
Bra002476,NA,NA,QTL7,A10,9380943,9381774,AT5G60500.1,AT5G60500,AtcPT8;cPT8,"NA",82.843,816,140,0,16,831,1,816,0,841,UNHmax2012,5.635237573304568,1.5655931556616807,0.0010519987736818705,0.0015916561560012595,9721
Bra002477,NA,NA,QTL7,A10,9376362,9377539,AT5G60510.1,AT5G60510,AtcPT9;cPT9,"NA",82.903,813,139,0,50,862,7,819,0,839,UNHmax2012,6.688595939504428,1.7604257226585545,4.807595236854619e-5,8.626409228900809e-5,12692
Bra002477,NA,NA,QTL3,A10,9376362,9377539,AT5G60510.1,AT5G60510,AtcPT9;cPT9,"NA",82.903,813,139,0,50,862,7,819,0,839,UNr2012,6.688595939504428,1.7604257226585545,4.807595236854619e-5,8.626409228900809e-5,12692
Bra002478,NA,NA,QTL3,A10,9375003,9375739,AT5G60460.1,AT5G60460,"NA","NA",86.667,330,44,0,261,590,330,1,4.59e-110,398,UNr2012,2.7397375325297078,2.921379002088679,2.2726123153329085e-14,1.186077732677295e-13,23176
Bra002478,NA,NA,QTL7,A10,9375003,9375739,AT5G60460.1,AT5G60460,"NA","NA",86.667,330,44,0,261,590,330,1,4.59e-110,398,UNHmax2012,2.7397375325297078,2.921379002088679,2.2726123153329085e-14,1.186077732677295e-13,23176
Bra002479,NA,NA,QTL7,A10,9366030,9370196,AT5G60450.1,AT5G60450,ARF4,Encodes a member of the ARF family of transcription factors which mediate auxin responses. ARF4 appears to have redundant function with ETT(ARF3) in specifying abaxial cell identity.,84.932,2336,227,18,252,2503,2366,72,0,2657,UNHmax2012,5.869473680684008,2.3662519734786303,8.962166720805599e-10,2.9336309151867426e-9,19911
Bra002479,NA,NA,QTL3,A10,9366030,9370196,AT5G60450.1,AT5G60450,ARF4,Encodes a member of the ARF family of transcription factors which mediate auxin responses. ARF4 appears to have redundant function with ETT(ARF3) in specifying abaxial cell identity.,84.932,2336,227,18,252,2503,2366,72,0,2657,UNr2012,5.869473680684008,2.3662519734786303,8.962166720805599e-10,2.9336309151867426e-9,19911
