.id,trait,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002807,2.4668236619308312,4.085199284975017,A10,7525160,7527361,AT5G56560.1,AT5G56560,"NA","NA",77.278,823,177,5,1025,1845,1010,1824,3.83e-179,628,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102269,2.4668236619308312,4.085199284975017,A10,7538336,7539215,AT5G62580.1,AT5G62580,"NA","NA",82.49,257,36,1,1,248,430,686,2.14e-70,264,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002806,2.4668236619308312,4.085199284975017,A10,7542748,7544643,AT5G56580.1,AT5G56580,ANQ1;ATMKK6;MKK6,Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.,91.589,1070,87,1,1,1070,1071,5,0,1523,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002805,2.4668236619308312,4.085199284975017,A10,7545170,7547652,AT5G56590.1,AT5G56590,"NA","NA",84.631,1464,225,0,14,1477,56,1519,0,1626,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002804,2.4668236619308312,4.085199284975017,A10,7547652,7548976,AT5G56600.1,AT5G56600,PFN3;PRF3,"Encodes profilin3, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Originally known as profilin5, and later named profilin3. Expressed in vegetative organs.",84.034,476,52,5,280,732,507,33,2.53e-145,515,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002803,2.4668236619308312,4.085199284975017,A10,7549190,7550993,AT5G56610.1,AT5G56610,"NA","NA",84.929,637,78,2,1,634,1,622,0,724,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002802,2.4668236619308312,4.085199284975017,A10,7550587,7554140,AT5G56620.1,AT5G56620,anac099;NAC099,"NA",84.015,1051,112,9,374,1394,1139,115,0,1148,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002801,2.4668236619308312,4.085199284975017,A10,7558369,7561293,AT5G56630.1,AT5G56630,PFK7,"NA",89.184,1470,144,2,441,1907,1,1458,0,1939,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002800,2.4668236619308312,4.085199284975017,A10,7565040,7567469,AT5G56660.1,AT5G56660,ILL2,encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.,82.532,1311,217,4,120,1427,15,1316,0,1324,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002799,2.4668236619308312,4.085199284975017,A10,7567905,7570579,AT5G56680.1,AT5G56680,EMB2755;SYNC1,Encodes a putative cytosolic asparaginyl-tRNA synthetase.,80.903,1728,321,1,33,1760,1,1719,0,1633,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002798,2.4668236619308312,4.085199284975017,A10,7571317,7572513,AT5G56710.1,AT5G56710,"NA","NA",89.385,358,38,0,294,651,358,1,2.11e-133,475,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002797,2.4668236619308312,4.085199284975017,A10,7573285,7574511,AT5G56720.1,AT5G56720,c-NAD-MDH3,"NA",87.879,1023,121,1,100,1122,1,1020,0,1285,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002796,2.4668236619308312,4.085199284975017,A10,7573549,7580312,AT5G56730.1,AT5G56730,"NA","NA",91.166,1166,103,0,96,1261,2870,1705,0,1638,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002795,2.4668236619308312,4.085199284975017,A10,7580390,7583249,AT5G56740.1,AT5G56740,HAC07;HAC7;HAG02;HAG2,Encodes an enzyme with histone acetyltransferase activity. Histone H4 is the primary substrate for the enzyme. Prior acetylation of  lysine 12 of histone H4 reduces radioactive acetylation by  HAG2. HAG2 acetylates histone H4 lysine 12.,87.899,1380,158,1,233,1603,1380,1,0,1739,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002794,2.4668236619308312,4.085199284975017,A10,7584658,7587744,AT5G56750.1,AT5G56750,NDL1,"NA",91.562,1031,87,0,321,1351,1,1031,0,1467,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002793,2.4668236619308312,4.085199284975017,A10,7588198,7589397,AT5G56760.1,AT5G56760,ATSERAT1;1;SAT-52;SAT5;SERAT1;1,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.,84.171,935,136,2,158,1080,935,1,0,1021,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002792,2.4668236619308312,4.085199284975017,A10,7589512,7591698,AT5G56780.1,AT5G56780,ATET2;ET2,"NA",83.549,1465,199,10,191,1631,1447,1,0,1548,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002791,2.4668236619308312,4.085199284975017,A10,7594323,7600424,AT5G56790.1,AT5G56790,"NA","NA",88.093,2024,199,7,759,2755,1,2009,0,2571,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002790,2.4668236619308312,4.085199284975017,A10,7608759,7610456,AT5G56840.1,AT5G56840,"NA","NA",86.158,708,80,3,123,818,1,702,0,838,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102271,2.4668236619308312,4.085199284975017,A10,7623953,7624293,AT5G63085.1,AT5G63085,"NA",Encodes a Plant thionin family protein,74.694,245,54,6,1,240,1,242,4.95e-34,143,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002788,2.4668236619308312,4.085199284975017,A10,7632531,7634811,AT5G56860.1,AT5G56860,GATA21;GNC,Encodes a member of the GATA factor family of zinc finger transcription factors.,82.881,1215,139,11,359,1522,1197,1,0,1267,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002787,2.4668236619308312,4.085199284975017,A10,7644153,7645080,AT5G56880.1,AT5G56880,"NA","NA",69.697,495,77,10,300,736,480,1,1.2e-61,237,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002786,2.4668236619308312,4.085199284975017,A10,7645700,7651847,AT5G56890.1,AT5G56890,"NA","NA",81.775,3402,415,22,359,3619,3338,1,0,3425,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002785,2.4668236619308312,4.085199284975017,A10,7662885,7666383,AT5G56900.2,AT5G56900,"NA","NA",89.512,1783,184,1,399,2178,1783,1,0,2370,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102272,2.4668236619308312,4.085199284975017,A10,7683121,7683709,AT5G63085.1,AT5G63085,"NA",Encodes a Plant thionin family protein,72.984,248,53,5,9,248,1,242,7.81e-32,136,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002780,2.4668236619308312,4.085199284975017,A10,7695850,7696881,AT5G56930.1,AT5G56930,EMB1789,"NA",76.323,359,52,4,130,457,2000,1644,1.1e-73,277,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002779,2.4668236619308312,4.085199284975017,A10,7697629,7698975,AT5G56940.1,AT5G56940,"NA","NA",86.269,386,50,1,3,385,1,386,1.85e-127,455,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002778,2.4668236619308312,4.085199284975017,A10,7700099,7703321,AT5G56950.1,AT5G56950,NAP1;3;NFA03;NFA3,Encodes a member of a small gene family of proteins with similarity to nucleosome assembly proteins.May function in nucleotide excision repair. Loss of function mutations have no obvious visible phenotypes but do seem to affect transcription of NER related genes.,92.26,1137,76,3,90,1226,1,1125,0,1651,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002777,2.4668236619308312,4.085199284975017,A10,7709310,7712344,AT5G56970.1,AT5G56970,ATCKX3;CKX3,"It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins.",88.127,1575,184,1,303,1877,1572,1,0,1995,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002775,2.4668236619308312,4.085199284975017,A10,7734567,7736134,AT5G56980.1,AT5G56980,"NA","NA",82.121,1141,168,7,397,1510,1132,1,0,1139,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102273,2.4668236619308312,4.085199284975017,A10,7752443,7753547,AT5G63905.1,AT5G63905,"NA","NA",90.783,217,19,1,1,217,216,1,8.92e-81,298,UNHmax2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002774,2.4668236619308312,4.085199284975017,A10,7761690,7762897,AT5G57000.2,AT5G57000,"NA","NA",76.964,560,92,6,226,753,557,3,2.25e-121,435,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002773,2.4668236619308312,4.085199284975017,A10,7768223,7770615,AT5G57010.1,AT5G57010,"NA","NA",83.064,1547,180,15,104,1627,1,1488,0,1615,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002773,2.4668236619308312,4.085199284975017,A10,7768223,7770615,AT5G57010.1,AT5G57010,"NA","NA",83.064,1547,180,15,104,1627,1,1488,0,1615,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002772,2.4668236619308312,4.085199284975017,A10,7771073,7771283,AT3G57720.1,AT3G57720,"NA","NA",80.513,195,38,0,16,210,852,658,1.66e-45,181,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002772,2.4668236619308312,4.085199284975017,A10,7771073,7771283,AT3G57720.1,AT3G57720,"NA","NA",80.513,195,38,0,16,210,852,658,1.66e-45,181,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002771,2.4668236619308312,4.085199284975017,A10,7772749,7776152,AT5G57015.1,AT5G57015,ckl12,"NA",88.914,1308,139,1,296,1597,1,1308,0,1707,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002771,2.4668236619308312,4.085199284975017,A10,7772749,7776152,AT5G57015.1,AT5G57015,ckl12,"NA",88.914,1308,139,1,296,1597,1,1308,0,1707,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002770,2.4668236619308312,4.085199284975017,A10,7777549,7778836,AT5G57020.1,AT5G57020,ATNMT1;NMT1,Arabidopsis thaliana myristoyl-CoA:protein N-myristoyltransferase.,85.041,1230,184,0,216,1445,76,1305,0,1389,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002770,2.4668236619308312,4.085199284975017,A10,7777549,7778836,AT5G57020.1,AT5G57020,ATNMT1;NMT1,Arabidopsis thaliana myristoyl-CoA:protein N-myristoyltransferase.,85.041,1230,184,0,216,1445,76,1305,0,1389,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002769,2.4668236619308312,4.085199284975017,A10,7779742,7782587,AT5G57030.1,AT5G57030,LUT2,"Lutein-deficient 2 (LUT2) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Encodes lycopene epsilon cyclase",87.703,1602,161,5,201,1793,1,1575,0,2012,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002769,2.4668236619308312,4.085199284975017,A10,7779742,7782587,AT5G57030.1,AT5G57030,LUT2,"Lutein-deficient 2 (LUT2) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Encodes lycopene epsilon cyclase",87.703,1602,161,5,201,1793,1,1575,0,2012,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002768,2.4668236619308312,4.085199284975017,A10,7784023,7787506,AT5G57035.1,AT5G57035,"NA","NA",85.953,1616,219,2,677,2292,758,2365,0,1889,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002768,2.4668236619308312,4.085199284975017,A10,7784023,7787506,AT5G57035.1,AT5G57035,"NA","NA",85.953,1616,219,2,677,2292,758,2365,0,1889,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002767,2.4668236619308312,4.085199284975017,A10,7787425,7789125,AT5G57040.1,AT5G57040,"NA","NA",85.406,603,64,6,517,1104,594,1,0,686,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002767,2.4668236619308312,4.085199284975017,A10,7787425,7789125,AT5G57040.1,AT5G57040,"NA","NA",85.406,603,64,6,517,1104,594,1,0,686,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002766,2.4668236619308312,4.085199284975017,A10,7792177,7794301,AT5G57050.1,AT5G57050,ABI2;AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.,82.371,1299,172,16,324,1592,1,1272,0,1290,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002766,2.4668236619308312,4.085199284975017,A10,7792177,7794301,AT5G57050.1,AT5G57050,ABI2;AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.,82.371,1299,172,16,324,1592,1,1272,0,1290,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002765,2.4668236619308312,4.085199284975017,A10,7796229,7798307,AT5G57060.1,AT5G57060,"NA","NA",87.44,414,52,0,92,505,1,414,6.26e-145,513,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002765,2.4668236619308312,4.085199284975017,A10,7796229,7798307,AT5G57060.1,AT5G57060,"NA","NA",87.44,414,52,0,92,505,1,414,6.26e-145,513,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002764,2.4668236619308312,4.085199284975017,A10,7805954,7808198,AT5G57070.1,AT5G57070,"NA","NA",80.139,1732,267,19,62,1738,6,1715,0,1557,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002764,2.4668236619308312,4.085199284975017,A10,7805954,7808198,AT5G57070.1,AT5G57070,"NA","NA",80.139,1732,267,19,62,1738,6,1715,0,1557,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002763,2.4668236619308312,4.085199284975017,A10,7812684,7816374,AT5G57090.1,AT5G57090,AGR;AGR1;ATPIN2;EIR1;MM31;PIN2;WAV6,"Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation resulted in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Protein turnover is affected by the proteasome and by endosomal cycling. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. Membrane sterol composition is essential for the acquisition of  PIN2 polarity.",80.894,1947,210,12,1,1788,1,1944,0,1927,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002763,2.4668236619308312,4.085199284975017,A10,7812684,7816374,AT5G57090.1,AT5G57090,AGR;AGR1;ATPIN2;EIR1;MM31;PIN2;WAV6,"Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation resulted in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Protein turnover is affected by the proteasome and by endosomal cycling. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. Membrane sterol composition is essential for the acquisition of  PIN2 polarity.",80.894,1947,210,12,1,1788,1,1944,0,1927,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002762,2.4668236619308312,4.085199284975017,A10,7827000,7834651,AT5G57110.1,AT5G57110,ACA8;AT-ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",89.24,3225,344,1,343,3564,3225,1,0,4250,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002762,2.4668236619308312,4.085199284975017,A10,7827000,7834651,AT5G57110.1,AT5G57110,ACA8;AT-ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",89.24,3225,344,1,343,3564,3225,1,0,4250,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002761,2.4668236619308312,4.085199284975017,A10,7840112,7840828,AT5G57120.1,AT5G57120,"NA","NA",85.577,104,15,0,4,107,987,884,7.79e-27,120,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002761,2.4668236619308312,4.085199284975017,A10,7840112,7840828,AT5G57120.1,AT5G57120,"NA","NA",85.577,104,15,0,4,107,987,884,7.79e-27,120,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102274,2.4668236619308312,4.085199284975017,A10,7860172,7860376,AT5G64667.1,AT5G64667,IDL2,Similar to Inflorescence deficient in abscission (IDA). Involved in floral organ abscission.,85.845,219,26,3,77,294,74,288,6.93e-65,246,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra102274,2.4668236619308312,4.085199284975017,A10,7860172,7860376,AT5G64667.1,AT5G64667,IDL2,Similar to Inflorescence deficient in abscission (IDA). Involved in floral organ abscission.,85.845,219,26,3,77,294,74,288,6.93e-65,246,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002758,2.4668236619308312,4.085199284975017,A10,7893611,7898108,AT5G57130.1,AT5G57130,SMXL5,"NA",80.587,3132,407,28,262,3237,1,3087,0,2962,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002758,2.4668236619308312,4.085199284975017,A10,7893611,7898108,AT5G57130.1,AT5G57130,SMXL5,"NA",80.587,3132,407,28,262,3237,1,3087,0,2962,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002757,2.4668236619308312,4.085199284975017,A10,7898698,7900664,AT5G57140.1,AT5G57140,ATPAP28;PAP28,"NA",84.596,1188,171,3,25,1212,19,1194,0,1315,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002757,2.4668236619308312,4.085199284975017,A10,7898698,7900664,AT5G57140.1,AT5G57140,ATPAP28;PAP28,"NA",84.596,1188,171,3,25,1212,19,1194,0,1315,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002756,2.4668236619308312,4.085199284975017,A10,7901733,7904500,AT5G57150.1,AT5G57150,"NA","NA",93.234,739,50,0,3,741,6,744,0,1108,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002756,2.4668236619308312,4.085199284975017,A10,7901733,7904500,AT5G57150.1,AT5G57150,"NA","NA",93.234,739,50,0,3,741,6,744,0,1108,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002755,2.4668236619308312,4.085199284975017,A10,7905376,7911603,AT5G57160.1,AT5G57160,ATLIG4;LIG4,"Encodes the Arabidopsis orthologue of the yeast and mammalian DNA ligase IV.  Involved in the repair of DNA damage but, unlike in yeast, not required for T-DNA integration.  Interacts with the Arabidopsis homologue of XRCC4.",89.026,3253,303,8,378,3621,3208,1,0,4269,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002755,2.4668236619308312,4.085199284975017,A10,7905376,7911603,AT5G57160.1,AT5G57160,ATLIG4;LIG4,"Encodes the Arabidopsis orthologue of the yeast and mammalian DNA ligase IV.  Involved in the repair of DNA damage but, unlike in yeast, not required for T-DNA integration.  Interacts with the Arabidopsis homologue of XRCC4.",89.026,3253,303,8,378,3621,3208,1,0,4269,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002754,2.4668236619308312,4.085199284975017,A10,7912824,7915572,AT1G70980.1,AT1G70980,SYNC3,"NA",76.028,851,191,5,348,1191,132,976,4.38e-172,605,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002754,2.4668236619308312,4.085199284975017,A10,7912824,7915572,AT1G70980.1,AT1G70980,SYNC3,"NA",76.028,851,191,5,348,1191,132,976,4.38e-172,605,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002753,2.4668236619308312,4.085199284975017,A10,7915389,7916789,AT5G57170.1,AT5G57170,"NA","NA",89.368,348,37,0,599,946,348,1,6.63e-129,461,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002753,2.4668236619308312,4.085199284975017,A10,7915389,7916789,AT5G57170.1,AT5G57170,"NA","NA",89.368,348,37,0,599,946,348,1,6.63e-129,461,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002752,2.4668236619308312,4.085199284975017,A10,7926278,7928365,AT5G57180.1,AT5G57180,CIA2,Transcription regulator responsible for  specific upregulation of the translocon genes  atToc33 and atToc75 in leaves. Involved in protein import into chloroplast.,71.147,1317,181,31,1,1161,1,1274,0,702,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002752,2.4668236619308312,4.085199284975017,A10,7926278,7928365,AT5G57180.1,AT5G57180,CIA2,Transcription regulator responsible for  specific upregulation of the translocon genes  atToc33 and atToc75 in leaves. Involved in protein import into chloroplast.,71.147,1317,181,31,1,1161,1,1274,0,702,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002751,2.4668236619308312,4.085199284975017,A10,7929132,7931954,AT5G57190.1,AT5G57190,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.,88.964,1486,158,1,45,1530,1480,1,0,1941,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002751,2.4668236619308312,4.085199284975017,A10,7929132,7931954,AT5G57190.1,AT5G57190,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.,88.964,1486,158,1,45,1530,1480,1,0,1941,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002750,2.4668236619308312,4.085199284975017,A10,7935546,7938683,AT5G57200.1,AT5G57200,"NA","NA",89.503,1791,161,6,1,1779,1,1776,0,2379,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002750,2.4668236619308312,4.085199284975017,A10,7935546,7938683,AT5G57200.1,AT5G57200,"NA","NA",89.503,1791,161,6,1,1779,1,1776,0,2379,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002749,2.4668236619308312,4.085199284975017,A10,7939131,7942482,AT5G57210.1,AT5G57210,"NA","NA",80.72,1971,296,9,579,2507,2006,78,0,1876,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002749,2.4668236619308312,4.085199284975017,A10,7939131,7942482,AT5G57210.1,AT5G57210,"NA","NA",80.72,1971,296,9,579,2507,2006,78,0,1876,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002747,2.4668236619308312,4.085199284975017,A10,7955798,7958254,AT5G57220.1,AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi.",87.247,1482,177,2,88,1563,1,1476,0,1822,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002747,2.4668236619308312,4.085199284975017,A10,7955798,7958254,AT5G57220.1,AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi.",87.247,1482,177,2,88,1563,1,1476,0,1822,UNHmax2012
QTL3,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002746,2.4668236619308312,4.085199284975017,A10,7961600,7963325,AT5G57230.1,AT5G57230,"NA","NA",91.511,483,41,0,255,737,1,483,0,686,UNr2012
QTL7,UN_MEbrown,A10,2281252,13355123,10.3661819430078,68.8771740451941,Bra002746,2.4668236619308312,4.085199284975017,A10,7961600,7963325,AT5G57230.1,AT5G57230,"NA","NA",91.511,483,41,0,255,737,1,483,0,686,UNHmax2012
