name,UN_network,MR_Cutoff,.id,FVTtrait,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra006090,NA,NA,QTL3,UNiD,A03,1946163,1950952,AT5G11110.1,AT5G11110,ATSPS2F;KNS2;SPS1;SPS2F;SPSA2,Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation.,85.769,3162,390,10,169,3288,1,3144,0,3683,3.9311037200907566,0.9668324836322637,0.5791668780294721,0.6102005166978649,1459
Bra006091,NA,NA,QTL3,UNiD,A03,1951373,1954524,AT5G11200.2,AT5G11200,UAP56b,NA,89.435,549,58,0,1,549,1461,913,0,729,7.610896246459018,1.4632243757335286,0.0046079593446871,0.006408313694260686,8055
Bra006092,NA,NA,QTL3,UNiD,A03,1957863,1959492,AT5G11230.1,AT5G11230,NA,NA,82.838,1043,173,2,290,1329,1,1040,0,1070,1.3210069383958893,5.2102815049762405,3.2309165932714955e-32,3.966763036227291e-31,26334
Bra006093,NA,NA,QTL3,UNiD,A03,1960439,1960793,AT5G11250.1,AT5G11250,NA,NA,72.701,348,92,1,7,354,3342,2998,3.85e-50,197,NA,NA,NA,NA,NA
Bra006094,NA,NA,QTL3,UNiD,A03,1961261,1965536,AT5G11250.1,AT5G11250,NA,NA,77.347,3611,714,40,43,3595,3565,1,0,2738,NA,NA,NA,NA,NA
Bra006095,NA,NA,QTL3,UNiD,A03,1966370,1969885,AT5G11250.1,AT5G11250,NA,NA,80.687,1688,302,10,1573,3245,2349,671,0,1552,0.23332616233547596,2.6665328107686355,2.9772341652021036e-12,1.2805903833160375e-11,22004
Bra006096,NA,NA,QTL3,UNiD,A03,1982353,1984053,AT5G11410.1,AT5G11410,NA,NA,76.84,1019,211,10,133,1134,1011,1,0,751,3.07560298441829,4.5132464923230895,4.303573513453435e-27,4.445940377790381e-26,25894
Bra006097,NA,NA,QTL3,UNiD,A03,1988867,1993216,AT5G11470.1,AT5G11470,ASI1;IBM2,NA,78.444,1118,181,11,909,2014,1090,21,0,935,2.6342286914875976,3.269300277448889,3.02003569076948e-17,1.9685853384033527e-16,24271
Bra006098,NA,NA,QTL3,UNiD,A03,1996571,1997970,AT3G25860.1,AT3G25860,LTA2;PLE2,Nuclear encoded dihydrolipoamide S-acetyltransferase (LTA2) that encodes teh  Pyruvate Decarboxylase E2 subunit. Mutant has embryo defect.,78.834,326,57,2,272,591,920,601,2.67e-74,279,1.711614639498386,1.0965477222449365,0.2625279854364981,0.291068271125557,2812
Bra006099,NA,NA,QTL3,UNiD,A03,1999135,2001585,AT5G11480.1,AT5G11480,NA,NA,85.654,955,122,1,130,1069,955,1,0,1113,3.903711929472174,2.1097832355388326,1.0523702447703334e-7,2.666786014061338e-7,17356
Bra008629,NA,NA,QTL7,UN_d,A10,11961180,11965226,AT5G16260.1,AT5G16260,ELF9,"Encodes a RNA binding protein ELF9 (EARLY FLOWERING9).  Loss of ELF9 function in the Wassilewskija ecotype causes early flowering in short days.  ELF9 reduces SOC1 (SUPPRESSOR OF OVEREXPRESSION OF CO1) transcript levels, possibly via nonsense-mediated mRNA decay.",84.536,1552,186,5,169,1666,1552,1,0,1743,5.194030839255689,1.7774969986990228,3.61813071696248e-5,6.600774557329794e-5,12955
Bra008629,NA,NA,QTL4,UNiD,A10,11961180,11965226,AT5G16260.1,AT5G16260,ELF9,"Encodes a RNA binding protein ELF9 (EARLY FLOWERING9).  Loss of ELF9 function in the Wassilewskija ecotype causes early flowering in short days.  ELF9 reduces SOC1 (SUPPRESSOR OF OVEREXPRESSION OF CO1) transcript levels, possibly via nonsense-mediated mRNA decay.",84.536,1552,186,5,169,1666,1552,1,0,1743,5.194030839255689,1.7774969986990228,3.61813071696248e-5,6.600774557329794e-5,12955
Bra008630,NA,NA,QTL7,UN_d,A10,11965681,11966233,AT5G16250.1,AT5G16250,NA,NA,83.906,553,83,2,1,550,1,550,7.97e-169,592,NA,NA,NA,NA,NA
Bra008630,NA,NA,QTL4,UNiD,A10,11965681,11966233,AT5G16250.1,AT5G16250,NA,NA,83.906,553,83,2,1,550,1,550,7.97e-169,592,NA,NA,NA,NA,NA
Bra008631,NA,NA,QTL4,UNiD,A10,11965441,11969633,AT5G16240.1,AT5G16240,NA,NA,86.417,1200,142,4,1290,2483,1185,1,0,1431,5.987216938116715,3.3404652421252536,7.87220587370235e-18,5.335233994971606e-17,24439
Bra008631,NA,NA,QTL7,UN_d,A10,11965441,11969633,AT5G16240.1,AT5G16240,NA,NA,86.417,1200,142,4,1290,2483,1185,1,0,1431,5.987216938116715,3.3404652421252536,7.87220587370235e-18,5.335233994971606e-17,24439
Bra008632,NA,NA,QTL7,UN_d,A10,11970803,11973825,AT5G16230.1,AT5G16230,NA,NA,86.953,1211,152,1,228,1438,1205,1,0,1472,1.7238083981966517,1.9539488711217003,1.7339793671844997e-6,3.7525068643298583e-6,15422
Bra008632,NA,NA,QTL4,UNiD,A10,11970803,11973825,AT5G16230.1,AT5G16230,NA,NA,86.953,1211,152,1,228,1438,1205,1,0,1472,1.7238083981966517,1.9539488711217003,1.7339793671844997e-6,3.7525068643298583e-6,15422
Bra008633,NA,NA,QTL7,UN_d,A10,11977758,11980186,AT5G16220.1,AT5G16220,NA,NA,76.854,1456,253,16,118,1519,1,1426,0,1110,3.92519136028733,1.035443792618135,0.4000436737883127,0.43177787132123596,2108
Bra008633,NA,NA,QTL4,UNiD,A10,11977758,11980186,AT5G16220.1,AT5G16220,NA,NA,76.854,1456,253,16,118,1519,1,1426,0,1110,3.92519136028733,1.035443792618135,0.4000436737883127,0.43177787132123596,2108
Bra008635,blup.mr.graph.UN.2012.50,50,QTL7,UN_d,A10,11981667,11984486,AT5G16210.1,AT5G16210,NA,NA,88.556,568,50,2,18,573,2199,2763,0,737,2.3923739839320115,5.559643669828646,1.1244478434774437e-34,1.4759922516855016e-33,26485
Bra008635,blup.mr.graph.UN.2012.50,50,QTL4,UNiD,A10,11981667,11984486,AT5G16210.1,AT5G16210,NA,NA,88.556,568,50,2,18,573,2199,2763,0,737,2.3923739839320115,5.559643669828646,1.1244478434774437e-34,1.4759922516855016e-33,26485
Bra008636,NA,NA,QTL4,UNiD,A10,11985086,11986005,AT5G16200.1,AT5G16200,NA,NA,82.424,495,71,7,258,741,1,490,5.05e-136,484,1.2008184404469227,1.4177513699239837,0.008536408376352342,0.011468286017773511,7330
Bra008636,NA,NA,QTL7,UN_d,A10,11985086,11986005,AT5G16200.1,AT5G16200,NA,NA,82.424,495,71,7,258,741,1,490,5.05e-136,484,1.2008184404469227,1.4177513699239837,0.008536408376352342,0.011468286017773511,7330
Bra008637,blup.mr.graph.UN.2012.20,20,QTL7,UN_d,A10,11990050,11990676,AT5G66450.1,AT5G66450,LPPepsilon2,NA,87.097,93,9,1,1,93,861,772,1.34e-24,113,-1.321438892006518,31.54381899839959,4.4750848769246383e-125,4.859535350442255e-123,28405
Bra008637,blup.mr.graph.UN.2012.20,20,QTL4,UNiD,A10,11990050,11990676,AT5G66450.1,AT5G66450,LPPepsilon2,NA,87.097,93,9,1,1,93,861,772,1.34e-24,113,-1.321438892006518,31.54381899839959,4.4750848769246383e-125,4.859535350442255e-123,28405
Bra008638,NA,NA,QTL4,UNiD,A10,11991337,11994616,AT5G16190.1,AT5G16190,ATCSLA11;CSLA11,encodes a gene similar to cellulose synthase,90.075,1330,132,0,381,1710,1,1330,0,1804,4.603991464664178,2.312864743485122,2.4447652561373776e-9,7.58102005007532e-9,19424
Bra008638,NA,NA,QTL7,UN_d,A10,11991337,11994616,AT5G16190.1,AT5G16190,ATCSLA11;CSLA11,encodes a gene similar to cellulose synthase,90.075,1330,132,0,381,1710,1,1330,0,1804,4.603991464664178,2.312864743485122,2.4447652561373776e-9,7.58102005007532e-9,19424
Bra008639,NA,NA,QTL7,UN_d,A10,11995317,11996968,AT5G16170.1,AT5G16170,NA,NA,85.749,1235,158,5,2,1218,1235,1,0,1427,NA,NA,NA,NA,NA
Bra008639,NA,NA,QTL4,UNiD,A10,11995317,11996968,AT5G16170.1,AT5G16170,NA,NA,85.749,1235,158,5,2,1218,1235,1,0,1427,NA,NA,NA,NA,NA
Bra008640,NA,NA,QTL4,UNiD,A10,11997702,12000983,AT5G16150.1,AT5G16150,GLT1;PGLCT,Encodes a putative plastidic glucose transporter.,88.371,1651,162,8,152,1784,1639,1,0,2104,6.062250424228036,1.7210489816070875,9.190656969466674e-5,1.5874066393581793e-4,12071
Bra008640,NA,NA,QTL7,UN_d,A10,11997702,12000983,AT5G16150.1,AT5G16150,GLT1;PGLCT,Encodes a putative plastidic glucose transporter.,88.371,1651,162,8,152,1784,1639,1,0,2104,6.062250424228036,1.7210489816070875,9.190656969466674e-5,1.5874066393581793e-4,12071
Bra008641,NA,NA,QTL4,UNiD,A10,12003028,12007156,ATMG00820.1,ATMG00820,ORF170,hypothetical protein,67.26,281,87,2,2719,2997,205,482,6.26e-16,87.8,NA,NA,NA,NA,NA
Bra008641,NA,NA,QTL7,UN_d,A10,12003028,12007156,ATMG00820.1,ATMG00820,ORF170,hypothetical protein,67.26,281,87,2,2719,2997,205,482,6.26e-16,87.8,NA,NA,NA,NA,NA
Bra008642,NA,NA,QTL7,UN_d,A10,12001722,12008895,AT5G16140.1,AT5G16140,NA,NA,89.793,725,68,3,124,845,1,722,0,966,6.634342521604683,1.3530479435427847,0.019564095219798527,0.025115914278858276,6338
Bra008642,NA,NA,QTL4,UNiD,A10,12001722,12008895,AT5G16140.1,AT5G16140,NA,NA,89.793,725,68,3,124,845,1,722,0,966,6.634342521604683,1.3530479435427847,0.019564095219798527,0.025115914278858276,6338
Bra008643,NA,NA,QTL7,UN_d,A10,12008525,12009750,AT5G16130.1,AT5G16130,NA,NA,90.75,573,53,0,1,573,573,1,0,794,7.365491105287501,2.4101749819011338,3.912028392422843e-10,1.3371888631689288e-9,20282
Bra008643,NA,NA,QTL4,UNiD,A10,12008525,12009750,AT5G16130.1,AT5G16130,NA,NA,90.75,573,53,0,1,573,573,1,0,794,7.365491105287501,2.4101749819011338,3.912028392422843e-10,1.3371888631689288e-9,20282
Bra008644,NA,NA,QTL4,UNiD,A10,12010888,12013011,AT5G16120.2,AT5G16120,NA,NA,82.781,1086,139,5,85,1122,1093,8,0,1137,1.534323967528835,2.6096131998291368,8.830545701251699e-12,3.6304902361033085e-11,21696
Bra008644,NA,NA,QTL7,UN_d,A10,12010888,12013011,AT5G16120.2,AT5G16120,NA,NA,82.781,1086,139,5,85,1122,1093,8,0,1137,1.534323967528835,2.6096131998291368,8.830545701251699e-12,3.6304902361033085e-11,21696
Bra008645,NA,NA,QTL4,UNiD,A10,12023716,12025405,AT5G16110.1,AT5G16110,NA,NA,77.668,609,74,9,174,727,134,735,9.39e-141,500,5.996458186466678,1.7510421884329446,5.615882871188572e-5,9.99090438513057e-5,12555
Bra008645,NA,NA,QTL7,UN_d,A10,12023716,12025405,AT5G16110.1,AT5G16110,NA,NA,77.668,609,74,9,174,727,134,735,9.39e-141,500,5.996458186466678,1.7510421884329446,5.615882871188572e-5,9.99090438513057e-5,12555
Bra008646,NA,NA,QTL7,UN_d,A10,12026619,12028467,AT5G16100.1,AT5G16100,NA,NA,66.414,527,144,8,356,858,359,876,2.33e-34,147,NA,NA,NA,NA,NA
Bra008646,NA,NA,QTL4,UNiD,A10,12026619,12028467,AT5G16100.1,AT5G16100,NA,NA,66.414,527,144,8,356,858,359,876,2.33e-34,147,NA,NA,NA,NA,NA
Bra008647,NA,NA,QTL7,UN_d,A10,12029039,12031146,AT3G02540.1,AT3G02540,RAD23-3;RAD23C,"Encodes a member of the RADIATION SENSITIVE23 (RAD23) family: AT1G16190(RAD23A), AT1G79650(RAD23B), AT3G02540(RAD23C), AT5G38470(RAD23D). RAD23 proteins play an essential role in the cell cycle, morphology, and fertility of plants through their delivery of UPS (ubiquitin/26S proteasome system) substrates to the 26S proteasome.",76.953,256,44,2,126,366,1,256,1.31e-50,201,2.86894190780464,3.3794425585227748,3.776627454264599e-18,2.60950484113901e-17,24520
Bra008647,NA,NA,QTL4,UNiD,A10,12029039,12031146,AT3G02540.1,AT3G02540,RAD23-3;RAD23C,"Encodes a member of the RADIATION SENSITIVE23 (RAD23) family: AT1G16190(RAD23A), AT1G79650(RAD23B), AT3G02540(RAD23C), AT5G38470(RAD23D). RAD23 proteins play an essential role in the cell cycle, morphology, and fertility of plants through their delivery of UPS (ubiquitin/26S proteasome system) substrates to the 26S proteasome.",76.953,256,44,2,126,366,1,256,1.31e-50,201,2.86894190780464,3.3794425585227748,3.776627454264599e-18,2.60950484113901e-17,24520
Bra008650,NA,NA,QTL7,UN_d,A10,12040441,12040699,AT5G19940.1,AT5G19940,NA,NA,76.522,230,42,2,1,221,1,227,3.11e-43,174,NA,NA,NA,NA,NA
Bra008650,NA,NA,QTL4,UNiD,A10,12040441,12040699,AT5G19940.1,AT5G19940,NA,NA,76.522,230,42,2,1,221,1,227,3.11e-43,174,NA,NA,NA,NA,NA
Bra008651,NA,NA,QTL7,UN_d,A10,12045467,12046789,AT5G16080.1,AT5G16080,AtCXE17;CXE17,NA,85.479,1033,117,6,72,1071,1,1033,0,1189,NA,NA,NA,NA,NA
Bra008651,NA,NA,QTL4,UNiD,A10,12045467,12046789,AT5G16080.1,AT5G16080,AtCXE17;CXE17,NA,85.479,1033,117,6,72,1071,1,1033,0,1189,NA,NA,NA,NA,NA
Bra008652,NA,NA,QTL7,UN_d,A10,12048987,12053098,AT5G16070.1,AT5G16070,NA,NA,91.434,1611,135,1,75,1685,1,1608,0,2282,5.562140189963937,1.566678559625207,0.001035029543563325,0.0015678023330272324,9743
Bra008652,NA,NA,QTL4,UNiD,A10,12048987,12053098,AT5G16070.1,AT5G16070,NA,NA,91.434,1611,135,1,75,1685,1,1608,0,2282,5.562140189963937,1.566678559625207,0.001035029543563325,0.0015678023330272324,9743
Bra008653,NA,NA,QTL7,UN_d,A10,12052400,12053696,AT5G16060.1,AT5G16060,NA,NA,91.727,278,23,0,405,682,278,1,4.65e-110,398,3.656346247038453,1.5983656413302847,6.405672119232202e-4,9.951650588747019e-4,10216
Bra008653,NA,NA,QTL4,UNiD,A10,12052400,12053696,AT5G16060.1,AT5G16060,NA,NA,91.727,278,23,0,405,682,278,1,4.65e-110,398,3.656346247038453,1.5983656413302847,6.405672119232202e-4,9.951650588747019e-4,10216
Bra008654,NA,NA,QTL7,UN_d,A10,12053991,12056540,AT5G16040.1,AT5G16040,NA,NA,90.704,1194,108,1,107,1300,1,1191,0,1651,5.378674161634564,1.5373498798690999,0.0015993962845913727,0.002363458608144343,9269
Bra008654,NA,NA,QTL4,UNiD,A10,12053991,12056540,AT5G16040.1,AT5G16040,NA,NA,90.704,1194,108,1,107,1300,1,1191,0,1651,5.378674161634564,1.5373498798690999,0.0015993962845913727,0.002363458608144343,9269
Bra008655,NA,NA,QTL4,UNiD,A10,12056766,12059118,AT5G16030.1,AT5G16030,NA,NA,84.587,1077,100,12,45,1112,1020,1,0,1200,2.9416912190559446,2.001697455884887,7.421706487758128e-7,1.6904932591057527e-6,16083
Bra008655,NA,NA,QTL7,UN_d,A10,12056766,12059118,AT5G16030.1,AT5G16030,NA,NA,84.587,1077,100,12,45,1112,1020,1,0,1200,2.9416912190559446,2.001697455884887,7.421706487758128e-7,1.6904932591057527e-6,16083
Bra008656,NA,NA,QTL7,UN_d,A10,12065643,12068150,AT5G16020.1,AT5G16020,GEX3,"Encodes GEX3, a plasma membrane localized protein expressed in the male gametophyte.  Required for micropylar pollen tube guidance.  Also plays a role during early embryogenesis.",84.797,1901,253,7,28,1922,1908,38,0,2127,NA,NA,NA,NA,NA
Bra008656,NA,NA,QTL4,UNiD,A10,12065643,12068150,AT5G16020.1,AT5G16020,GEX3,"Encodes GEX3, a plasma membrane localized protein expressed in the male gametophyte.  Required for micropylar pollen tube guidance.  Also plays a role during early embryogenesis.",84.797,1901,253,7,28,1922,1908,38,0,2127,NA,NA,NA,NA,NA
Bra008657,NA,NA,QTL7,UN_d,A10,12069264,12070300,AT5G16010.1,AT5G16010,NA,NA,83.394,825,119,1,44,868,807,1,0,883,1.6219788421862091,1.5777707885340062,8.759656472501146e-4,0.001338673872560706,9910
Bra008657,NA,NA,QTL4,UNiD,A10,12069264,12070300,AT5G16010.1,AT5G16010,NA,NA,83.394,825,119,1,44,868,807,1,0,883,1.6219788421862091,1.5777707885340062,8.759656472501146e-4,0.001338673872560706,9910
Bra008658,NA,NA,QTL4,UNiD,A10,12070630,12074715,AT1G72550.1,AT1G72550,NA,NA,83.611,1800,271,3,243,2021,1797,1,0,1925,7.364570959148998,1.266909330926591,0.053478501826544574,0.06493251833312354,5058
Bra008658,NA,NA,QTL7,UN_d,A10,12070630,12074715,AT1G72550.1,AT1G72550,NA,NA,83.611,1800,271,3,243,2021,1797,1,0,1925,7.364570959148998,1.266909330926591,0.053478501826544574,0.06493251833312354,5058
Bra008659,NA,NA,QTL7,UN_d,A10,12075890,12079020,AT5G16000.1,AT5G16000,AtNIK1;NIK1,"NSP-interacting kinase (NIK1), receptor-like kinase, involved in defense response against geminivirus  It acts as a virulence target of the begomovirus nuclear shuttle protein (NSP).",86.684,1930,233,7,248,2168,1917,3,0,2313,4.942324665045491,1.860699047339445,8.821233840809444e-6,1.7401243853865982e-5,14137
Bra008659,NA,NA,QTL4,UNiD,A10,12075890,12079020,AT5G16000.1,AT5G16000,AtNIK1;NIK1,"NSP-interacting kinase (NIK1), receptor-like kinase, involved in defense response against geminivirus  It acts as a virulence target of the begomovirus nuclear shuttle protein (NSP).",86.684,1930,233,7,248,2168,1917,3,0,2313,4.942324665045491,1.860699047339445,8.821233840809444e-6,1.7401243853865982e-5,14137
Bra008660,NA,NA,QTL4,UNiD,A10,12085552,12088362,AT5G15980.1,AT5G15980,NA,NA,77.86,2019,369,9,484,2436,2007,1,0,1656,5.616203529794061,1.1423886072097331,0.18126260151624768,0.20548207759372802,3380
Bra008660,NA,NA,QTL7,UN_d,A10,12085552,12088362,AT5G15980.1,AT5G15980,NA,NA,77.86,2019,369,9,484,2436,2007,1,0,1656,5.616203529794061,1.1423886072097331,0.18126260151624768,0.20548207759372802,3380
Bra008661,NA,NA,QTL7,UN_d,A10,12088687,12089813,AT5G15970.1,AT5G15970,AtCor6.6;COR6.6;KIN2,Encodes a gene that can be induced by cold and abscisic acid and may be involved in cold acclimation and salt tolerance.,78.947,190,40,0,251,440,201,12,1.65e-39,163,5.0873735955765556,2.6340119525249466,5.542018351670987e-12,2.3268685135574668e-11,21841
Bra008661,NA,NA,QTL4,UNiD,A10,12088687,12089813,AT5G15970.1,AT5G15970,AtCor6.6;COR6.6;KIN2,Encodes a gene that can be induced by cold and abscisic acid and may be involved in cold acclimation and salt tolerance.,78.947,190,40,0,251,440,201,12,1.65e-39,163,5.0873735955765556,2.6340119525249466,5.542018351670987e-12,2.3268685135574668e-11,21841
Bra008662,NA,NA,QTL7,UN_d,A10,12092597,12094762,AT5G15950.1,AT5G15950,NA,NA,86.042,1089,143,3,238,1326,1089,10,0,1274,9.1055840637875,2.7897236124700138,2.8211127993832e-13,1.3390010220648603e-12,22629
Bra008662,NA,NA,QTL4,UNiD,A10,12092597,12094762,AT5G15950.1,AT5G15950,NA,NA,86.042,1089,143,3,238,1326,1089,10,0,1274,9.1055840637875,2.7897236124700138,2.8211127993832e-13,1.3390010220648603e-12,22629
Bra008663,NA,NA,QTL7,UN_d,A10,12097756,12100355,AT5G15900.1,AT5G15900,TBL19,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",85.012,1281,189,1,83,1360,1,1281,0,1443,2.7225202235702826,2.4853616222297887,9.411038989123683e-11,3.4567029563125914e-10,20864
Bra008663,NA,NA,QTL4,UNiD,A10,12097756,12100355,AT5G15900.1,AT5G15900,TBL19,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",85.012,1281,189,1,83,1360,1,1281,0,1443,2.7225202235702826,2.4853616222297887,9.411038989123683e-11,3.4567029563125914e-10,20864
Bra008664,NA,NA,QTL4,UNiD,A10,12100848,12102698,AT5G15890.1,AT5G15890,TBL21,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",84.751,1187,154,5,343,1514,407,1581,0,1326,NA,NA,NA,NA,NA
Bra008664,NA,NA,QTL7,UN_d,A10,12100848,12102698,AT5G15890.1,AT5G15890,TBL21,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",84.751,1187,154,5,343,1514,407,1581,0,1326,NA,NA,NA,NA,NA
Bra008665,NA,NA,QTL4,UNiD,A10,12100848,12104243,AT5G15880.1,AT5G15880,NA,NA,88.539,1047,111,1,1769,2806,1047,1,0,1352,2.615457147136469,1.0122299785741247,0.4590180487628728,0.4913056086444906,1885
Bra008665,NA,NA,QTL7,UN_d,A10,12100848,12104243,AT5G15880.1,AT5G15880,NA,NA,88.539,1047,111,1,1769,2806,1047,1,0,1352,2.615457147136469,1.0122299785741247,0.4590180487628728,0.4913056086444906,1885
Bra008666,NA,NA,QTL7,UN_d,A10,12105945,12107168,AT5G15890.1,AT5G15890,TBL21,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",72.766,470,65,3,255,679,327,778,5.81e-85,315,NA,NA,NA,NA,NA
Bra008666,NA,NA,QTL4,UNiD,A10,12105945,12107168,AT5G15890.1,AT5G15890,TBL21,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",72.766,470,65,3,255,679,327,778,5.81e-85,315,NA,NA,NA,NA,NA
Bra008667,NA,NA,QTL7,UN_d,A10,12108182,12111745,AT5G15870.1,AT5G15870,NA,NA,82.871,2271,345,10,321,2581,1,2237,0,2336,2.6309635512849803,1.1187001857842245,0.22074707517721381,0.24746322884215252,3096
Bra008667,NA,NA,QTL4,UNiD,A10,12108182,12111745,AT5G15870.1,AT5G15870,NA,NA,82.871,2271,345,10,321,2581,1,2237,0,2336,2.6309635512849803,1.1187001857842245,0.22074707517721381,0.24746322884215252,3096
Bra008668,NA,NA,QTL7,UN_d,A10,12112403,12114753,AT5G15850.1,AT5G15850,ATCOL1;BBX2;COL1,Homologous to the flowering-time gene CONSTANS.,75.135,1110,138,10,1036,2049,1,1068,0,838,1.1175940085393776,1.8872351517255601,5.577270936259277e-6,1.1315584090635595e-5,14539
Bra008668,NA,NA,QTL4,UNiD,A10,12112403,12114753,AT5G15850.1,AT5G15850,ATCOL1;BBX2;COL1,Homologous to the flowering-time gene CONSTANS.,75.135,1110,138,10,1036,2049,1,1068,0,838,1.1175940085393776,1.8872351517255601,5.577270936259277e-6,1.1315584090635595e-5,14539
Bra008669,NA,NA,QTL7,UN_d,A10,12117617,12119124,AT5G15840.1,AT5G15840,BBX1;CO;FG,"Encodes a protein showing similarities to zinc finger transcription factors, involved in regulation of flowering under long days. Acts upstream of FT and SOC1.",79.283,1144,156,11,37,1123,1,1120,0,1018,NA,NA,NA,NA,NA
Bra008669,NA,NA,QTL4,UNiD,A10,12117617,12119124,AT5G15840.1,AT5G15840,BBX1;CO;FG,"Encodes a protein showing similarities to zinc finger transcription factors, involved in regulation of flowering under long days. Acts upstream of FT and SOC1.",79.283,1144,156,11,37,1123,1,1120,0,1018,NA,NA,NA,NA,NA
Bra008670,NA,NA,QTL7,UN_d,A10,12121372,12122228,AT5G15830.1,AT5G15830,AtbZIP3;bZIP3,NA,82.812,576,60,5,180,731,561,1,1.99e-172,605,0.017354900488384218,2.0670727603803707,2.288384948307857e-7,5.551613751213477e-7,16852
Bra008670,NA,NA,QTL4,UNiD,A10,12121372,12122228,AT5G15830.1,AT5G15830,AtbZIP3;bZIP3,NA,82.812,576,60,5,180,731,561,1,1.99e-172,605,0.017354900488384218,2.0670727603803707,2.288384948307857e-7,5.551613751213477e-7,16852
Bra008671,NA,NA,QTL7,UN_d,A10,12131027,12132015,AT5G15820.1,AT5G15820,NA,NA,78.226,248,53,1,86,333,1033,787,9.24e-51,201,NA,NA,NA,NA,NA
Bra008671,NA,NA,QTL4,UNiD,A10,12131027,12132015,AT5G15820.1,AT5G15820,NA,NA,78.226,248,53,1,86,333,1033,787,9.24e-51,201,NA,NA,NA,NA,NA
Bra008672,NA,NA,QTL4,UNiD,A10,12134502,12137628,AT5G15810.1,AT5G15810,NA,NA,85.219,1989,237,11,150,2092,2076,99,0,2264,5.542322123529183,1.7689583631687105,4.171890915666228e-5,7.551443917812817e-5,12831
Bra008672,NA,NA,QTL7,UN_d,A10,12134502,12137628,AT5G15810.1,AT5G15810,NA,NA,85.219,1989,237,11,150,2092,2076,99,0,2264,5.542322123529183,1.7689583631687105,4.171890915666228e-5,7.551443917812817e-5,12831
Bra008673,NA,NA,QTL7,UN_d,A10,12137891,12139096,AT5G15802.1,AT5G15802,NA,NA,82.848,309,44,1,65,373,1,300,2.29e-87,322,3.2441316532854394,0.9327566246070077,0.6682107516538147,0.6968702327626163,1180
Bra008673,NA,NA,QTL4,UNiD,A10,12137891,12139096,AT5G15802.1,AT5G15802,NA,NA,82.848,309,44,1,65,373,1,300,2.29e-87,322,3.2441316532854394,0.9327566246070077,0.6682107516538147,0.6968702327626163,1180
Bra008674,NA,NA,QTL7,UN_d,A10,12141923,12144009,AT5G15800.1,AT5G15800,AGL2;SEP1,Encodes a MADS box transcription factor involved flower and ovule development.  Functionally redundant with SEP2 and SEP3.,90.909,759,66,1,228,986,1,756,0,1056,6.119978632815484,1.9935004105593983,8.591461784692489e-7,1.939675747704869e-6,15971
