.id,trait,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,FVTtrait
QTL7,UN_MEbrown,Bra002662,6.0521646896772845,7.223827759505569,A10,8415436,8417829,AT5G58290.1,AT5G58290,RPT3,"26S proteasome AAA-ATPase subunit RPT3 (RPT3) mRNA,",90.902,1209,110,0,72,1280,19,1227,0,1685,UNHmax2012
QTL3,UN_MEbrown,Bra002661,6.0521646896772845,7.223827759505569,A10,8419894,8421728,AT5G58320.2,AT5G58320,NET4A,"NA",81.124,1690,274,9,1,1660,1,1675,0,1609,UNr2012
QTL7,UN_MEbrown,Bra002661,6.0521646896772845,7.223827759505569,A10,8419894,8421728,AT5G58320.2,AT5G58320,NET4A,"NA",81.124,1690,274,9,1,1660,1,1675,0,1609,UNHmax2012
QTL3,UN_MEbrown,Bra002660,6.0521646896772845,7.223827759505569,A10,8422122,8424307,AT5G58330.1,AT5G58330,"NA","NA",90.541,1332,123,1,1,1329,1332,1,0,1833,UNr2012
QTL7,UN_MEbrown,Bra002660,6.0521646896772845,7.223827759505569,A10,8422122,8424307,AT5G58330.1,AT5G58330,"NA","NA",90.541,1332,123,1,1,1329,1332,1,0,1833,UNHmax2012
QTL3,UN_MEbrown,Bra002659,6.0521646896772845,7.223827759505569,A10,8424626,8426123,AT5G58340.1,AT5G58340,"NA","NA",78.836,1323,211,9,1,1269,1,1308,0,1146,UNr2012
QTL7,UN_MEbrown,Bra002659,6.0521646896772845,7.223827759505569,A10,8424626,8426123,AT5G58340.1,AT5G58340,"NA","NA",78.836,1323,211,9,1,1269,1,1308,0,1146,UNHmax2012
QTL3,UN_MEbrown,Bra002658,6.0521646896772845,7.223827759505569,A10,8426729,8430714,AT5G58350.1,AT5G58350,WNK4;ZIK2,"Encodes a member of the WNK family (9 members in all) of protein kinases, the structural design of which is clearly distinct from those of other known protein kinases, such as receptor-like kinases and mitogen-activated protein kinases. Its transcription is under the control of circadian rhythms.",86.055,1721,198,7,375,2059,1,1715,0,2028,UNr2012
QTL7,UN_MEbrown,Bra002658,6.0521646896772845,7.223827759505569,A10,8426729,8430714,AT5G58350.1,AT5G58350,WNK4;ZIK2,"Encodes a member of the WNK family (9 members in all) of protein kinases, the structural design of which is clearly distinct from those of other known protein kinases, such as receptor-like kinases and mitogen-activated protein kinases. Its transcription is under the control of circadian rhythms.",86.055,1721,198,7,375,2059,1,1715,0,2028,UNHmax2012
QTL3,UN_MEbrown,Bra002657,6.0521646896772845,7.223827759505569,A10,8429679,8430708,AT5G58360.1,AT5G58360,ATOFP3;OFP3,"NA",74.831,592,107,8,11,581,869,299,6.47e-110,398,UNr2012
QTL7,UN_MEbrown,Bra002657,6.0521646896772845,7.223827759505569,A10,8429679,8430708,AT5G58360.1,AT5G58360,ATOFP3;OFP3,"NA",74.831,592,107,8,11,581,869,299,6.47e-110,398,UNHmax2012
QTL3,UN_MEbrown,Bra002656,6.0521646896772845,7.223827759505569,A10,8431568,8434566,AT5G58370.2,AT5G58370,"NA","NA",85.975,1426,155,8,128,1553,17,1397,0,1674,UNr2012
QTL7,UN_MEbrown,Bra002656,6.0521646896772845,7.223827759505569,A10,8431568,8434566,AT5G58370.2,AT5G58370,"NA","NA",85.975,1426,155,8,128,1553,17,1397,0,1674,UNHmax2012
QTL3,UN_MEbrown,Bra002654,6.0521646896772845,7.223827759505569,A10,8434553,8437645,AT5G58380.1,AT5G58380,CIPK10;PKS2;SIP1;SNRK3.8,Encodes a CBL-interacting protein kinase with similarity to SOS protein kinase.,84.642,1452,154,6,956,2350,1440,1,0,1649,UNr2012
QTL7,UN_MEbrown,Bra002654,6.0521646896772845,7.223827759505569,A10,8434553,8437645,AT5G58380.1,AT5G58380,CIPK10;PKS2;SIP1;SNRK3.8,Encodes a CBL-interacting protein kinase with similarity to SOS protein kinase.,84.642,1452,154,6,956,2350,1440,1,0,1649,UNHmax2012
QTL3,UN_MEbrown,Bra002655,6.0521646896772845,7.223827759505569,A10,8434778,8435116,AT5G58375.1,AT5G58375,"NA","NA",83.936,249,34,1,1,249,1,243,5.39e-72,269,UNr2012
QTL7,UN_MEbrown,Bra002655,6.0521646896772845,7.223827759505569,A10,8434778,8435116,AT5G58375.1,AT5G58375,"NA","NA",83.936,249,34,1,1,249,1,243,5.39e-72,269,UNHmax2012
QTL3,UN_MEbrown,Bra002653,6.0521646896772845,7.223827759505569,A10,8439812,8440498,AT4G13235.1,AT4G13235,EDA21,Encodes a defensin-like (DEFL) family protein.,81.338,284,44,1,99,382,1,275,8.39e-74,277,UNr2012
QTL7,UN_MEbrown,Bra002653,6.0521646896772845,7.223827759505569,A10,8439812,8440498,AT4G13235.1,AT4G13235,EDA21,Encodes a defensin-like (DEFL) family protein.,81.338,284,44,1,99,382,1,275,8.39e-74,277,UNHmax2012
QTL3,UN_MEbrown,Bra002652,6.0521646896772845,7.223827759505569,A10,8440878,8448774,AT5G58410.1,AT5G58410,"NA","NA",87.008,5611,655,10,1,5556,1,5592,0,6854,UNr2012
QTL7,UN_MEbrown,Bra002652,6.0521646896772845,7.223827759505569,A10,8440878,8448774,AT5G58410.1,AT5G58410,"NA","NA",87.008,5611,655,10,1,5556,1,5592,0,6854,UNHmax2012
QTL3,UN_MEbrown,Bra002651,6.0521646896772845,7.223827759505569,A10,8450854,8453761,AT5G58440.1,AT5G58440,SNX2a,"NA",84.023,1765,187,12,369,2039,1764,1,0,1943,UNr2012
QTL7,UN_MEbrown,Bra002651,6.0521646896772845,7.223827759505569,A10,8450854,8453761,AT5G58440.1,AT5G58440,SNX2a,"NA",84.023,1765,187,12,369,2039,1764,1,0,1943,UNHmax2012
QTL3,UN_MEbrown,Bra002650,6.0521646896772845,7.223827759505569,A10,8454040,8458931,AT5G58450.1,AT5G58450,"NA","NA",89.21,3012,310,4,1,3e3,190,3198,0,3963,UNr2012
QTL7,UN_MEbrown,Bra002650,6.0521646896772845,7.223827759505569,A10,8454040,8458931,AT5G58450.1,AT5G58450,"NA","NA",89.21,3012,310,4,1,3e3,190,3198,0,3963,UNHmax2012
QTL3,UN_MEbrown,Bra002649,6.0521646896772845,7.223827759505569,A10,8459076,8459878,AT5G37055.1,AT5G37055,ATSWC6;SEF,"Encodes SERRATED LEAVES AND EARLY FLOWERING (SEF), an Arabidopsis homolog of the yeast SWC6 protein, a conserved subunit of the SWR1/SRCAP complex. SEF loss-of-function mutants have a pleiotropic phenotype characterized by serrated leaves, frequent absence of inflorescence internodes, bushy aspect, and flowers with altered number and size of organs. sef plants flower earlier than wild-type plants both under inductive and non-inductive photoperiods. SEF, ARP6 and PIE1 might form a molecular complex in Arabidopsis related to the SWR1/SRCAP complex identified in other eukaryotes.",88.372,516,60,0,1,516,516,1,0,661,UNr2012
QTL7,UN_MEbrown,Bra002649,6.0521646896772845,7.223827759505569,A10,8459076,8459878,AT5G37055.1,AT5G37055,ATSWC6;SEF,"Encodes SERRATED LEAVES AND EARLY FLOWERING (SEF), an Arabidopsis homolog of the yeast SWC6 protein, a conserved subunit of the SWR1/SRCAP complex. SEF loss-of-function mutants have a pleiotropic phenotype characterized by serrated leaves, frequent absence of inflorescence internodes, bushy aspect, and flowers with altered number and size of organs. sef plants flower earlier than wild-type plants both under inductive and non-inductive photoperiods. SEF, ARP6 and PIE1 might form a molecular complex in Arabidopsis related to the SWR1/SRCAP complex identified in other eukaryotes.",88.372,516,60,0,1,516,516,1,0,661,UNHmax2012
QTL3,UN_MEbrown,Bra002648,6.0521646896772845,7.223827759505569,A10,8460571,8463338,AT5G58460.1,AT5G58460,ATCHX25;CHX25,member of Putative Na+/H+ antiporter family,76.318,2580,543,14,5,2523,2573,1,0,1896,UNr2012
QTL7,UN_MEbrown,Bra002648,6.0521646896772845,7.223827759505569,A10,8460571,8463338,AT5G58460.1,AT5G58460,ATCHX25;CHX25,member of Putative Na+/H+ antiporter family,76.318,2580,543,14,5,2523,2573,1,0,1896,UNHmax2012
QTL3,UN_MEbrown,Bra002647,6.0521646896772845,7.223827759505569,A10,8467062,8470460,AT5G58470.1,AT5G58470,TAF15b,"NA",82.393,1329,123,14,877,2154,1269,1,0,1379,UNr2012
QTL7,UN_MEbrown,Bra002647,6.0521646896772845,7.223827759505569,A10,8467062,8470460,AT5G58470.1,AT5G58470,TAF15b,"NA",82.393,1329,123,14,877,2154,1269,1,0,1379,UNHmax2012
QTL3,UN_MEbrown,Bra002646,6.0521646896772845,7.223827759505569,A10,8470649,8472361,AT5G58480.1,AT5G58480,"NA","NA",85.823,1439,189,2,138,1576,1424,1,0,1680,UNr2012
QTL7,UN_MEbrown,Bra002646,6.0521646896772845,7.223827759505569,A10,8470649,8472361,AT5G58480.1,AT5G58480,"NA","NA",85.823,1439,189,2,138,1576,1424,1,0,1680,UNHmax2012
QTL3,UN_MEbrown,Bra002645,6.0521646896772845,7.223827759505569,A10,8472518,8474263,AT5G58490.1,AT5G58490,"NA","NA",89.468,959,101,0,138,1096,17,975,0,1274,UNr2012
QTL7,UN_MEbrown,Bra002645,6.0521646896772845,7.223827759505569,A10,8472518,8474263,AT5G58490.1,AT5G58490,"NA","NA",89.468,959,101,0,138,1096,17,975,0,1274,UNHmax2012
QTL3,UN_MEbrown,Bra002644,6.0521646896772845,7.223827759505569,A10,8475193,8476067,AT5G58500.1,AT5G58500,LSH5,"NA",83.397,524,84,1,1,521,549,26,3.94e-156,551,UNr2012
QTL7,UN_MEbrown,Bra002644,6.0521646896772845,7.223827759505569,A10,8475193,8476067,AT5G58500.1,AT5G58500,LSH5,"NA",83.397,524,84,1,1,521,549,26,3.94e-156,551,UNHmax2012
QTL3,UN_MEbrown,Bra002643,6.0521646896772845,7.223827759505569,A10,8477238,8477918,AT3G15095.1,AT3G15095,HCF243,"NA",72.414,145,24,3,295,424,749,606,2.84e-15,82.4,UNr2012
QTL7,UN_MEbrown,Bra002643,6.0521646896772845,7.223827759505569,A10,8477238,8477918,AT3G15095.1,AT3G15095,HCF243,"NA",72.414,145,24,3,295,424,749,606,2.84e-15,82.4,UNHmax2012
QTL3,UN_MEbrown,Bra002642,6.0521646896772845,7.223827759505569,A10,8480860,8481708,AT5G58500.1,AT5G58500,LSH5,"NA",85.102,537,65,3,206,739,549,25,1.62e-173,609,UNr2012
QTL7,UN_MEbrown,Bra002642,6.0521646896772845,7.223827759505569,A10,8480860,8481708,AT5G58500.1,AT5G58500,LSH5,"NA",85.102,537,65,3,206,739,549,25,1.62e-173,609,UNHmax2012
QTL3,UN_MEbrown,Bra002641,6.0521646896772845,7.223827759505569,A10,8485068,8491403,AT5G58510.1,AT5G58510,"NA","NA",90.417,2901,269,2,182,3082,2892,1,0,3977,UNr2012
QTL7,UN_MEbrown,Bra002641,6.0521646896772845,7.223827759505569,A10,8485068,8491403,AT5G58510.1,AT5G58510,"NA","NA",90.417,2901,269,2,182,3082,2892,1,0,3977,UNHmax2012
QTL3,UN_MEbrown,Bra002640,6.0521646896772845,7.223827759505569,A10,8495830,8497044,AT5G58530.1,AT5G58530,"NA","NA",77.859,822,124,10,101,890,1,796,0,670,UNr2012
QTL7,UN_MEbrown,Bra002640,6.0521646896772845,7.223827759505569,A10,8495830,8497044,AT5G58530.1,AT5G58530,"NA","NA",77.859,822,124,10,101,890,1,796,0,670,UNHmax2012
QTL3,UN_MEbrown,Bra002638,6.0521646896772845,7.223827759505569,A10,8499229,8505998,AT5G58550.1,AT5G58550,EOL2,"Encodes a paralog of ETO1, which is a negative regulator of ACS5 (a key enzyme in ethylene biosynthesis pathway). EOL2 also interacts with and inhibits the activity of ACS5.",84.772,2804,364,9,2363,5130,2777,1,0,3148,UNr2012
QTL7,UN_MEbrown,Bra002638,6.0521646896772845,7.223827759505569,A10,8499229,8505998,AT5G58550.1,AT5G58550,EOL2,"Encodes a paralog of ETO1, which is a negative regulator of ACS5 (a key enzyme in ethylene biosynthesis pathway). EOL2 also interacts with and inhibits the activity of ACS5.",84.772,2804,364,9,2363,5130,2777,1,0,3148,UNHmax2012
QTL3,UN_MEbrown,Bra002639,6.0521646896772845,7.223827759505569,A10,8499799,8501533,AT5G58540.2,AT5G58540,"NA","NA",79.317,1465,231,13,15,1446,21,1446,0,1283,UNr2012
QTL7,UN_MEbrown,Bra002639,6.0521646896772845,7.223827759505569,A10,8499799,8501533,AT5G58540.2,AT5G58540,"NA","NA",79.317,1465,231,13,15,1446,21,1446,0,1283,UNHmax2012
QTL3,UN_MEbrown,Bra002637,6.0521646896772845,7.223827759505569,A10,8507452,8510427,AT5G58560.1,AT5G58560,FOLK,"NA",82.619,886,119,12,123,998,64,924,0,881,UNr2012
QTL7,UN_MEbrown,Bra002637,6.0521646896772845,7.223827759505569,A10,8507452,8510427,AT5G58560.1,AT5G58560,FOLK,"NA",82.619,886,119,12,123,998,64,924,0,881,UNHmax2012
QTL3,UN_MEbrown,Bra002636,6.0521646896772845,7.223827759505569,A10,8512886,8513831,AT5G58580.1,AT5G58580,ATL63;TL63,"NA",77.571,914,118,12,7,878,921,53,0,749,UNr2012
QTL7,UN_MEbrown,Bra002636,6.0521646896772845,7.223827759505569,A10,8512886,8513831,AT5G58580.1,AT5G58580,ATL63;TL63,"NA",77.571,914,118,12,7,878,921,53,0,749,UNHmax2012
QTL3,UN_MEbrown,Bra002635,6.0521646896772845,7.223827759505569,A10,8520403,8524199,AT1G07150.1,AT1G07150,MAPKKK13,member of MEKK subfamily,66.09,982,268,26,691,1635,1038,85,9.52e-54,212,UNr2012
QTL7,UN_MEbrown,Bra002635,6.0521646896772845,7.223827759505569,A10,8520403,8524199,AT1G07150.1,AT1G07150,MAPKKK13,member of MEKK subfamily,66.09,982,268,26,691,1635,1038,85,9.52e-54,212,UNHmax2012
QTL3,UN_MEbrown,Bra002634,6.0521646896772845,7.223827759505569,A10,8532780,8534681,AT5G58600.1,AT5G58600,PMR5;TBL44,"Belongs to a large family of plant-specific genes of unknown function.  Involved in resistance to the powdery mildew species Erysiphe cichoracearum and Erysiphe orontii, but not to the unrelated pathogens Pseudomonas syringae or Peronospora parasitica.  A member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",87.677,1201,130,6,215,1406,1209,18,0,1489,UNr2012
QTL7,UN_MEbrown,Bra002634,6.0521646896772845,7.223827759505569,A10,8532780,8534681,AT5G58600.1,AT5G58600,PMR5;TBL44,"Belongs to a large family of plant-specific genes of unknown function.  Involved in resistance to the powdery mildew species Erysiphe cichoracearum and Erysiphe orontii, but not to the unrelated pathogens Pseudomonas syringae or Peronospora parasitica.  A member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",87.677,1201,130,6,215,1406,1209,18,0,1489,UNHmax2012
QTL3,UN_MEbrown,Bra002633,6.0521646896772845,7.223827759505569,A10,8535211,8540111,AT5G58610.1,AT5G58610,"NA","NA",79.413,2351,416,9,1251,3564,2394,75,0,2078,UNr2012
QTL7,UN_MEbrown,Bra002633,6.0521646896772845,7.223827759505569,A10,8535211,8540111,AT5G58610.1,AT5G58610,"NA","NA",79.413,2351,416,9,1251,3564,2394,75,0,2078,UNHmax2012
QTL3,UN_MEbrown,Bra002631,6.0521646896772845,7.223827759505569,A10,8542634,8546787,AT5G58620.1,AT5G58620,TZF9,"NA",79.883,1362,211,10,794,2119,1,1335,0,1232,UNr2012
QTL7,UN_MEbrown,Bra002631,6.0521646896772845,7.223827759505569,A10,8542634,8546787,AT5G58620.1,AT5G58620,TZF9,"NA",79.883,1362,211,10,794,2119,1,1335,0,1232,UNHmax2012
QTL3,UN_MEbrown,Bra002632,6.0521646896772845,7.223827759505569,A10,8542634,8545146,AT5G58620.1,AT5G58620,TZF9,"NA",79.883,1362,211,10,373,1698,1,1335,0,1232,UNr2012
QTL7,UN_MEbrown,Bra002632,6.0521646896772845,7.223827759505569,A10,8542634,8545146,AT5G58620.1,AT5G58620,TZF9,"NA",79.883,1362,211,10,373,1698,1,1335,0,1232,UNHmax2012
QTL3,UN_MEbrown,Bra002630,6.0521646896772845,7.223827759505569,A10,8550875,8553267,AT5G58640.1,AT5G58640,"NA","NA",87.681,690,76,3,255,938,1,687,0,856,UNr2012
QTL7,UN_MEbrown,Bra002630,6.0521646896772845,7.223827759505569,A10,8550875,8553267,AT5G58640.1,AT5G58640,"NA","NA",87.681,690,76,3,255,938,1,687,0,856,UNHmax2012
QTL3,UN_MEbrown,Bra002629,6.0521646896772845,7.223827759505569,A10,8552210,8553267,AT5G58650.1,AT5G58650,PSY1,"Encodes PSY1, an18-aa tyrosine-sulfated glycopeptide that promotes cellular proliferation and expansion. PSY1 is widely expressed in various tissues, including shoot apical meristem, and is highly up-regulated by wounding. Perception of PSY1 depends on At1g72300, a leucine-rich repeat receptor kinase (LRR-RK).",77.193,228,46,2,454,675,228,1,1.26e-42,174,UNr2012
QTL7,UN_MEbrown,Bra002629,6.0521646896772845,7.223827759505569,A10,8552210,8553267,AT5G58650.1,AT5G58650,PSY1,"Encodes PSY1, an18-aa tyrosine-sulfated glycopeptide that promotes cellular proliferation and expansion. PSY1 is widely expressed in various tissues, including shoot apical meristem, and is highly up-regulated by wounding. Perception of PSY1 depends on At1g72300, a leucine-rich repeat receptor kinase (LRR-RK).",77.193,228,46,2,454,675,228,1,1.26e-42,174,UNHmax2012
QTL3,UN_MEbrown,Bra002628,6.0521646896772845,7.223827759505569,A10,8558020,8558477,AT5G58660.1,AT5G58660,"NA","NA",88.802,384,43,0,1,384,676,1059,9.22e-141,499,UNr2012
QTL7,UN_MEbrown,Bra002628,6.0521646896772845,7.223827759505569,A10,8558020,8558477,AT5G58660.1,AT5G58660,"NA","NA",88.802,384,43,0,1,384,676,1059,9.22e-141,499,UNHmax2012
QTL3,UN_MEbrown,Bra002627,6.0521646896772845,7.223827759505569,A10,8558915,8562187,AT5G58670.1,AT5G58670,ATPLC;ATPLC1;PLC1,"phosphatidylinositol-specific phospholipase C is induced to a significant extent under various environmental stresses, such as dehydration, salinity, and low temperature. May play a role in secondary ABA response.  There are two genes called ATPLC1, one corresponding to AT4g38530 and one corresponding ot AT5g58670 (this one).",88.574,1304,146,1,299,1602,1301,1,0,1678,UNr2012
QTL7,UN_MEbrown,Bra002627,6.0521646896772845,7.223827759505569,A10,8558915,8562187,AT5G58670.1,AT5G58670,ATPLC;ATPLC1;PLC1,"phosphatidylinositol-specific phospholipase C is induced to a significant extent under various environmental stresses, such as dehydration, salinity, and low temperature. May play a role in secondary ABA response.  There are two genes called ATPLC1, one corresponding to AT4g38530 and one corresponding ot AT5g58670 (this one).",88.574,1304,146,1,299,1602,1301,1,0,1678,UNHmax2012
QTL3,UN_MEbrown,Bra002626,6.0521646896772845,7.223827759505569,A10,8565057,8567538,AT5G58690.1,AT5G58690,ATPLC5;PLC5,"NA",87.206,1743,190,4,120,1862,1737,28,0,2150,UNr2012
QTL7,UN_MEbrown,Bra002626,6.0521646896772845,7.223827759505569,A10,8565057,8567538,AT5G58690.1,AT5G58690,ATPLC5;PLC5,"NA",87.206,1743,190,4,120,1862,1737,28,0,2150,UNHmax2012
QTL3,UN_MEbrown,Bra002625,6.0521646896772845,7.223827759505569,A10,8568488,8571148,AT5G58700.1,AT5G58700,ATPLC4;PLC4,"NA",85.874,1791,237,4,89,1868,1794,9,0,2085,UNr2012
QTL7,UN_MEbrown,Bra002625,6.0521646896772845,7.223827759505569,A10,8568488,8571148,AT5G58700.1,AT5G58700,ATPLC4;PLC4,"NA",85.874,1791,237,4,89,1868,1794,9,0,2085,UNHmax2012
QTL3,UN_MEbrown,Bra102279,6.0521646896772845,7.223827759505569,A10,8569974,8570380,AT5G65480.1,AT5G65480,CCI1,"NA",74.359,273,31,6,1,234,1,273,1.54e-46,185,UNr2012
QTL7,UN_MEbrown,Bra102279,6.0521646896772845,7.223827759505569,A10,8569974,8570380,AT5G65480.1,AT5G65480,CCI1,"NA",74.359,273,31,6,1,234,1,273,1.54e-46,185,UNHmax2012
QTL3,UN_MEbrown,Bra002624,6.0521646896772845,7.223827759505569,A10,8572127,8574422,AT5G58710.1,AT5G58710,ROC7,Encodes cyclophilin ROC7.,95.522,67,3,0,82,148,1,67,2.57e-22,107,UNr2012
QTL7,UN_MEbrown,Bra002624,6.0521646896772845,7.223827759505569,A10,8572127,8574422,AT5G58710.1,AT5G58710,ROC7,Encodes cyclophilin ROC7.,95.522,67,3,0,82,148,1,67,2.57e-22,107,UNHmax2012
QTL3,UN_MEbrown,Bra002623,6.0521646896772845,7.223827759505569,A10,8576792,8578141,AT5G58710.1,AT5G58710,ROC7,Encodes cyclophilin ROC7.,91.636,550,46,0,42,591,66,615,0,785,UNr2012
QTL7,UN_MEbrown,Bra002623,6.0521646896772845,7.223827759505569,A10,8576792,8578141,AT5G58710.1,AT5G58710,ROC7,Encodes cyclophilin ROC7.,91.636,550,46,0,42,591,66,615,0,785,UNHmax2012
QTL3,UN_MEbrown,Bra002622,6.0521646896772845,7.223827759505569,A10,8578508,8580467,AT5G58730.1,AT5G58730,Mik,"NA",81.896,1055,161,6,221,1245,1055,1,0,1041,UNr2012
QTL7,UN_MEbrown,Bra002622,6.0521646896772845,7.223827759505569,A10,8578508,8580467,AT5G58730.1,AT5G58730,Mik,"NA",81.896,1055,161,6,221,1245,1055,1,0,1041,UNHmax2012
QTL3,UN_MEbrown,Bra002621,6.0521646896772845,7.223827759505569,A10,8580500,8582420,AT5G58740.1,AT5G58740,"NA","NA",93.067,476,33,0,274,749,476,1,0,710,UNr2012
QTL7,UN_MEbrown,Bra002621,6.0521646896772845,7.223827759505569,A10,8580500,8582420,AT5G58740.1,AT5G58740,"NA","NA",93.067,476,33,0,274,749,476,1,0,710,UNHmax2012
QTL3,UN_MEbrown,Bra002620,6.0521646896772845,7.223827759505569,A10,8585495,8586858,AT5G58750.1,AT5G58750,"NA","NA",86.204,1167,152,3,39,1202,1,1161,0,1373,UNr2012
QTL7,UN_MEbrown,Bra002620,6.0521646896772845,7.223827759505569,A10,8585495,8586858,AT5G58750.1,AT5G58750,"NA","NA",86.204,1167,152,3,39,1202,1,1161,0,1373,UNHmax2012
QTL3,UN_MEbrown,Bra002619,6.0521646896772845,7.223827759505569,A10,8591950,8593425,AT5G58770.1,AT5G58770,AtcPT4;cPT4,"NA",83.458,937,132,6,200,1117,1,933,0,985,UNr2012
QTL7,UN_MEbrown,Bra002619,6.0521646896772845,7.223827759505569,A10,8591950,8593425,AT5G58770.1,AT5G58770,AtcPT4;cPT4,"NA",83.458,937,132,6,200,1117,1,933,0,985,UNHmax2012
QTL3,UN_MEbrown,Bra002618,6.0521646896772845,7.223827759505569,A10,8593472,8595046,AT5G58784.1,AT5G58784,"NA","NA",85.23,914,123,2,2,909,908,1,0,1041,UNr2012
QTL7,UN_MEbrown,Bra002618,6.0521646896772845,7.223827759505569,A10,8593472,8595046,AT5G58784.1,AT5G58784,"NA","NA",85.23,914,123,2,2,909,908,1,0,1041,UNHmax2012
QTL3,UN_MEbrown,Bra002616,6.0521646896772845,7.223827759505569,A10,8605267,8610152,AT5G58870.1,AT5G58870,ftsh9,encodes an FtsH protease that is localized to the chloroplast,89.527,2177,198,5,296,2448,2420,250,0,2902,UNr2012
QTL7,UN_MEbrown,Bra002616,6.0521646896772845,7.223827759505569,A10,8605267,8610152,AT5G58870.1,AT5G58870,ftsh9,encodes an FtsH protease that is localized to the chloroplast,89.527,2177,198,5,296,2448,2420,250,0,2902,UNHmax2012
QTL3,UN_MEbrown,Bra002617,6.0521646896772845,7.223827759505569,A10,8605578,8605884,AT3G47070.1,AT3G47070,"NA","NA",69.831,295,64,8,1,287,1,278,2.53e-26,118,UNr2012
QTL7,UN_MEbrown,Bra002617,6.0521646896772845,7.223827759505569,A10,8605578,8605884,AT3G47070.1,AT3G47070,"NA","NA",69.831,295,64,8,1,287,1,278,2.53e-26,118,UNHmax2012
QTL3,UN_MEbrown,Bra002614,6.0521646896772845,7.223827759505569,A10,8616878,8617893,AT5G47140.1,AT5G47140,GATA27,Encodes a member of the GATA factor family of zinc finger transcription factors.,82.266,203,26,3,260,462,1127,1319,1.46e-50,199,UNr2012
QTL7,UN_MEbrown,Bra002614,6.0521646896772845,7.223827759505569,A10,8616878,8617893,AT5G47140.1,AT5G47140,GATA27,Encodes a member of the GATA factor family of zinc finger transcription factors.,82.266,203,26,3,260,462,1127,1319,1.46e-50,199,UNHmax2012
QTL3,UN_MEbrown,Bra002612,6.0521646896772845,7.223827759505569,A10,8624227,8627332,AT5G58880.1,AT5G58880,"NA","NA",81.97,1076,176,2,1,1058,874,1949,0,1074,UNr2012
QTL7,UN_MEbrown,Bra002612,6.0521646896772845,7.223827759505569,A10,8624227,8627332,AT5G58880.1,AT5G58880,"NA","NA",81.97,1076,176,2,1,1058,874,1949,0,1074,UNHmax2012
QTL3,UN_MEbrown,Bra002611,6.0521646896772845,7.223827759505569,A10,8628713,8629689,AT5G58890.1,AT5G58890,AGL82,"NA",75.219,912,162,12,12,894,9,885,5.72e-180,630,UNr2012
QTL7,UN_MEbrown,Bra002611,6.0521646896772845,7.223827759505569,A10,8628713,8629689,AT5G58890.1,AT5G58890,AGL82,"NA",75.219,912,162,12,12,894,9,885,5.72e-180,630,UNHmax2012
QTL3,UN_MEbrown,Bra002610,6.0521646896772845,7.223827759505569,A10,8630149,8632300,AT5G58900.1,AT5G58900,"NA","NA",84.817,876,124,2,207,1082,867,1,0,980,UNr2012
QTL7,UN_MEbrown,Bra002610,6.0521646896772845,7.223827759505569,A10,8630149,8632300,AT5G58900.1,AT5G58900,"NA","NA",84.817,876,124,2,207,1082,867,1,0,980,UNHmax2012
QTL3,UN_MEbrown,Bra002609,6.0521646896772845,7.223827759505569,A10,8636148,8639278,AT5G58910.1,AT5G58910,LAC16,"putative laccase,  a member of laccase family of genes (17 members in Arabidopsis).",85.813,1593,199,2,219,1805,1572,1,0,1869,UNr2012
QTL7,UN_MEbrown,Bra002609,6.0521646896772845,7.223827759505569,A10,8636148,8639278,AT5G58910.1,AT5G58910,LAC16,"putative laccase,  a member of laccase family of genes (17 members in Arabidopsis).",85.813,1593,199,2,219,1805,1572,1,0,1869,UNHmax2012
QTL19,UN_MEcyan,Bra008684,4.900880789087523,5.880321607719139,A10,12184430,12186590,AT5G15630.1,AT5G15630,COBL4;IRX6,"Encodes a member of the COBRA family, similar to phytochelatin synthetase. Involved in secondary cell wall biosynthesis. Mutants make smaller plants with reduced levels of cellulose and cell wall sugars.",90.084,595,56,1,803,1397,592,1,0,805,UNiD2012
QTL3,UN_MEcyan,Bra008684,4.900880789087523,5.880321607719139,A10,12184430,12186590,AT5G15630.1,AT5G15630,COBL4;IRX6,"Encodes a member of the COBRA family, similar to phytochelatin synthetase. Involved in secondary cell wall biosynthesis. Mutants make smaller plants with reduced levels of cellulose and cell wall sugars.",90.084,595,56,1,803,1397,592,1,0,805,UNr2012
