.id,MR_gene,MR_Cutoff,min_eQTL_LOD,max_eQTL_LOD,FVTtrait,eQTL_candidate,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022746,A03,6811691,6813249,AT5G51030.1,AT5G51030,NA,NA,89.577,921,96,0,66,986,25,945,0,1229
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022747,A03,6813949,6815414,AT5G51020.1,AT5G51020,CAA33;CRL,"Encodes CRL (CRUMPLED LEAF), a protein localized in the outer envelope membrane of plastids.  Mutation in this gene affects the pattern of cell division, cell differentiation and plastid division.",90.223,808,79,0,22,829,1,808,0,1101
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022748,A03,6815267,6816506,AT5G51010.1,AT5G51010,NA,NA,83.716,479,48,4,337,803,465,5,2.11e-147,522
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022749,A03,6817089,6820016,AT5G50970.1,AT5G50970,NA,NA,88.554,1162,109,3,192,1347,1539,396,0,1505
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022750,A03,6821779,6823231,AT5G50930.1,AT5G50930,NA,NA,88.81,420,41,2,268,684,729,313,1.8e-153,542
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022751,A03,6824409,6828353,AT5G50920.1,AT5G50920,ATHSP93-V;CLPC;CLPC1;DCA1;HSP93-V,Encodes a protein that is similar to ATP-dependent Clp protease ATP-binding subunit / ClpC. Involved in protein import into the chloroplast. May provide ATP source that drives the TIC (Translocon at the Inner envelope membrane of Chloroplasts) translocation machinery.,92.255,2789,214,2,386,3173,1,2788,0,4049
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022752,A03,6828828,6830661,AT5G42660.1,AT5G42660,NA,NA,82.086,1390,215,9,9,1384,12,1381,0,1375
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022753,A03,6835406,6837887,AT5G50915.1,AT5G50915,NA,NA,79.425,904,129,8,279,1170,1,859,0,807
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022754,A03,6853183,6856006,AT5G50900.1,AT5G50900,NA,NA,76.485,1667,359,6,266,1917,20,1668,0,1242
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022755,A03,6856372,6858173,AT5G50870.1,AT5G50870,UBC27,NA,90.155,579,57,0,163,741,1,579,0,787
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022756,A03,6860866,6863787,AT5G50860.1,AT5G50860,NA,NA,86.398,1588,189,6,292,1870,174,1743,0,1887
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022757,A03,6863781,6867110,AT5G50850.1,AT5G50850,MAB1,NA,91.848,1104,78,1,438,1541,1092,1,0,1591
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022758,A03,6868308,6871384,AT5G50840.1,AT5G50840,NA,NA,82.85,1242,159,10,254,1480,1203,1,0,1283
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022759,A03,6872613,6874391,AT5G50830.2,AT5G50830,NA,NA,74.747,891,120,14,291,1118,849,1,3.36e-178,625
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022760,A03,6875671,6876462,AT5G50810.1,AT5G50810,TIM8,Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.,82.511,223,34,2,68,286,1,222,1.73e-57,223
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022761,A03,6889851,6891585,AT5G50790.1,AT5G50790,AtSWEET10;SWEET10,NA,84.253,870,137,0,180,1049,1,870,0,951
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022762,A03,6892057,6896618,AT5G50780.1,AT5G50780,NA,NA,77.51,2161,356,15,267,2314,2457,314,0,1755
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022763,A03,6900345,6901281,AT5G50760.1,AT5G50760,SAUR55,NA,79.266,545,86,8,269,795,552,17,1.68e-129,462
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022764,A03,6911431,6913909,AT5G50740.3,AT5G50740,NA,NA,86.652,899,84,8,264,1153,1,872,0,1077
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022765,A03,6916185,6917891,AT5G50720.1,AT5G50720,ATHVA22E;HVA22E,"Encodes one of five HVA22 homologs in Arabidopsis.  HVA22 is an ABA- and stress-inducible gene first isolated from barley.  Members of this gene family have only been found in eukaryotes. AtHVA22e mRNA is upregulated to varying degrees in response to cold stress, salt stress, ABA treatment or dehydration.",90.028,351,35,0,106,456,1,351,2.05e-133,475
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022766,A03,6921573,6923786,AT5G50570.1,AT5G50570,SPL13;SPL13A,NA,76.765,1119,128,18,187,1215,1,1077,0,884
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022767,A03,6929569,6933593,AT2G29980.1,AT2G29980,AtFAD3;FAD3,Endoplasmic reticulum enzyme responsible for the synthesis of 18:3 fatty acids from phospholipids. Uses cytochrome b5 as electron donor.,91.214,1161,93,2,137,1288,1161,1,0,1633
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022768,A03,6947628,6950764,AT2G29990.1,AT2G29990,NDA2,NA,86.349,1531,185,4,217,1729,1525,1,0,1822
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022769,A03,6954178,6955305,AT2G30000.1,AT2G30000,NA,NA,89.189,333,36,0,283,615,333,1,1.69e-122,439
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022770,A03,6959823,6961874,AT4G25490.1,AT4G25490,ATCBF1;CBF1;DREB1B,"Transcriptional activator that binds to the DRE/CRT regulatory element and induces COR (cold-regulated) gene expression increasing plant freezing tolerance. It encodes a member of the DREB subfamily A-1 of ERF/AP2 transcription factor family (CBF1). The protein contains one AP2 domain. There are six members in this subfamily, including CBF1, CBF2, and CBF3. This gene is involved in response to low temperature and abscisic acid.",82.822,652,95,6,1213,1857,1,642,0,659
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022771,A03,6971945,6976797,AT5G10140.1,AT5G10140,AGL25;FLC;FLF;RSB6,"MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.;MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin.  Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3 to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex.",90.164,244,24,0,1,244,1,244,9.16e-91,333
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022772,A03,6980315,6982033,AT2G30020.1,AT2G30020,NA,Encodes AP2C1.  Belongs to the clade B of the PP2C-superfamily.  Acts as a MAPK phosphatase that negatively regulates MPK4 and MPK6.,78.028,1197,186,10,320,1446,1,1190,0,998
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022773,A03,6991106,6992455,AT2G30040.1,AT2G30040,MAPKKK14,member of MEKK subfamily,77.837,1313,207,11,106,1340,1,1307,0,1083
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022774,A03,6994217,6996283,AT2G30050.1,AT2G30050,NA,NA,90.258,893,87,0,148,1040,1,893,0,1218
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022775,A03,6996677,6998970,AT2G30060.1,AT2G30060,NA,NA,86.057,667,79,4,352,1017,1,654,0,778
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022776,A03,7007607,7011799,AT2G30070.1,AT2G30070,ATKT1;ATKT1P;ATKUP1;KT1;KUP1,Encodes a high affinity potassium transporter.,89.336,2138,225,1,178,2312,1,2138,0,2827
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022777,A03,7017134,7018196,AT4G38940.1,AT4G38940,NA,NA,67.43,393,109,4,620,1004,674,1055,1.48e-29,131
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022778,A03,7018832,7019900,AT4G38940.1,AT4G38940,NA,NA,65.859,454,125,9,617,1061,674,1106,1.7e-22,107
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022779,A03,7019889,7024754,AT2G30110.1,AT2G30110,ATUBA1;MOS5;UBA1,"Encodes a ubiquitin-activating enzyme (E1), involved in the first step in conjugating multiple ubiquitins to proteins targeted for degradation. Gene is expressed in most tissues examined. Mutant is able to revert the constitutive defense responses phenotype of snc1, which indicates the gene is involved in defense response. It also indicates that ubiquitination plays a role in plant defense signalling.",90.873,3057,279,0,1390,4446,3243,187,0,4255
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022780,A03,7028737,7032233,AT2G30130.1,AT2G30130,ASL5;LBD12;PCK1,"Overexpression/activation tagged allele has epinastic leaves, reduced apical dominance and is sterile. Gene is similar to asymmetric leaves (AS)/lateral organ boundary (LOB) genes  which repress KNOX gene expression.",86.007,586,55,4,87,651,1,580,0,693
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022781,A03,7034883,7036852,AT2G30140.1,AT2G30140,UGT87A2,NA,80.537,1377,240,7,144,1504,1,1365,0,1269
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra100577,A03,7038016,7038369,AT5G63990.1,AT5G63990,NA,NA,87.129,202,20,1,56,257,782,977,1.81e-65,248
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022782,A03,7041568,7042561,AT2G41910.1,AT2G41910,NA,NA,75.199,754,170,6,200,943,130,876,1.98e-142,506
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022783,A03,7047408,7048416,AT2G30200.1,AT2G30200,EMB3147,NA,77.717,552,36,2,1,465,1182,631,1.79e-144,511
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022784,A03,7051658,7052375,AT2G30230.1,AT2G30230,NA,NA,86.778,537,53,4,23,550,1,528,0,646
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022785,A03,7053558,7057456,AT2G30240.1,AT2G30240,ATCHX13;CHX13,Encodes a plasma membrane localized potassium transporter.,84.705,2491,376,3,220,2706,2490,1,0,2765
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022786,A03,7057618,7059648,AT2G30250.1,AT2G30250,ATWRKY25;WRKY25,member of WRKY Transcription Factor; Group I. Located in nucleus. Involved in response to various abiotic stresses - especially salt stress.,84.512,1188,127,6,245,1381,1182,1,0,1337
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022787,A03,7060913,7062191,AT2G30270.1,AT2G30270,NA,NA,85.61,549,73,2,249,797,545,3,5.58e-180,630
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022788,A03,7066413,7068696,AT2G30300.1,AT2G30300,NA,NA,81.15,1565,205,10,249,1789,1,1499,0,1528
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022789,A03,7074773,7077017,AT2G30320.1,AT2G30320,NA,NA,81.948,1540,204,13,359,1840,1527,4,0,1532
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022791,A03,7081020,7082168,AT5G02980.1,AT5G02980,NA,NA,72.449,98,27,0,1012,1109,173,76,1.01e-6,55.4
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022792,A03,7082673,7084147,AT2G30330.1,AT2G30330,BLOS1,Putative homolog of mammalian BLOC-1 Subunit 1. Protein - protein interaction with BLOS2 and also with SNX1.Located in endomembrane system and hypothesized to be involved in endomembrane transport.,85.619,452,65,0,628,1079,452,1,2.82e-147,522
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022793,A03,7084261,7085749,AT2G30350.2,AT2G30350,NA,NA,76.658,1131,147,11,2,1057,1106,18,0,906
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022794,A03,7088589,7090327,AT2G30360.1,AT2G30360,CIPK11;PKS5;SIP4;SNRK3.22,"Encodes a SOS2-like protein kinase that is a member of the CBL-interacting protein kinase family.Loss of function mutants show a decrease in sensitivity to high pH.Phosphorylates AHA2, a plasma membrane H+ ATPase.This phosphorylation appears to regulate the activity of the proton transporter.",80.713,1291,217,7,303,1568,1284,1,0,1204
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022795,A03,7097593,7099778,AT2G30370.2,AT2G30370,CHAL;EPFL6,"Encodes a small, potentially secreted protein that acts as an inhibitor of stomatal production though likely not through direct interaction with the TMM receptor.  It is homologous to known stomatal regulators EPF1 and EPF2.",84.332,434,62,2,246,676,471,41,1.11e-132,473
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022796,A03,7107780,7108971,AT2G30400.1,AT2G30400,ATOFP2;OFP2,NA,79.529,977,136,9,38,964,1,963,0,877
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022797,A03,7116522,7117934,AT2G43590.1,AT2G43590,NA,NA,85.106,799,114,3,1,798,1,795,0,895
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022798,A03,7119249,7119933,AT2G30410.1,AT2G30410,KIS;TFCA,mutant has embryo defect; enlarged embryo cells and endosperm nuclei; Tubulin Folding Cofactor A,86.58,231,22,1,1,222,112,342,4.61e-75,280
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra100578,A03,7123416,7125119,AT5G64430.1,AT5G64430,NA,NA,76.364,495,69,6,1,453,1542,1054,2.35e-105,381
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022799,A03,7127639,7128878,AT2G30440.1,AT2G30440,Plsp2B;TPP,Encodes a thylakoidal processing peptidase that removes signal sequences from proteins synthesized in the cytoplasm and transported into the thylakoid lumen.,90.795,239,20,1,229,465,745,983,1.22e-89,329
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022800,A03,7129766,7130942,AT2G41910.1,AT2G41910,NA,NA,74.592,736,170,5,252,977,858,130,9.65e-134,477
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022801,A03,7133169,7137650,AT2G30470.1,AT2G30470,HSI2;VAL1,"HSI2 is a member of a novel family of B3 domain proteins with a sequence similar to the ERF-associated amphiphilic repression (EAR) motif. It functions as an active repressor of the Spo minimal promoter (derived from a gene for sweet potato sporamin A1) through the EAR motif. It contains a plant-specific B3 DNA-binding domain. The Arabidopsis genome contains 42 genes with B3 domains which could be classified into three families that are represented by ABI3, ARF1 and RAV1. HSI2 belongs to the ABI3 family. It is expressed at similar levels in all organs. Treatment with 6% sucrose showed a slight increase in transcript levels after 24 h. No changes were observed after treatment with 50M ABA. It is localized in the nucleus via a nuclear localization sequence located in the fourth conserved region of the C-terminal B3 domain.",80.192,2297,327,18,564,2802,2227,1,0,2125
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022802_Bra022803,A03,7146836,7153981,AT2G30490.1,AT2G30490,ATC4H;C4H;CYP73A5;REF3,"Encodes a cinnamate-4-hydroxylase. Mutations in this gene impact phenylpropanoid metabolism, growth and development.",86.693,1518,202,0,237,1754,1518,1,0,1828
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022804,A03,7159783,7161284,AT2G30500.1,AT2G30500,NET4B,NA,83.504,782,102,3,56,828,764,1,0,839
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022805,A03,7163861,7166572,AT2G30520.1,AT2G30520,RPT2,light inducible root phototropism 2 encoding a signal transducer of the phototropic response in Arabidopsis,83.081,1785,242,7,1,1728,1782,1,0,1880
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022806,A03,7170375,7171823,AT2G30530.1,AT2G30530,NA,NA,79.397,1029,131,14,175,1143,109,1116,0,910
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022807,A03,7173794,7174427,AT2G30580.1,AT2G30580,BMI1A;DRIP2,Encodes a C3HC4 RING-domain-containing ubiquitin E3 ligase capable of interacting with DREB2A. DRIP2 seems to be involved in regulating stress-related transcriptional changes and drought tolerance.,91.08,213,19,0,1,213,1051,1263,1.62e-80,298
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022808,A03,7175814,7177014,AT2G30590.1,AT2G30590,WRKY21,Encodes WRKY DNA-binding protein 21 (WRKY21).,84.748,636,70,8,400,1017,517,1143,0,699
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022809,A03,7185122,7186305,AT2G30620.1,AT2G30620,NA,NA,69.737,760,109,18,125,801,99,820,5.03e-99,361
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022810,A03,7186501,7187680,AT2G30630.2,AT2G30630,NA,NA,79.333,300,17,3,15,272,883,587,9.86e-78,289
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022811,A03,7188460,7197256,AT2G30700.1,AT2G30700,NA,NA,83.888,1353,176,5,640,1959,1404,61,0,1472
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022812,A03,7198998,7201387,AT2G30740.1,AT2G30740,NA,NA,87.8,1082,123,2,271,1346,1,1079,0,1355
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022813,A03,7206571,7209604,AT2G30770.1,AT2G30770,CYP71A13,putative cytochrome P450,86.901,1168,153,0,1409,2576,1184,17,0,1416
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022814,A03,7225708,7228739,AT2G30820.1,AT2G30820,NA,NA,88.561,271,31,0,1020,1290,982,1252,5.04e-95,349
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022815_Bra022816,A03,7230399,7234187,AT2G30860.1,AT2G30860,ATGSTF7;ATGSTF9;GLUTTR;GSTF9,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).,91.512,648,55,0,320,967,1,648,0,921
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022817,A03,7234749,7235950,AT2G30880.1,AT2G30880,AtSWAP70;SWAP70,NA,87.987,616,64,2,249,855,1515,901,0,778
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra100580,A03,7241539,7242372,AT5G64970.1,AT5G64970,NA,NA,73.868,287,48,5,27,293,327,48,2.46e-45,181
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra100581,A03,7245063,7247119,AT5G65205.1,AT5G65205,NA,NA,84.27,267,39,1,1,264,267,1,1.65e-78,291
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022818,A03,7248508,7251266,AT2G30910.1,AT2G30910,ARPC1;ARPC1A,NA,90.576,1146,93,3,1,1140,1,1137,0,1581
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022819,A03,7255491,7258606,AT5G42020.1,AT5G42020,BIP;BIP2,Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.,91.04,2009,177,1,215,2223,2006,1,0,2810
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022820,A03,7262553,7268615,AT2G31010.1,AT2G31010,NA,NA,90.73,2287,163,7,263,2505,46,2327,0,3182
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022821,A03,7269270,7269522,AT2G31035.1,AT2G31035,NA,NA,84.8,250,38,0,1,250,1,250,2.83e-75,280
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022822,A03,7270478,7270730,AT2G31035.1,AT2G31035,NA,NA,83.6,250,41,0,1,250,1,250,6.24e-71,266
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022824,A03,7273840,7278202,AT2G31060.1,AT2G31060,EMB2785,NA,90.993,1299,117,0,1,1299,1584,286,0,1815
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022825,A03,7290656,7290899,AT2G31085.1,AT2G31085,AtCLE6;CLE6,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can replace CLV3 function in vivo.,81.526,249,37,2,1,243,1,246,2.38e-63,241
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022826,A03,7293403,7295523,AT2G31100.1,AT2G31100,NA,NA,85.366,1230,165,3,215,1444,1215,1,0,1407
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022827,A03,7295525,7299882,AT2G31110.2,AT2G31110,TBL40,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",90.073,1098,106,1,219,1316,1095,1,0,1487
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022828,A03,7301651,7302621,AT2G31130.1,AT2G31130,NA,NA,91.197,284,25,0,78,361,1260,977,1.73e-110,399
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022829,A03,7304741,7306355,AT2G31140.1,AT2G31140,NA,NA,88.293,615,72,0,191,805,1,615,0,785
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022830,A03,7307348,7309260,AT2G31150.1,AT2G31150,NA,NA,86.607,448,48,1,501,948,205,640,1e-153,544
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022831,A03,7314788,7316395,AT2G31180.1,AT2G31180,ATMYB14;MYB14;MYB14AT,Member of the R2R3 factor gene family.,87.183,749,81,2,96,832,746,1,0,922
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022832,A03,7324679,7325829,AT2G31230.1,AT2G31230,ATERF15;ERF15,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",85.501,738,83,4,292,1014,732,4,0,852
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022833,A03,7332379,7335470,AT3G01610.1,AT3G01610,CDC48C;emb1354,AAA-type ATPase - Over 90% homologous to CDC48a,80.033,1798,322,12,166,1946,2461,684,0,1604
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022834,A03,7336734,7339201,AT2G31270.1,AT2G31270,ATCDT1A;CDT1;CDT1A,Encodes a cyclin-dependent protein kinase. Involved in nuclear DNA replication and plastid division. Located in nucleus and chloroplast.,79.684,822,137,4,971,1780,911,1714,0,738
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022835,A03,7340164,7340383,AT2G31345.1,AT2G31345,NA,NA,83.173,208,29,1,12,219,205,4,6.93e-57,219
QTL1,Bra024437,50,1.8523922432204085,4.154784399138195,UN_r,Bra022836,A03,7342133,7344379,AT2G31350.1,AT2G31350,GLX2-5,Encodes a mitochondrial glyoxalase 2 that can accommodate a number of different metal centers and with the predominant metal center being Fe(III)Zn(II).,89.162,978,103,1,178,1155,1,975,0,1285
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra005999,A03,1545681,1547538,AT2G37220.1,AT2G37220,NA,Encodes a chloroplast RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,70.347,317,51,6,35,323,1,302,1.33e-38,159
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006000,A03,1553529,1555448,AT5G08540.1,AT5G08540,NA,NA,79.124,1073,146,12,129,1171,1,1025,0,942
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra100520,A03,1562614,1563136,AT1G33390.1,AT1G33390,ATFAS4;FAS4,Over-expression of this gene results in stem fasciation.  The predicted amino acid sequence reveals the presence of two   domains (DEXH-box or DEAD-box helicase and DUF1065 domain) and fragments of two more domains (HrpA domain and HA2 domain).,82.969,229,36,1,3,228,881,1109,9.44e-62,235
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006001,A03,1566622,1568364,AT5G05990.1,AT5G05990,NA,NA,82.4,125,14,4,42,166,447,563,2.88e-25,116
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006003,A03,1571614,1575304,AT5G08550.1,AT5G08550,ILP1,Encodes a transcriptional repressor that is  homologous to the C-terminal region of mammalian GC binding factor.  It regulates endoreduplication through control of CYC2A expression.,90.417,960,92,0,5,964,2726,1767,0,1317
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra100521,A03,1575970,1576378,AT3G26840.1,AT3G26840,PES2,NA,83.92,199,29,1,1,199,1916,1721,2.68e-55,214
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006004,A03,1576686,1580002,AT5G08560.1,AT5G08560,NA,NA,86.869,1782,210,6,250,2019,1770,1,0,2154
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006007,A03,1593860,1595196,AT5G08565.1,AT5G08565,NA,NA,87.464,351,44,0,25,375,1,351,1.5e-121,435
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006008,A03,1595664,1597676,AT5G08570.1,AT5G08570,NA,NA,88.178,1531,181,0,126,1656,1,1531,0,1945
QTL3,Bra029573,50,2.9936047033725397,5.108685510876319,UNiD,Bra006009,A03,1596433,1600477,AT5G08580.1,AT5G08580,NA,NA,85.618,1182,134,2,1727,2878,1176,1,0,1389
